,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
11/8/2023,1879,2185,7241,1795,1188,3279,874,2155,7773,1554,938,3309,1770,1578,7723,1679,40,5742,995,2667,9356,800,-5340,-3140,1100,463,7632,-4215,-6049,-4713,1879,1675,4557,1795,1188,3484,874,2155,4159,760,2113,4128,1770,-1095,20103,1679,40,10138,1180,-2878,12325,38,-7732,-24132,490,-2998,12651,-4310,-10914,-30849,992,8256,802,2511,-1298,8256,677,3411,9756,7732,7959,10663,13677,9673,85,-3555,3750,8419,85,-3555
11/9/2023,1675,2262,-1039,3425,5000,3227,2690,6103,1198,2335,5510,2862,-335,-3119,-7929,1080,45,-8574,524,-1101,-7957,5380,9194,106,730,485,1226,9802,2899,-8950,1675,6262,2385,3425,5000,4922,2690,6280,3067,2945,4837,3539,-335,-3119,-10758,1415,45,-7060,524,-1751,-6331,5342,18634,9579,730,-921,-6216,9802,19074,2198,1860,7358,2080,9533,3855,6228,2575,10038,-4802,-7552,-4490,-7414,-4953,-2586,7260,20257,1270,3653,6820,18462
11/10/2023,830,379,710,1240,1095,4853,548,13,2725,40,770,1476,-1940,-6400,-8450,-1490,-1432,-1555,-1227,-1857,-7651,1938,3695,9591,715,-6190,-1371,3920,2902,24368,830,870,4670,1240,1095,6514,1355,725,5336,1490,5240,5412,-1940,-12110,-21570,-1490,-1432,-1581,-785,-6560,-8116,423,7835,52500,-925,-6049,-7822,3920,9309,53504,1471,1200,1761,5904,591,4135,911,5553,-6860,-8575,-1025,2308,-3326,-2597,8395,41054,-2247,-696,5650,19885
11/13/2023,2267,4387,5410,2295,2445,5184,4520,4772,5410,3239,2725,5184,1510,4759,4867,752,-1405,914,1274,-1815,-429,150,-6155,-3895,1025,970,-923,236,-6155,-8870,899,3255,5539,2295,2445,6039,3170,3640,5539,2950,3111,3810,1510,3426,8186,752,-1405,500,1274,-603,1040,2421,-4779,-37553,1205,-1293,-2715,236,-9875,-42825,1423,1489,-670,2267,1423,1489,-670,2267,7629,7026,122,-1999,2105,-6044,-5870,-7484,2822,826,-5870,-7484
11/14/2023,185,2334,7000,15,1912,4326,40,3145,6997,50,1885,4746,1560,10379,55788,4442,8053,23733,7869,11581,41786,1240,6137,-1264,3195,6034,12028,7878,8675,3746,185,425,8837,15,1912,4392,40,2115,7482,-270,355,6219,2455,11834,60157,5940,8053,39823,7869,15967,66790,1545,15402,24986,2940,14006,66350,7878,12626,24986,3748,4240,7178,3047,3096,4240,6465,3047,18849,48659,14182,21476,20286,25926,-625,-4953,13950,7641,-625,-2342
11/15/2023,1405,-3405,-3988,1453,-1096,-3642,1444,995,-1442,1700,-1369,-3617,1887,1290,-3771,1220,623,6071,2215,530,9723,1077,8630,657,980,1406,-1302,1628,9495,4132,1405,-2825,-3620,1453,-1096,-3130,1643,-943,-1822,1250,-4991,-6924,2080,1565,-3798,1220,623,9603,2215,6866,11939,1127,11342,39560,2255,7691,11687,1628,12406,39245,1588,970,-737,-618,1588,970,3760,-618,3338,-2263,6514,7389,3737,23162,26564,20533,6070,-3215,24519,9591
11/16/2023,358,4572,-1914,-130,2277,-1644,327,4214,-1914,-575,2177,-1644,1993,5459,14655,2965,6635,9905,2803,5781,12252,405,6371,1807,3195,435,3943,690,5659,-2748,550,3307,-1579,-130,2277,-1580,505,1985,-1791,255,2042,-797,1993,6844,18834,2965,6635,10891,2586,5327,19436,2382,10867,6312,3195,4638,18315,690,11850,4459,4137,-26,2767,-2371,4137,-26,2767,-2371,1913,8011,1050,4447,4614,9510,-4652,-2132,959,398,-4652,-2132
11/17/2023,1156,4012,4617,231,3750,-821,845,3663,4617,871,3830,-821,1550,6726,-1051,2600,3115,-1325,2306,303,-3881,705,-1962,-3949,1395,-411,-2115,2636,-3139,-8884,1156,4205,5380,231,3750,-1852,845,4275,5720,221,4165,4680,1550,8392,21660,2600,2007,6530,1845,6260,10614,1775,-512,-42594,1395,6255,10467,2636,-1232,-48641,2490,701,7030,-745,1930,701,7030,-745,4316,-1954,5525,-3488,2472,-3699,-5274,-8900,999,-4209,-4544,-8205
11/20/2023,365,1137,-672,-65,395,-2780,-421,-507,-687,15,410,-2780,2685,-5405,-8695,2300,5505,-2317,2281,-1995,-4746,2500,7521,-3035,4173,-1123,102,3800,4389,18663,365,2225,-982,-65,1640,-1950,-285,316,-1045,100,2255,-5904,2685,-4300,-9525,2300,5505,-2019,2281,2660,1886,4540,23909,37214,4173,2430,1095,3800,24950,38440,1207,729,2045,861,448,564,2065,891,-6307,-8180,3440,105,-1821,1567,13035,4510,-1854,-1361,14185,2441
11/21/2023,-779,-349,4095,-255,1937,3232,-895,1103,2859,-460,475,3758,5090,6768,407,3736,7996,-3771,-1199,7234,2664,2050,130,2036,610,-200,-1119,2495,5818,1613,-1410,-330,8382,-255,1937,6795,-895,1143,7163,-552,390,8270,5090,6193,-2063,3736,8276,-5525,-3465,5831,1471,3390,4913,-24397,-224,5376,3599,2495,1286,-25695,1125,-259,-604,-921,1125,-259,-604,-921,7615,-7431,8071,-4018,-1399,-7286,-1351,-5108,-167,-1213,-1351,-5108
11/22/2023,-500,16,-3152,220,1250,-2790,-213,-58,-3317,-570,2340,-2938,2720,3009,8847,2140,-1502,2784,621,-910,-769,-1000,-4870,-1400,2255,1055,1060,9115,-3475,-2088,-361,190,-2872,220,1250,-4747,425,555,-5137,5,195,-5655,2720,4245,9016,2140,-1502,-1445,-260,1629,-5558,12789,-61,-51202,2255,945,-8278,9115,-5735,-50064,5195,-1085,2190,-3479,3892,-2364,2910,-3479,495,15273,1689,-101,-1683,2497,-1905,-8924,645,-1174,-1905,-5696
11/23/2023,270,3090,5020,2295,3090,5020,2295,3090,5020,835,3090,5020,-480,6420,6160,145,6235,8550,4160,7395,12945,595,6585,4670,-245,2070,3075,170,6585,8020,270,3090,5020,2295,3090,5020,2295,3090,5020,240,3090,5020,-480,6420,7455,145,6235,8630,4160,11025,13705,245,10855,17895,-245,11025,13705,170,10855,17895,918,-254,-1015,-1810,918,-254,-1015,-1810,5090,4680,-650,-895,-510,-274,-6820,-8005,210,2750,-6820,-8005
11/24/2023,265,4254,5949,2825,4555,5949,2825,4776,5949,785,4385,5949,165,9780,9440,1970,6005,8620,7315,4266,12330,4025,9401,2120,4445,7300,3284,6920,9331,5184,265,4254,6420,2825,4555,6420,2825,4776,6420,1355,5101,6420,165,9780,12030,1970,6005,13960,7315,14485,19095,5370,17287,27655,5495,14485,19095,6920,17287,27655,493,-2848,-1100,-2780,493,-2848,-1100,-2780,5535,1835,-635,-1550,1635,-1925,-4170,-1255,0,-135,-4170,-735
11/27/2023,2826,2230,3221,1560,253,1385,2196,2323,3221,1710,-773,1405,680,544,1200,1916,2177,1737,286,2252,-985,3757,3110,-360,2320,7783,5736,5742,6547,-2830,1515,2230,1787,1560,253,-2772,715,2323,1787,845,-1013,-612,680,728,7657,2066,2177,2991,286,1092,-3351,4247,3190,-26981,1875,1452,-2250,5742,2990,-26981,1407,4742,1515,1770,1407,4742,1647,1790,519,746,445,-2945,385,-4530,-5340,-985,6388,7394,-5340,-985
11/28/2023,-10,-1399,3328,-175,-615,526,414,-1041,3000,285,-30,651,1195,2280,-4555,350,3141,1895,2085,-259,-397,1625,-2703,-3165,228,1939,-2004,1695,-2090,-8680,-10,-255,3328,-175,-615,893,35,-685,2586,1123,-362,3203,1195,3064,4564,350,3141,1895,1665,266,6810,1110,-3783,-1972,856,-184,7775,1105,-1125,3326,2355,4487,1405,978,531,4099,2100,978,680,-3202,-4463,-940,-1009,781,-4528,-3505,1758,-3964,-4528,-3565
11/29/2023,1228,-2805,-8111,-168,-2675,-5805,-1563,-2417,-6516,-565,-1730,-5755,-220,-6455,-8940,505,-2613,-8757,-786,-1745,-8930,3889,5863,-3700,309,-3059,-7025,6272,7023,8297,1403,-2135,-10676,-168,-2675,-7595,-308,-1378,-7980,-243,-4270,-9585,-220,-7539,-19504,505,-2613,-13074,-693,-5495,-11630,4507,6191,43793,769,-4715,-12861,5007,8915,46380,-2292,-3330,-2140,-2436,-2292,-3330,-2140,-2436,-6885,-9000,-5490,-6434,-6679,-8500,5077,23623,-6715,-8375,5077,23623
11/30/2023,1345,531,432,1782,3189,-2526,-504,2273,-2956,1165,2834,2887,1730,6377,12849,3195,5552,12347,9630,5880,8163,2496,5567,9816,4012,4923,9101,5421,8321,8348,1345,2554,1095,1782,3189,-2474,-588,3482,-3349,180,3128,1188,2305,8782,8308,3480,5552,5480,9819,11275,-6596,4399,853,-36746,3475,11055,-3593,5421,6855,-40573,-2440,-4260,-455,-4509,-2440,-4260,-1530,-4509,1897,2235,4366,443,4026,5957,-553,-4053,1665,3659,-553,-3660
12/1/2023,3780,-610,-2149,675,-435,-1242,-126,-1020,-2149,1480,-142,-1242,1460,1892,744,-480,251,-4426,939,905,7041,-435,-6095,-2949,1205,-1088,586,2425,1154,-7808,3780,470,-1200,675,-435,-1077,675,-214,-1339,-180,-969,-1313,1460,1291,3331,-480,251,-44,-259,-866,5732,5126,-1794,-12620,1205,-227,6595,2425,-774,-11058,-2595,-4458,-930,-1301,-3005,-4458,-930,-1301,5714,2002,-1621,-2272,7174,458,-3318,-8865,-1473,-919,-3318,-7717
12/4/2023,2440,4569,3395,775,4847,4364,329,4028,4955,1716,4037,4610,1380,5593,8407,1130,3605,4628,3114,6687,6361,4810,3564,-990,3695,2650,4796,1800,3564,3555,2440,4844,3885,775,4847,4959,775,4755,5640,1743,4734,7030,1380,5750,17948,1130,4140,17914,3873,6888,15651,5761,6056,3022,3695,6118,17229,1800,3940,4218,3026,3360,2760,5966,2896,3360,2760,5581,3104,11045,134,10904,856,8384,-6672,2840,264,5247,-6677,-1772
12/5/2023,462,6091,946,145,5434,-110,1300,8142,3176,130,5066,-2042,6302,1878,8633,2235,3500,13638,1231,6987,6912,3147,64,-2518,3327,9753,6682,1275,-31,-4146,-320,6091,1190,145,5434,800,1300,8148,5352,75,4694,443,7520,1226,11795,3185,3500,16869,2704,11339,11801,372,-379,8070,4400,12579,12086,1275,-115,1224,3765,5307,5625,4127,5666,9027,4670,2917,2306,10919,2393,17396,3797,6005,189,-6536,4266,8940,189,-6536
12/6/2023,-431,-2691,-6418,990,-3880,-2747,615,-3506,-7346,-530,-2545,-2649,-1075,-6120,-6955,-810,-6740,-8409,-366,-1065,-8958,4195,-602,11088,-620,-5765,-6955,4431,-557,8621,-270,-2530,-7443,990,-3880,-2747,1210,-3345,-6944,-615,-2525,-7635,-1075,-9530,-22297,-810,-7150,-14690,-205,-6130,-22536,3804,7221,35727,-620,-7815,-22715,4431,7063,34588,-2977,-4230,-3950,-1360,-3205,-4464,-3855,-1360,-6910,-8345,-5620,-7501,-6397,-6186,4941,17871,-6885,-8345,3571,17871
12/7/2023,7190,-978,-2840,2540,-964,-7672,2538,-2497,-2840,-840,-558,-7672,6730,6731,1008,3871,11771,2180,3809,6197,8486,5952,4598,2079,5525,-337,2619,10520,3381,2291,7190,-2805,-2840,2540,-964,-7672,1925,-3492,-4463,5775,-1891,-7633,6730,6731,1730,3871,11771,3525,3809,6287,8474,2704,16497,20219,8901,6107,13133,10520,16497,23854,-2922,-5018,-3003,-8201,-2969,-5018,-1833,-8201,-1755,-4199,1155,2046,10005,2995,13196,5149,-2351,-8770,8127,3241
12/8/2023,2652,2509,-2040,2675,1353,1006,2435,2533,-2500,2480,1437,407,3510,-472,-2320,1705,-128,11994,2667,-1940,11984,1312,6840,-317,3671,1653,527,4748,7485,266,3275,1527,8153,2675,1353,3482,2850,3080,3795,3270,1681,7463,3510,1105,4586,2265,-128,15704,3092,6061,23751,4122,8608,42304,3825,5604,24823,4748,8562,43873,-1744,-3655,-1465,-187,1588,-965,-1991,1266,-1425,-5580,-1000,4579,542,9156,-1728,-4269,913,2395,-1728,-6051
12/11/2023,2895,1218,1018,3366,2365,2297,2254,641,-1158,2320,2500,2297,1090,1492,-4813,780,5047,-3089,395,-1676,-7978,2362,7741,928,675,-1373,3163,2895,5092,9324,2895,959,1402,3366,2365,3666,3428,1170,1186,4445,1420,1103,2770,231,-4079,3655,5047,-756,395,5461,2985,2362,9895,40737,2865,5261,2967,2895,10054,40737,689,1268,441,1822,532,1268,-464,1822,-1878,-5484,1980,1779,9626,-2087,8853,11928,-780,1446,6623,11928
12/12/2023,-1191,-3194,-5560,-464,-2725,-1035,-560,-2238,-5975,-505,-2690,-1260,-1722,-6900,-8947,-2355,-6995,-8953,-5146,-1810,-8931,-505,1549,-545,-2285,-1935,-9000,1530,1549,7249,-915,-2150,-4816,-464,-2725,-144,-464,-2237,-3524,-895,-680,-3478,-1340,-10420,-29385,-2355,-10635,-17920,-4840,-10990,-23840,554,1050,24229,-1270,-11315,-23840,1530,4152,26828,-1964,1056,-1135,4501,-1901,707,-1105,4501,-6367,-8934,-5070,-8970,-6997,-8967,4025,11665,-2677,-8975,4025,9925
12/13/2023,-220,-2292,-7545,-1302,-460,-6606,-2102,-745,-8980,-37,92,-4908,1150,5105,7510,1075,1505,-1522,2283,3340,-636,730,-6995,-3996,1770,9770,-1095,-2490,-6999,-8806,-220,-1800,-11042,-1302,-460,-10646,-2102,-520,-12096,-850,-2365,-6868,1780,10015,16011,1075,1505,-1565,2283,6320,1840,-3468,-10641,-40321,1765,5365,2630,-2490,-8395,-38600,-641,-8978,120,-4918,-975,-8813,460,-4698,4350,5052,4490,-7865,6273,8189,5075,1248,7125,-715,5070,3016
12/14/2023,-50,-3777,752,-1060,962,-1067,-2285,-295,2092,-575,-815,-947,-1560,-2829,-7449,875,-1795,-2534,-1689,-1675,-1738,-995,1878,-2908,-634,-1315,-7349,-1478,2418,11924,-50,-1420,545,-1060,962,-472,-1125,-80,2654,-1790,-2370,1253,-1560,-2829,-3411,-230,-1795,-1333,-2320,-2530,-4742,-2208,-3943,24903,-825,-2920,-4114,-1478,-1917,28504,4210,2051,5516,2382,3664,1301,5460,2432,-3000,-6843,2105,2736,2554,17167,15125,13755,-1139,-7349,16696,20817
12/15/2023,2053,7190,9254,1450,8040,5788,748,5675,8650,865,8520,4623,3071,4680,8697,3160,2555,2113,1642,-900,9466,4240,-1282,-15,2045,10165,13496,4985,-1851,-5118,2320,7425,10400,1450,8040,7226,1325,5946,11196,-250,6650,14263,3740,4870,20176,3160,3335,1885,1540,-2765,15063,4495,-7281,-36458,2620,-2765,16095,4985,-7281,-36458,10995,8358,10981,-1989,9875,8358,10871,-1989,12335,13238,8690,-569,5582,-242,-734,-989,8928,17598,-734,-989
12/18/2023,1635,3771,8478,3591,3285,8217,2302,3356,8388,1535,3861,9051,2049,-4424,-8192,779,2712,633,6576,-1924,-3740,-58,7232,-2512,2156,-768,-2338,3862,17884,257,1635,3771,9538,3591,3285,12502,2554,3356,9448,1880,4102,12913,2049,2454,2581,779,2712,2327,6719,6465,7865,2001,5761,14460,5068,6225,7865,3862,5761,14343,6311,8636,5698,10144,5761,8401,6650,10328,-6850,-8915,4265,6417,-2836,-79,12999,-2801,-5230,-2062,19164,-3746
12/19/2023,1390,3776,3603,1775,3626,3603,96,3991,3603,1295,2400,3603,2398,3267,3510,2912,9180,12727,5266,3880,14620,670,259,3460,2986,5072,4310,2321,-839,9143,1390,3776,9035,1775,3626,9035,96,3991,9035,1235,3321,11295,2398,5627,7557,2912,9180,19729,5266,13656,27485,1871,4265,64543,2986,12956,27790,2446,4265,65150,-1288,2289,121,3732,-478,2289,71,3732,-2850,963,3341,7411,3583,6337,5207,7110,-4865,3358,5207,7110
12/20/2023,979,1928,344,1280,1125,3812,893,1124,-367,1135,1708,5242,-470,-1874,-8527,-960,-1179,-4467,-1314,-1910,-8996,-635,-6508,20775,181,1667,393,5229,-6943,15851,785,1928,-927,1280,1125,3076,893,1233,-1502,1475,3843,4508,-470,-1874,-17608,-960,-1179,-10935,-1205,-794,-344,4753,-4338,-29028,-277,-2069,1804,5229,-4533,-31790,150,-2127,-782,3862,324,-2615,1028,4382,-3470,-8059,-3270,-8835,-1900,-8999,-6455,5535,1507,3447,-6455,13038
12/21/2023,564,2013,5117,2003,2880,4795,1869,1031,2690,1150,1867,4818,1538,-3620,-8890,1160,-3354,-8215,380,63,-8975,1857,1102,443,1075,484,2374,3142,5131,-1475,1205,2201,6596,2003,2880,5417,1869,2295,3449,1925,5124,9607,1233,-3455,-11155,1677,-3354,-9484,380,-4229,-14571,1857,6029,-15724,1823,-4734,-12559,3142,6029,-21019,1834,3394,1000,8111,1113,4824,1611,8111,-1286,-8741,-1815,-8080,-1724,-8426,3468,-7427,712,448,3403,-603
12/22/2023,1360,-6040,-7595,-2575,-5705,-7350,-741,-6257,-7135,30,-4544,-7350,2145,3022,687,545,814,-3819,-1664,-1270,-6495,-495,-4026,-370,-95,2356,3627,-728,-44,-5790,1360,-7250,-13650,-2575,-5705,-11945,-2515,-7165,-12665,155,-7755,-16855,2505,3677,1446,545,979,-1674,-2473,-1208,-14261,-125,-4859,-45750,-110,-1533,-14261,-728,-8898,-45750,-4127,-6349,-3864,-7350,-4127,-6349,-3864,-7350,2590,6068,-140,2290,-2494,663,-6870,-6444,1103,4685,-6870,-6444
12/26/2023,-2180,-2455,2756,-2230,-3210,4416,-2205,-1087,2756,-870,-2616,4416,-2315,-5625,-5576,-400,-5813,-459,-2909,-620,-2055,-578,12637,1314,-2140,-6670,1006,-60,5351,2961,-2180,-2455,3739,-2230,-3210,6484,-2205,-1030,3739,-1640,-3461,3314,-2315,-9910,-15930,-400,-3723,14767,-2909,-10300,6074,-252,6219,105878,-2140,-10305,6182,-60,6099,108227,-1191,9272,-1830,10766,-1191,9272,-1830,10766,-6955,-8878,-4000,12263,-6988,2821,8401,6474,-2970,5865,8401,6474
12/27/2023,2160,4620,-2337,215,4445,-1913,215,4620,-2337,2110,4445,-1913,3873,11980,20169,3090,7807,3877,973,4082,7549,3125,-64,-3030,4398,3425,-74,3005,-339,-6700,2160,4620,-1128,215,4445,-810,215,4620,-810,2020,4410,-810,2315,11980,24120,3090,7807,4334,973,9175,17132,5513,4491,-21930,2840,9310,16823,3005,1795,-23535,4177,-3366,3990,-1873,4177,-3366,3990,-1873,11019,13457,-814,-4865,1891,5460,-3190,-5320,-1238,2853,-3190,-5320
12/28/2023,155,-4835,-5788,-295,-5150,-8570,-587,-4975,-6555,50,-5120,-8570,880,-4120,-7932,2265,-1745,-6252,1325,-1174,-6892,1585,7205,10097,1650,385,32,2655,6970,6221,155,-4835,-9485,-295,-5150,-8890,-587,-4975,-8495,210,-4835,-9495,1390,-4120,-17225,2265,-1745,915,1325,-3099,-3143,1590,7620,52015,1495,-2599,-2746,2655,7620,53197,-1383,1387,-1110,2074,-1383,1387,-1110,2074,-6713,-6343,-24,3892,1244,8087,13086,11310,-720,8433,13086,11310
12/29/2023,259,1645,-3066,-925,-2380,-80,697,-39,-872,-560,-450,1876,1207,3558,10122,929,-2140,-1837,2267,2059,-2720,1155,-5717,-2611,613,710,-503,1656,-5395,-8702,420,-1515,-2864,-925,-2380,935,-186,-1291,154,-348,-2910,-34,1654,3751,17959,929,-1341,6702,2114,-5189,4269,2449,-4440,-26093,1449,-4679,3821,1656,-4465,-25895,1176,1973,1783,-256,1967,1973,798,-256,5868,12553,-2715,-1673,1284,-1150,-6977,-8710,-128,-647,-6977,2734
1/2/2024,2595,3599,-996,2425,4110,719,3083,4257,745,2125,3797,-274,2090,5974,12622,3285,11480,13318,7489,8567,24618,6675,14769,-1912,4640,7387,8514,10650,14747,14726,2595,3610,-2638,2425,4110,-514,1694,2519,-1743,2610,3065,-1187,2090,8538,17166,3285,11480,23399,7489,14265,31750,9438,20015,73277,4640,14410,31146,10650,20107,76597,4778,5070,2320,5393,3178,5070,3565,5393,4534,18313,6889,27475,9600,31292,5939,3834,6293,15867,8284,10593
1/3/2024,1055,1445,2086,2030,16,-2324,979,2861,3088,70,210,-1877,1474,1126,-3435,2032,1035,4632,4623,1312,5932,795,-961,2938,1085,1550,1077,2599,4123,8283,1055,3325,77,2030,16,-1910,1455,3373,-1182,560,1186,2726,1574,1393,5584,1570,1035,4130,5582,6183,9832,695,-3097,41393,1180,3071,8795,2599,671,42001,3371,920,3992,5956,3371,920,3992,5956,3499,-938,2562,9154,5255,14510,6575,12928,710,986,6570,16583
1/4/2024,747,-593,1165,1499,-2140,1085,1965,-470,846,-480,-3455,1135,1237,18,-2311,-445,-2590,-5644,1377,648,948,930,-3854,4668,1830,1920,2855,-3000,-3601,2708,-510,-1745,1165,1499,-2140,-214,1276,-1594,846,510,-2618,-2877,580,-1925,-3030,-445,-3745,-4845,750,-5975,-9796,-461,-6666,-8661,-870,-6250,-9880,-1335,-7230,-7055,1359,2314,-3110,2169,1156,2314,-3173,2284,1576,-3175,-2620,-800,-663,-586,1667,-2008,1849,6042,1667,-2008
1/5/2024,1987,5346,4454,1683,4260,1225,2314,5214,2457,730,6176,7207,1645,3793,19030,2015,3720,11876,929,450,4091,730,-6022,-799,2500,-546,10772,-330,-4252,-4912,2150,5369,4454,1683,4260,1225,338,5214,195,640,5319,3726,1645,4683,24720,2015,3720,17210,955,3425,8531,2169,-9498,-39143,2595,2330,8285,-330,-12975,-38963,6726,-669,5666,-1591,3904,-1789,3870,-4395,11475,24100,5449,15756,2982,8809,-5485,-6598,6926,4488,-5485,-4888
1/8/2024,193,2016,4847,2019,2076,11450,53,1037,1447,1880,2791,11362,-2720,-6295,-8866,-1800,-6930,-8055,-3321,-1995,-8968,2774,2067,12787,-1644,-6655,-1806,4344,362,13868,1475,3615,4975,2019,2076,12515,2105,2995,6927,1575,4119,10370,-2720,-13575,-28421,-1800,-7790,-8969,-3165,-7105,-14053,2658,2654,52076,-2451,-8920,-14053,4344,4292,52076,3166,6499,2582,13429,3448,4829,3546,13684,-6705,-8701,-4445,-3700,-6509,-8713,4413,31215,-6705,-1231,248,31215
1/9/2024,1987,6649,3887,4151,6202,15011,3923,6491,1482,2450,3836,9624,830,-2688,-5429,-130,8720,1907,3007,-1660,-2736,2724,14234,108,149,-5490,-7030,5236,15846,4038,3213,6649,3321,4151,6202,6449,4107,6795,916,2725,5117,7519,2572,5210,5191,-130,8720,14066,3360,13750,10781,3751,16735,20780,-150,14590,7926,5236,17527,23097,4644,-214,5351,692,6726,1567,4981,322,-6570,-7384,6610,2974,4368,-5013,15126,3357,-2725,-7545,15001,6979
1/10/2024,1040,4446,8108,2281,3074,8376,1695,4479,8108,710,1892,7706,2802,-2440,-5737,2592,3277,6155,4035,-1975,-3371,230,-283,138,-21,3268,-398,3341,-568,-1598,1040,4254,11554,2281,3074,11669,2256,4479,10303,1254,4139,13202,2802,2142,-2727,2592,3277,4620,4132,1150,30,2856,431,50737,1780,500,1460,3341,-2293,51056,4492,-12,3193,5467,3533,-12,1423,4797,-5780,-7206,-305,4836,-309,-5,9865,-3207,-2634,723,11257,-3207
1/11/2024,2235,3528,4577,1385,2633,6606,590,300,3086,1895,5960,5178,1763,3619,-2371,-310,-3535,-4576,2917,-836,-8601,345,-3926,-1135,426,649,5621,-1080,-2333,7834,2235,3890,4577,1385,2633,5788,1390,1265,3851,2598,4280,7097,695,-360,-4308,-310,-4285,-5363,45,-4129,-7168,-363,-5836,-5430,740,-5559,-5392,-1080,-8506,-2111,-968,422,1114,3561,-1205,-1677,1264,3561,-445,-2751,-1366,-5021,-2976,-6809,-4071,-5847,604,2550,-4071,7235
1/12/2024,2945,3872,-6936,-580,467,-4517,230,725,-4011,-570,1378,-3340,1425,6945,22085,3540,6343,6973,5927,2603,12591,520,-2863,1285,3048,4759,5455,-870,-1387,-6092,2427,2774,-8509,-580,467,-11450,-1335,793,-11450,1415,322,-9205,1535,13691,29736,3540,6343,12987,5927,10980,22663,598,685,-10050,3247,10531,21646,-870,-3715,-10760,2144,-8868,-1250,-7115,1110,-8868,249,-7115,9668,21513,5921,6069,6166,13682,-4610,-6510,2146,5190,-4610,-6510
1/15/2024,1615,4215,4165,2675,4200,4165,2675,4215,4165,3300,4000,4165,1390,4595,8471,1425,3190,6063,5685,6380,10079,4770,11165,3838,5355,2660,4038,6820,11165,5263,1615,4215,4165,2675,4200,4165,2675,4215,4165,1835,4200,4165,1390,4595,8709,1425,3190,7420,5685,9150,11423,6375,7480,8525,5355,9150,11423,6820,7480,8525,1645,-1976,1800,-1835,1645,-1976,1800,-1835,748,5006,-635,1700,1155,-375,-2985,-6490,-965,4933,-2985,-6490
1/16/2024,2749,5378,5714,-95,2450,395,2715,4578,5818,1334,3666,2101,1290,2566,3139,-565,-3046,-2999,785,360,-3097,-660,-6966,-3295,1780,221,2088,-3816,-6954,-8903,2749,2607,5653,-95,2450,-1415,-370,3792,507,1620,1113,899,720,1407,3846,-565,-3046,-7001,685,-1964,-3912,-720,-5747,-40618,1540,-2004,-6036,-3816,-10580,-47238,4156,1418,2367,-2439,3181,3323,637,-2439,1095,4983,70,-2497,683,-5115,-5443,-5088,319,2424,-5443,-5088
1/17/2024,450,-390,-5922,-1410,-1187,-4655,-1499,-1040,-5922,1080,-1691,-4655,460,5811,3788,906,454,-7226,3372,841,-6292,514,-6963,-3883,95,2779,427,-2935,-5249,-8991,450,-1574,-9071,-1410,-1187,-10719,-1410,-3798,-7923,-240,-3714,-10729,460,6408,1103,906,454,-7307,1268,1941,-2231,-2062,-6232,-20199,95,1396,-4405,-2935,-7021,-18685,-2817,35,-1494,643,-2687,35,-1335,643,-269,-1474,-2850,-4790,-2148,-5323,-6058,-4170,806,-2282,-6063,-4170
1/18/2024,-637,253,-267,110,80,3586,-124,646,-267,-590,1482,3316,1080,220,-1255,800,-2060,4673,2771,-864,8322,670,-172,793,935,-192,1568,-1300,2382,17304,-375,955,-733,110,80,4411,110,1325,1957,-950,576,2531,450,220,312,800,-2060,5780,3315,-1161,5582,-3739,-3756,24232,1102,-1541,5000,-1300,-2137,26301,472,1865,1320,3643,922,1865,1320,3643,1880,-5177,-460,9249,560,2242,6221,17710,731,2236,6366,14240
1/19/2024,1645,190,-307,1430,-610,4435,502,-180,-307,755,1295,4435,1895,-5150,-6873,-695,-6930,-8915,-2940,-1620,-8715,3315,2770,-1671,965,-6655,-202,4849,856,15010,1645,970,-307,1430,-610,4435,1430,845,985,1730,2960,3056,1895,-8370,-25630,-695,-5400,-11335,-2075,-5335,-20615,3315,9674,23076,2545,-5635,-18795,4849,10783,24210,900,1018,1825,5317,749,1018,755,5317,-6885,-8078,-6560,-8960,-6636,-8987,7091,10758,-2810,-8115,5246,10758
