,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
2/29/2024,-156,-283,231,535,-679,3201,-258,-357,231,205,73,-385,245,-597,-2666,730,531,-2542,-727,-713,-1421,795,-74,882,340,186,-82,1340,202,9425,110,508,1250,535,-679,6610,362,551,2000,420,1370,164,245,-597,-3208,830,531,2306,-34,-470,-12389,795,556,26303,340,-475,-10380,1340,381,26580,103,-427,-721,4351,223,-427,-721,4351,-946,-7836,-51,-92,-1171,1162,1617,11829,-795,-1468,1532,11832
3/1/2024,2517,2009,-643,1900,1455,2983,815,218,-1252,2845,305,3013,-1810,-6735,-8910,161,-3650,-8995,42,-1995,-8989,4285,6037,-1609,-1355,-6740,-2037,6842,3542,12707,3205,2600,-643,1900,1455,2983,1621,1166,1242,2290,400,-354,-1810,-9130,-19128,161,-1995,-5614,42,-7441,-11662,5550,3421,21134,-30,-5720,-11885,6842,4777,26746,492,-1793,-740,1959,-935,-1793,-765,2224,-6465,-8990,-5560,-7445,-6966,-8995,4953,11443,-1566,-1497,6043,10271
3/4/2024,765,3958,5068,860,1457,-846,960,1682,3608,1210,650,4646,1820,2773,-478,1448,840,-5473,6440,3952,-1152,955,2251,-700,1418,1332,2709,704,-807,-6880,765,900,2850,860,1457,-2367,960,1682,1516,935,2418,-2493,1820,2773,4437,1448,840,-3833,6440,393,13410,1030,3761,28663,1418,666,12690,704,3761,29005,1107,-42,1806,5784,1232,-382,1816,6654,2669,5445,3114,7085,4939,13119,6870,7048,1132,2134,6870,7048
3/5/2024,2420,747,4344,2679,5681,11998,4299,6611,9989,1695,2483,8424,1215,7836,6816,2245,5895,22193,4818,9711,26419,4490,5314,-2787,2670,8020,-2809,5172,6769,5798,2420,1474,4344,2679,5681,12426,4414,7510,11012,2060,1425,5587,1215,8225,16518,3175,5895,27025,5633,11006,33053,4398,4828,58609,3745,10190,35408,5172,5695,59088,3229,5145,2950,4593,4677,4223,2671,2785,13856,8811,9542,20949,14524,26859,6552,-815,5580,-2660,7362,10615
3/6/2024,1630,3351,622,3155,2735,6389,6840,11363,9006,1490,1590,2484,1420,3322,-5056,1490,-1345,-8052,1208,1820,1374,570,5245,-2571,2347,2160,1942,4375,16,-8220,1630,2755,622,3155,2735,6389,4587,10775,9397,1295,365,1738,1420,2085,2841,1490,-1345,-8655,2265,1775,-3959,3724,1174,-34086,2170,1250,680,4375,-2265,-35391,3001,7127,893,11470,5886,10987,-289,9845,2554,3662,-3978,-6980,-4905,-6165,824,-6509,-261,4268,619,-5115
3/7/2024,4010,10680,17501,3163,10759,13837,2203,9151,17501,2346,9031,14662,1380,-3685,-6435,2574,5424,3630,1598,-924,-5021,3575,9795,-1720,3240,-1600,-2371,3063,9606,-1389,4010,10971,17540,3163,10759,15573,3812,10140,19809,2326,10132,22417,1380,3332,-4551,2574,5424,3630,1686,8512,1939,3575,15804,11314,3405,9492,4234,3063,17785,16074,7508,17827,7603,11594,7664,17827,6731,14814,-4515,-6214,-3235,-3689,737,-3237,11245,15379,-1626,-7775,13514,-2170
3/8/2024,515,2395,-1314,1103,1590,-4600,-49,1340,-1391,-540,1887,-2194,1030,-1409,-5465,1280,715,103,1469,-1780,-8802,570,-6680,-2294,-1620,-1846,-1176,5230,2460,-8080,515,1510,-3173,1103,1590,-1086,175,1842,-2426,1595,475,-2874,1030,-434,-1796,1280,715,2375,2170,-2910,-6670,3244,714,7505,1285,-2185,-6402,5230,3500,8895,2709,-3011,1345,-353,3100,-2216,1605,-75,-2665,-5601,-80,-4004,-6268,-8898,-6730,-8610,-82,-7400,-6730,-8991
3/11/2024,4180,5115,-4055,3535,7065,-3341,5484,6840,-3082,2917,6590,-4150,2653,11053,20147,3036,6031,9044,3735,12384,14080,4352,5622,-3795,3184,7110,2272,3360,12049,-8375,4180,5608,-6222,3535,7065,-5388,4535,6732,-4538,2740,1778,-8939,3033,13083,20835,3036,6031,6629,4314,16656,13904,2877,2411,-37910,3860,16444,14271,3360,1907,-37384,-2015,-5703,-1060,-5861,777,-4521,-1265,-6166,9180,17388,2261,10427,6415,20247,-6125,-6908,921,4591,-6125,-5171
3/12/2024,1700,4143,2891,1205,1951,3592,836,2513,4027,1415,4327,3841,265,-6580,-8917,1075,1802,-5976,-584,-1579,-3798,825,2570,-3770,-674,-3169,-2690,2350,1889,4884,1700,3713,1923,1205,1951,4804,1049,3159,3556,490,4807,6235,265,-6601,-14145,1075,1802,-939,163,-3356,-7530,-201,3983,33135,95,-2876,-7676,2350,5386,33321,3211,5080,3200,7275,2924,4033,3112,7326,-6613,-8889,236,-2094,-3739,-3296,4597,5333,-1332,-293,4217,18359
3/13/2024,2824,2807,2816,2480,2257,3999,4031,2269,5853,195,331,740,5190,13074,18100,5440,8519,27822,10599,9120,26224,6303,11834,4521,5530,6584,8160,7108,6520,12532,2225,1515,1155,2480,2257,-309,3429,2269,3474,2129,1569,1788,5190,13074,31015,5440,8519,28244,9930,9999,30358,7260,9060,42573,5530,9944,30358,7108,11834,43824,5075,5145,1848,3153,2803,5145,1717,3153,12890,24018,7749,30759,12028,32412,16856,7979,3324,3085,16856,7979
3/14/2024,1750,4785,13774,4260,8690,15414,4928,8332,14890,1260,5946,15919,1650,7448,7254,4545,7670,19731,2844,735,22733,-415,16401,2198,4290,4829,-1017,15930,6893,14145,1750,6938,14507,4260,8690,15414,5090,8554,14890,2160,6576,16480,1650,8125,18083,4545,7670,24469,3610,19024,38867,15060,17031,68245,5935,18044,35669,15930,16373,71972,4335,12837,1240,11967,4355,13978,2005,12259,8825,7200,6090,30335,11477,30407,5038,1574,3337,-5792,5038,-4459
3/15/2024,2130,3027,1632,2763,822,-3173,1967,2307,1852,1460,1367,-3428,4179,12872,21213,6160,6720,25800,10704,9923,26729,4295,7532,2690,3600,1421,6501,8369,6891,8025,2130,2290,1834,2763,822,-1811,2038,2441,1805,1780,1417,-3204,6090,12872,28422,6160,6720,25963,10704,14358,30334,5415,11106,31504,7045,14583,31504,8369,11106,31192,2749,7723,2659,5100,2749,9853,2689,5100,11182,25513,9873,13334,11110,30738,5844,-4919,4777,9296,7102,123
3/18/2024,313,-766,-3635,1805,225,-2798,408,-1972,-251,935,262,-2470,1102,-1955,-5787,3639,-4045,-7620,-1707,-1758,-6200,925,-4330,-3526,-1079,-258,-3785,-305,-1365,-94,530,320,-4972,1805,225,-2798,1696,-155,-251,1045,2045,-3280,175,-1955,-5848,3639,-4100,-12220,-1490,-2631,-11992,798,-5030,-7625,-270,-2631,-11255,1695,-5230,-7625,-1290,-2033,-1089,-1855,-1290,-2033,-1089,-1855,215,-5324,-5265,-9000,-4304,-6361,-4015,-5525,1367,-8290,-4015,-6400
3/19/2024,-318,-1452,-4669,-365,-1361,-2194,-643,-253,-3334,-580,-1395,-2692,354,-6230,-8470,815,-1815,-8975,1330,-1985,-8997,-805,4750,-3723,1160,-2695,-7065,640,4285,7315,295,-1365,-3928,-365,-1361,-212,-350,-1425,-2155,-215,-1555,-4611,420,-1765,-10195,815,110,-4785,1965,3175,-3439,1427,4759,14909,755,3175,-2330,640,5624,16499,-573,-2505,-1877,-1266,-1080,-2669,-465,-998,-6323,-8869,-2119,-8965,-6995,-8969,571,-8760,-2490,-8955,571,-8750
3/20/2024,745,3585,-141,730,2730,1030,730,495,-211,-155,2890,1535,1565,1745,-7320,905,-2795,-8350,-3092,-1920,-8538,-90,1273,-3907,-110,1313,65,674,1778,2066,745,3365,983,730,2730,1830,730,495,560,1025,3670,3310,750,2030,-3220,530,-2795,-1914,-3092,256,1970,230,1273,-19218,-110,251,2684,674,1203,-19701,516,33,-945,1310,351,-37,-715,1820,1270,-8328,-4520,-9000,-2071,-9000,-2983,-9000,-2859,-8975,-3093,-9000
3/21/2024,1480,-774,-4607,1136,-324,-3360,1136,-1252,-4051,1633,-289,-3350,375,821,-7056,1807,1025,-6596,409,-1909,-7251,4675,9274,877,350,-235,1978,7372,3084,-6408,1480,-521,-3978,1136,-324,-1789,1136,-1061,-4624,1718,261,-2274,375,-774,-7769,2057,1025,-12872,409,-1383,-7662,7317,8460,-11185,350,-1383,-7662,7372,10389,-10895,-1072,-4874,-1814,-1896,-1421,-4874,-1222,-1501,155,-8159,-2159,-6956,-763,-8933,-6954,-2696,1266,-538,-6954,-2148
3/22/2024,365,679,-690,-515,-1280,-883,-139,-503,-690,-640,-270,-696,1590,1254,-4561,1760,1532,32,976,717,-5505,685,-2700,-1731,1871,2560,-3527,-330,-2805,-4765,365,-920,1078,-515,-1280,-934,300,-2120,-1038,767,-1711,-1511,1890,595,4000,1760,1532,1717,976,-466,-2160,230,96,964,1871,-791,-2160,-330,-2600,3771,1076,2836,-997,-2574,-54,2836,-997,-2574,4091,-837,1440,4206,-971,-2901,-5348,-7080,-4775,-7750,-5348,-7080
3/25/2024,3308,1919,879,3367,2616,2278,5906,2869,879,1845,3456,2278,1575,3935,-214,1735,310,194,4497,-698,105,785,-3156,-1858,2893,1967,624,4275,-3452,-7774,1665,1425,-2993,3367,2616,-4038,3367,2300,117,2716,3106,227,1378,783,11583,1735,310,-49,4497,-1824,499,3179,-6234,-52029,1330,-1678,-1168,4275,-6640,-52786,4244,1888,2189,-3483,4244,1888,2189,-3483,2497,-3354,-3580,-60,-1731,-4704,-1698,-8631,27,589,-1698,-3618
3/26/2024,1340,-4560,-7189,-269,-4182,-4724,-409,-4722,-6858,1170,-2370,-4774,1140,-3499,-8715,1896,-1523,-1371,1189,-1948,-8378,1911,2384,14089,1380,-3440,-5514,5636,2379,18216,1340,-4355,-8490,-269,-4182,-4425,-409,-4722,-7180,1110,-4330,-10050,1265,-3296,-13920,2301,-1523,-525,1420,-1654,-4393,1951,5486,50464,1665,-3057,-4478,5636,7405,50153,-3270,-5584,-3425,-7735,-3655,-5429,-3035,-7735,-5950,-8795,-1431,-1479,-393,-1112,10728,17947,2606,-8510,9168,16812
3/27/2024,300,741,-723,2566,1145,-2474,1669,169,-4860,345,-767,-2503,1617,2874,2737,2591,5247,-2984,5644,3435,3822,1415,2055,1896,1270,3028,1162,1275,1528,3669,300,503,-723,2566,1145,-2740,1669,169,-5607,580,-1052,-2606,1617,3448,154,2591,5247,-2288,3358,8268,-1739,1490,6123,-43006,1270,8263,623,1275,9798,-44804,-1493,-4898,-661,-2599,-3354,-5682,-3062,-2756,2258,-2823,446,-1112,419,-4772,-2280,1347,319,4589,-2280,2183
3/28/2024,-249,-1788,-4398,-2480,-3490,-7280,-13,-1808,-4398,124,-1673,-7280,9063,8662,2383,9430,14207,1708,-616,3160,-956,7435,13582,-383,8453,7091,-952,16724,17618,-6344,125,-3420,-4398,-2480,-3490,-7280,-2480,-3440,-7600,-495,-3545,-7630,9063,14697,11924,9430,14207,4141,-616,15335,630,15893,13582,-20321,11108,16460,1853,16724,13582,-21370,2196,-3944,400,-7490,966,-3944,1530,-7490,7170,-1604,4130,-4895,3375,-4344,-3950,-6961,176,-3781,-3950,-6936
4/1/2024,974,-506,-1028,-1380,245,-2245,507,-730,-246,30,100,-3713,2565,2583,-3711,2290,1551,-2828,2286,254,3026,3977,13390,1304,3135,1252,3416,5232,13700,-1043,1065,-1105,-1028,-1380,245,-2245,-825,-820,-450,165,88,-1668,4030,3760,2105,2390,1551,-7743,1904,781,-859,3977,8242,-35375,2725,676,-1724,5232,7230,-34326,-700,-1333,-1755,-1919,-2232,-1290,-1740,-1899,-1658,-1864,-390,-4151,-24,-5430,-3433,-842,1402,4251,-3433,-1940
4/2/2024,140,-4579,-8720,-2895,-2838,-7355,-2860,-4914,-8720,-105,-2470,-7355,1215,-5360,-6746,1199,-3232,-5272,-5309,-36,-4146,474,-3720,-683,485,-5900,-2546,1034,-5450,1178,140,-4375,-9695,-2895,-3595,-7355,-2860,-4710,-9695,-423,-2828,-6388,705,-6460,-20251,1444,-3232,-18966,-5309,-6342,-17094,849,-6435,-14263,740,-4926,-17094,1034,-6615,-13957,-4132,-7135,-3949,-5093,-4242,-7135,-3999,-5093,-6795,-6328,-3350,-8405,-6391,-8475,-4206,-2470,-6165,-1648,-4206,-4120
4/3/2024,1755,-1890,3659,1170,-754,408,616,682,1799,-285,140,1080,850,-1691,-7931,255,-4821,-2638,-1697,-1785,-6382,-795,-4009,-3910,1658,-336,1006,-4585,-4951,-4129,-755,-1480,507,1170,-754,3292,-529,-684,429,-1560,-1677,-238,850,-4815,-12933,255,-4395,-14235,-5709,-5920,-18887,409,-14879,-70001,-2135,-6435,-18817,-5241,-17845,-70261,5068,8796,3816,9265,5074,2737,3776,9265,-5383,-6327,-4082,-2708,-2739,-8014,-5953,-8408,-800,1843,-5953,-8780
4/4/2024,2415,2992,-1235,3005,3302,4178,3045,3892,-1907,3550,2202,6617,1020,1890,-1333,2045,-165,5408,1402,-1104,-6856,5180,1324,-3599,1090,1809,2050,1860,2290,-7767,2415,5332,212,3005,3302,2210,3045,4232,362,3540,6354,6302,1355,25,3872,2045,-165,-565,765,1726,-4206,4490,335,-21026,1090,2855,-6253,1860,-232,-26815,3564,1633,1850,8805,3296,785,4530,10405,1235,-1418,-2340,663,2379,-5719,-6998,-8657,3310,1590,-6998,-8657
4/5/2024,1485,2038,-3098,126,1456,-1897,2484,938,-2475,1535,2399,-1867,-165,2715,817,-190,3555,-4061,1555,2512,-2048,3370,7149,-1933,1893,1154,3618,-1440,3635,5646,1485,1696,-2718,126,1456,-2494,260,596,-1597,115,-1450,-8413,-165,1235,-190,-190,3555,-4337,-328,5767,-366,-996,3560,-32045,1440,5500,-4547,-1440,4904,-30287,1006,-2658,300,-1939,-114,-2333,-1110,-1909,3046,3060,1404,2551,6063,8129,2162,-6928,944,3426,3102,-6928
4/8/2024,602,2647,-949,367,4737,-5112,1114,2895,-2132,-650,2342,-4722,3189,6518,16113,2475,4510,9526,3470,521,6866,3605,240,1084,2925,5109,7427,300,10077,-3959,602,2762,-4479,367,4737,-7203,15,2664,-6560,-400,3355,-4758,3189,6065,16113,2475,4510,10365,2093,4274,7848,4892,6485,6068,2925,12449,7044,300,7369,2085,-163,-4567,1217,-8285,-790,-4567,1537,-8285,4034,12940,4776,8483,4419,16755,-6605,-7430,4458,7595,-6605,-6843
4/9/2024,1373,4978,-3264,2562,1153,997,2291,1901,-3376,1725,2591,3966,-1066,831,4239,575,2316,-117,3192,-1110,1552,-990,-3857,-2100,-1282,255,-2127,3721,-2350,1590,1373,4246,-3264,2562,1153,-604,1658,2825,-5096,1455,1270,-8055,-165,4711,4935,575,-390,7737,3793,2310,1620,1666,4974,-28783,-70,1505,-4043,4313,290,-31696,4031,1021,1260,332,3899,3058,1510,-1477,-1473,-1153,-4435,-4955,-1517,-6002,-6100,-5425,-3385,-229,-6100,-5595
4/10/2024,1453,3473,10053,1945,2409,6958,2568,4485,5421,565,3282,5998,1600,10148,12225,3655,8319,8703,9181,6412,17108,2749,1532,8086,3185,7779,5052,3330,2716,6354,1453,3089,10285,1945,2409,12473,2568,3805,6038,481,1851,7694,2735,10408,12370,3655,8319,13844,9394,10999,18009,2754,5514,-6639,3390,10339,16600,3330,1300,-10837,1795,6565,1490,6523,1290,4788,915,7223,6699,7474,2724,12721,5089,3642,678,2265,5441,1909,583,2265
4/11/2024,180,-2201,871,825,-2845,-443,-645,-2342,1125,580,-1455,98,-1780,-5065,-7520,-195,-1118,-6064,-298,-1980,-8719,2705,8073,9964,-565,-5970,-1058,5060,4537,4483,180,-1280,1130,825,-2845,1857,489,-1420,2374,50,-800,2717,-1780,-6200,-14325,-195,-1118,-2273,403,1832,-6346,3168,9564,35421,210,1677,-5650,5060,9823,32497,-102,40,-1085,-107,-488,-329,-930,-107,-6791,-8050,5555,-2382,1366,-6301,6022,24863,-2797,-8915,5277,13022
4/12/2024,1265,-2880,-7650,-1190,-2010,-7990,-1105,-3001,-6599,880,314,-7695,1025,5080,-1838,1110,6593,10453,3703,-1737,12524,7779,647,-1920,790,-1599,-7070,8535,1417,5146,1265,-3895,-9709,-1190,-2010,-10375,-1180,-4220,-9795,-640,-3175,-12575,2420,5080,2911,3425,6593,8769,4015,8445,13380,7779,8518,1176,3875,7805,11271,8535,9037,1956,-4233,-3752,-3365,-5081,-3853,-3752,-3475,-5081,4013,405,2070,-115,8141,7905,-146,-8087,3273,-4497,-146,14038
4/15/2024,700,579,3597,2096,2015,2731,1771,252,-1089,1290,555,2656,1080,-664,-7654,2720,814,-7843,-319,-1085,-8975,4730,10850,-2380,2705,743,-7145,9151,3560,11194,700,1885,4079,2096,2015,2647,2029,1145,2753,1000,1840,3501,2080,110,-21775,3535,814,-4312,-162,1043,-12182,4730,11555,52164,2999,-184,-12050,9151,11885,51269,-48,-170,105,2665,-1658,-170,-1055,5770,-2086,-8690,953,-5948,1789,-8407,14531,15995,-5670,-8595,15326,30398
4/16/2024,4359,8983,12162,4050,5166,7420,5057,5452,10902,4660,4890,7420,1115,6040,27326,1205,4226,28804,5859,7218,39118,3206,7257,1030,3318,6278,5014,2593,5251,21172,3460,5965,12046,4050,5166,8165,4064,5400,10902,2860,4948,10987,1685,6040,31934,2268,4226,26758,5859,7710,36119,3078,8544,31544,3318,6715,33632,2593,7247,31244,6362,10504,6770,5137,5222,7994,7570,5137,13392,36505,5198,24037,11276,33278,6691,-6319,5812,7491,7476,-6571
4/17/2024,3240,5297,5231,4302,2398,11744,5244,8065,6062,2580,5370,6289,2354,-2874,-8184,2780,2452,5429,4975,-1550,-8840,9548,5907,4961,1752,7068,-1565,11150,6930,16272,3240,8205,10026,4302,6764,11744,5244,8065,12419,2769,6620,12077,1165,2205,4790,2780,2452,8286,4975,12429,17458,9548,20698,31668,3435,10605,19986,11150,20726,30134,2335,10415,4049,11982,5515,6519,4447,11642,-2053,-8025,2245,14425,13923,8688,5190,24088,-292,-4198,4350,22535
4/18/2024,875,1300,2352,2760,595,3702,2675,2045,1070,1620,3085,3587,435,3317,-4779,460,1390,-1000,4433,1883,-180,4573,6712,9464,225,3193,-1073,3165,5338,16189,875,1770,-41,2760,595,2968,2905,2995,-595,2250,4277,3463,435,4020,-6902,460,1390,-2059,4519,7125,741,5880,5372,26961,225,6385,1066,3165,6126,28801,2653,2282,1905,5564,2910,2282,3170,5564,2626,1646,1220,-475,2438,8071,17922,23067,2978,2733,17922,44323
4/19/2024,635,2371,-1219,1775,167,1942,1448,-575,-5264,1500,3130,-883,1143,-5676,-8582,1070,15,-248,1786,-1090,-8825,4966,5098,-863,276,-1444,-8995,9600,6963,17601,635,2230,-5621,1775,167,-1369,1631,962,-7370,2036,4215,-4331,685,-4490,-15090,1070,15,6500,2965,1700,-4867,6055,12650,42383,1245,945,-493,9600,14086,44645,410,2750,-530,974,315,2750,-315,1033,-4985,-8680,1090,1736,-350,-8323,9243,42248,-4022,-8675,9018,41009
4/22/2024,1470,-702,-4910,1235,1605,-781,1210,433,-4956,-585,2880,-2280,1490,137,2340,1275,-485,-1228,3653,-1879,-4789,605,4026,-3828,1830,425,418,-3590,-6319,-7943,1470,780,-6774,1235,1605,57,1090,121,-4724,550,765,-3274,1490,137,2938,1275,-485,-4500,1360,-4153,-10591,2788,-5091,-47938,1830,-1909,-14034,-2645,-1469,-51827,-2426,-2336,-741,-1618,-2396,-2216,99,-1379,2498,-3089,-2498,-612,-2436,-5216,-6990,-8526,-614,344,-6990,-8281
4/23/2024,2038,3783,8198,2453,4481,12036,3557,4502,9704,2493,4985,11208,2624,4326,-7055,3835,7340,2960,9062,-1755,13305,4495,21677,-3562,4056,-69,-7055,10305,19402,669,2038,5520,8198,2453,4481,12057,3723,5413,11106,2558,4891,8315,3410,7139,9995,3835,7340,8112,9043,13535,19174,7724,20187,53109,4520,13450,21183,10305,20674,54772,-247,5431,2950,8550,1997,7049,2475,8565,-2978,-4643,2415,-375,-237,554,9834,-4637,-1641,-7245,13184,3768
4/24/2024,610,199,-241,-725,30,-3122,1518,1390,138,1615,2286,-3393,1245,-306,575,1755,-1530,-4878,645,-2000,-6653,1455,-5743,-1915,1060,1460,-6320,2585,-6186,-6650,610,1335,-6117,-725,30,-5473,240,1565,-5543,605,-170,-5808,935,887,6895,1755,-1835,-7243,-1428,478,-4962,2651,-6760,-41994,740,343,-9801,2585,-7530,-42306,-2680,-1114,-1814,-3592,-1407,-3884,-257,-3592,2299,229,-3245,-4154,-2644,-6135,-4777,-5535,-2208,-3011,-4777,-8165
4/25/2024,1960,-325,-3194,1185,595,-1165,792,-2835,-2490,935,1241,-1897,260,-4638,-8290,1600,830,897,-1087,-1935,-1926,3330,5656,-2710,295,-3804,-2452,2445,6846,783,1960,2207,-5567,1185,595,-290,1090,-815,-3549,1475,419,416,260,-3590,-6977,1600,830,6090,-917,5190,1110,3124,8002,2845,545,4625,-2460,2445,8965,2296,216,-7387,-165,-3974,-1677,-5520,305,-4747,-4766,-8424,3950,1982,-4429,-3762,-455,-7765,-2572,-1414,-455,-6365
4/26/2024,2047,1024,2139,3465,3235,-1733,2101,3745,307,4295,2836,-1733,2625,1284,3176,4230,4543,12531,4269,7748,20753,1861,8987,-3680,2789,260,4344,5810,11204,-3587,2047,2351,1889,3465,3235,-811,2987,4415,1376,4535,192,1679,2625,2680,7723,3465,4543,12531,5063,9951,17437,3222,5855,-1973,3690,10003,17851,5810,5527,-135,-1021,1031,-1926,-2407,567,98,-2781,-2407,2970,2172,313,3957,12964,16432,11481,-5698,15,4270,12940,-6069
4/29/2024,3945,11839,13789,7678,12675,14205,8361,11508,13132,3510,11595,14923,1675,14942,19758,2510,12438,21160,7715,9737,30538,6635,13765,-2803,4942,3764,5877,2570,11907,6089,3945,12248,13065,7678,12675,14620,8663,11930,12654,4015,12175,12733,1675,14590,30595,2970,12438,29856,7715,13870,36800,6480,12570,35684,4942,13040,37070,2570,13855,35271,9936,9731,11469,8546,10137,9731,11464,8546,12341,18604,4718,14718,12522,13760,1318,1596,3743,4523,1313,-1001
4/30/2024,387,-915,-4572,1400,405,-3995,927,-571,-8124,920,1257,-4329,680,-1155,-6775,870,-224,5872,2236,-1991,7804,5000,7232,11606,1020,1101,1616,7945,14153,18795,387,630,-6574,1400,405,-2510,1518,553,-6150,710,-460,-5715,680,-2453,-8466,870,-224,6457,2236,12560,1374,5367,21142,48643,1845,12560,1473,7945,21871,49225,-304,-6997,-220,-4405,-304,-6997,-220,-4405,-2419,-5747,-615,-680,12501,2644,11627,41475,-1264,1900,9962,20130
5/1/2024,2170,4246,16911,4252,5267,14846,4691,5729,16399,1470,4280,17333,3930,9450,9790,3126,10255,22478,8550,5048,18699,4176,8132,6575,5125,5579,2372,6576,14371,12178,2170,3445,16911,4252,5267,14533,4691,5729,16169,1325,2809,15962,3930,9450,28465,4036,10255,25360,8550,11340,29720,6662,5595,53028,5125,11340,30104,6576,6252,50987,6942,12316,6080,11473,3904,9762,4520,12123,7215,9979,4980,21710,8206,11353,816,16693,6163,4678,796,15975
5/2/2024,1460,1314,-1297,947,1780,4703,-964,3223,3074,1100,1540,3000,1170,2141,5223,-1355,1780,-798,-591,2193,-923,4063,348,-3797,565,2250,1864,858,2169,-7530,2285,2380,-1297,947,1780,4703,-380,3449,3496,1720,3170,1166,1776,4192,11467,-1355,1780,5713,254,3038,6224,3825,1892,-13218,1310,3351,7812,858,2366,-14773,-1398,-9,-1280,3118,-954,1,-1110,2897,302,582,-3388,-8965,-3925,-2111,-6840,-8895,-306,-1028,-6840,-8865
5/3/2024,1719,5458,2111,2566,5152,1640,3976,6403,4715,436,4806,-45,3015,7488,10241,3551,7138,9186,6194,11699,22207,4028,-16,-404,3374,3085,9299,6025,8975,-3983,1794,4571,4895,2566,5152,3026,3976,6403,5645,2156,5051,628,3240,7488,9819,4414,7138,17486,6558,10181,23231,3484,507,-12009,3749,9150,22615,6025,65,-11264,1198,-6453,-675,-3196,2179,-3914,-1410,-3991,11020,15155,13733,15823,13067,22717,16490,-4420,-155,1404,19055,11644
5/6/2024,-500,-3616,-1846,-762,-2689,775,-948,-2784,-1846,-615,-2941,775,1095,-2367,-6254,715,-399,-6280,-1673,-1982,-8624,85,-1579,6370,145,-3262,-2713,1578,-2239,14577,-500,-3255,-1858,-762,-2689,3660,-948,-2784,-1243,-525,-2616,-1768,2,-7196,-31236,-360,-399,-8065,-5201,-2999,-26068,1155,5682,43464,2,-7948,-26367,1578,6123,43464,-1665,1559,-2050,2666,-1690,1559,-1950,2666,-6825,-6635,-2790,-3665,-5170,-8614,2377,14722,-2659,-2383,2377,14722
5/7/2024,865,2244,-5190,2335,4555,-6019,610,3162,-6881,830,3865,-4180,-422,2744,-3781,-260,1058,1552,-1183,-144,-3340,5577,485,-3586,2731,3153,4055,8819,106,-7021,865,2450,-6831,2335,4555,-7602,610,3740,-9011,930,3140,-6996,-1790,2928,1921,-260,1058,4512,-1183,6858,725,9999,-8087,-29992,655,7551,725,8819,-7815,-29376,-700,-7202,-4472,-7207,-700,-7202,-4472,-7207,1430,-5264,-2608,-2620,2174,-2891,-4655,-5500,5306,1447,-4655,-4545
5/8/2024,2358,3426,5637,1248,5406,4506,31,5760,2441,2725,3830,4732,3517,1601,-561,4095,809,4511,1839,100,-561,3401,-1750,-3120,1684,-141,-2171,2210,3744,-6969,1400,3426,5637,1248,5406,2923,567,5760,2441,1085,2315,7438,3660,1771,13946,4095,809,9165,2058,2392,14011,4060,9158,6973,925,3625,14380,2210,6949,1627,3002,5309,5371,-1150,3066,5412,4045,-1165,1322,9212,-1353,2134,962,4048,-4715,-6665,1031,2055,-4715,-6665
5/9/2024,3891,7703,3521,2645,7380,874,2436,7240,3521,1525,6425,-3397,1836,9726,19050,4895,8175,12444,3049,10272,18870,5376,2994,-402,2452,10591,6598,8140,4251,-4428,4240,6495,5560,2645,7380,-1129,2900,6155,3340,3208,5955,-4015,1836,11076,21281,5765,8175,13106,3362,15364,22336,7225,9739,-13485,2452,15174,20575,8140,4994,-15515,5237,-5941,5757,-6300,3117,-5941,5757,-6300,13824,9471,11455,2742,18152,-600,404,-3130,6394,3001,404,-3130
5/10/2024,165,-2151,-4337,-3110,-2256,-5407,-1409,-3418,-3981,-595,-236,-5985,2899,616,-490,4535,3785,-5703,-582,2067,-804,3024,6938,-2007,3209,864,-722,4330,5659,-6549,165,-4566,-3847,-3110,-2256,-4990,-3045,-5056,-5135,-1615,-3156,-6425,3469,288,4201,5530,3785,-5606,-2035,1734,10,4110,9755,-50052,3249,1254,-3337,4330,9403,-53583,833,-4355,-1700,-6587,833,-4355,-1700,-6587,-1127,1440,1471,-2405,-2572,-1726,-3464,-7030,754,6817,-3464,-7080
