,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
8/11/2023,3794,1731,-1280,205,-3600,-3059,-41,1103,-2870,120,-2487,-6035,2876,689,16909,1786,8560,2951,3287,6502,19764,3330,-5924,501,2480,4884,8306,3555,-5924,-2865,205,-6320,-12295,205,-6320,-12295,-390,-6320,-12295,3070,3763,-5150,2243,6532,19471,1786,6100,4970,3287,8206,23662,-1425,-11193,-5638,2647,6768,22847,-1425,-11193,-5638,-5380,-5481,-5180,-5481,-5180,-5481,-6310,-6880,7746,23193,-712,-4882,6546,11166,-5385,-6610,4483,15927,-5657,-6269
8/14/2023,900,-2863,-2229,-824,-1063,-505,-1180,-219,2763,1046,-638,2243,2115,-2858,-574,1983,1514,-2609,-1559,-1565,-6221,-335,3557,-1060,-691,-2367,-4843,310,1792,2334,-129,-1063,2134,-824,-1063,2134,-969,-999,2134,1390,5015,452,2115,-822,-4417,1983,1119,7201,-1704,1119,5481,4368,20380,65969,-1361,29,4261,4368,19490,65969,-467,3788,185,5303,-397,3788,795,1949,-3574,-861,666,-182,-3881,2920,3946,5691,-6280,-4722,1595,6668
8/15/2023,225,-3353,-2346,240,-2342,-2347,-510,-1729,-1634,-135,-2953,-3608,1956,-494,-75,2685,-591,6221,-59,-785,5239,1252,4831,-2814,366,-1037,1912,768,2850,8002,55,-1263,-3025,240,-2342,-3078,-510,-2092,-3399,-123,-3683,-3800,1956,-641,-2310,2685,2657,9605,510,1792,9454,8423,19607,75323,1304,1792,11772,8303,18612,74513,136,9682,-2665,3065,1372,9682,-2625,860,1362,6366,7697,25000,3208,27600,15882,14186,-462,1426,17130,14186
8/16/2023,1635,3812,-3875,2510,2549,-3307,1511,3646,-2196,1500,5021,-2828,3264,1517,2922,2270,3450,-521,2905,4006,-8820,10,-6955,-723,284,2369,-6975,2880,6963,-5595,2250,2189,-1110,2510,2549,-1235,2320,2239,-1485,1697,5460,-655,3264,7974,11153,2270,4110,7310,3503,4581,10630,6905,14450,23028,2180,4746,6972,6785,13845,21948,-2068,5667,1872,3845,-2068,5667,1872,2126,10722,8590,6925,7861,3382,12318,-6895,-9000,3873,149,-6975,-1921
8/17/2023,1282,-293,-164,3092,2971,-132,2659,-1648,-5128,2407,3055,1397,3404,-2388,-1483,1462,2163,-4075,2533,-1713,-8994,3413,9840,7411,2354,277,104,4422,8710,10498,3089,3055,1474,3092,2971,1095,2890,2990,755,1808,1541,3723,3404,1751,2419,1462,4317,4180,3766,4279,2567,8326,16183,31423,4361,2579,1722,8326,15053,30443,2888,547,4355,874,2709,547,4555,381,793,219,2424,-1921,-4059,581,12920,19888,1723,-1435,5155,13651
8/18/2023,120,6242,14886,-390,6437,13071,25,3739,17510,-640,4307,18744,-890,495,-1714,180,5434,21748,-874,-1524,9950,3056,19545,-2351,-1530,-6905,-1401,2196,21664,8056,-390,5806,19494,-390,6437,19242,25,6396,18776,-905,3189,13293,-890,-3405,-3102,180,7756,21748,-544,3085,8865,3200,25742,76472,-944,2415,8865,3200,25742,76472,5327,15227,7369,16272,6950,14390,6541,19112,-3787,1650,7675,21422,3660,15596,9220,3218,-3465,-588,9160,-7372
8/21/2023,282,1508,2083,1010,1231,3161,-706,106,8601,1525,880,8601,-2160,-6943,-8383,-1400,-2425,-3548,-2033,-1783,-8984,365,2627,9672,-31,1108,-2057,360,1965,17120,1010,2110,9487,1010,2110,9487,215,2277,9487,130,1169,6612,-2160,-5219,-12739,-1400,-1725,-2603,-1757,-2534,-4954,-1660,1870,24933,-2102,159,-6049,-1660,1870,24933,1465,8265,2100,8668,1540,8265,2100,2193,-5954,-8419,754,-343,-6971,558,8670,13430,-527,731,10250,13430
8/22/2023,1135,5018,-2209,2625,-1452,-2781,2497,1692,-910,2105,1694,1302,1517,9640,5662,5856,14570,13779,6976,4071,16384,5205,12836,-1937,2173,702,1462,5455,11227,2242,2625,-460,1606,2625,-1452,1606,1452,-1571,2447,1405,-140,247,1517,10267,7074,5856,13423,16865,6976,10734,14200,15465,17903,23997,6951,9424,13105,15435,17159,23997,16,2741,-913,2847,16,2741,152,1602,7855,5687,11990,7113,8974,3387,5828,-4860,-848,6305,1021,-6065
8/23/2023,2990,4130,10379,3818,6760,9413,3935,5745,13363,3653,6513,13688,1706,1918,-2350,5327,7139,14764,4762,-1150,14697,-510,4312,-2061,553,-640,-5580,2934,3448,-3240,3603,6881,16197,3818,6760,16459,4251,7770,16324,3115,3737,11507,2955,3633,295,5327,9268,15851,4665,10509,21124,7552,20355,-13550,3682,10504,21124,7552,20355,-13550,2507,-1880,4825,-94,4694,-1950,3655,2422,805,-255,10111,6541,4266,5979,-2360,-5034,-63,-4685,13793,-5034
8/24/2023,645,2876,-5487,2492,3397,-2029,1490,-546,4369,2250,2235,4126,-4929,-6190,-8949,-437,510,-6381,-660,-1690,-8855,4709,21884,19550,-535,-1095,-8370,4170,21409,36611,1775,4417,5796,2492,3397,6023,1507,2791,5566,1675,1672,1333,-4929,-10621,-25066,-437,138,-6433,-619,-1951,-13117,11143,24653,50591,-490,-1665,-11996,10898,22878,50421,3888,6588,3674,8181,2869,6588,3147,2185,-6983,-8955,-427,-7173,-6558,-8705,19678,44022,-930,-7100,13368,42365
8/25/2023,-1049,2932,-523,1407,1086,1881,1050,4578,-1451,1610,745,-1109,1731,2149,9211,466,5461,-156,1782,8125,2613,335,1427,-1373,2407,3268,4858,2956,1780,-5323,1437,2245,-364,1407,1584,1531,1577,3422,689,347,2734,-2304,1731,7500,8246,466,2975,-3673,1350,4623,-4802,745,2434,-27375,165,2953,-5512,2283,4721,-25736,858,-544,2383,2039,333,-553,1363,-1379,5146,15162,-3140,-3425,3910,4696,3319,2203,2216,8276,-2818,-110
8/28/2023,465,3636,3275,-955,1996,5094,-995,2424,1495,-975,1939,1341,4090,2977,10267,4155,2783,6417,990,-1901,-7461,650,-1910,2005,1879,1702,3178,529,-5239,-7824,-980,2664,-715,-955,1996,-4075,-995,2878,-4075,1020,4435,5455,4994,9695,19525,4155,3903,6147,2084,4384,7675,-6900,-17185,-31243,1319,4384,7675,-6910,-17185,-31243,4272,142,4997,142,4572,142,5002,8658,6487,8977,4395,9145,3160,10862,1185,-461,5220,5235,-3362,4183
8/29/2023,501,2613,2190,877,4497,2420,1211,-262,5651,500,1626,6572,-1105,736,-201,1255,1560,14290,1775,1437,4672,1955,16469,4661,-950,2800,-1719,1460,7271,13976,1020,4531,7267,877,4497,7313,1320,4736,7079,795,1335,1674,-1105,-1085,4,1255,2697,14290,1932,3611,20001,7943,18935,81358,670,1742,18837,7943,18535,81358,3761,4121,4172,6183,3592,4769,2100,5834,-4086,-5467,1875,4973,4069,12864,18055,17256,-668,170,11303,17256
8/30/2023,5075,3470,-3493,1440,-3667,-4658,1448,868,-6243,-130,-3095,-5023,3090,4608,10851,3186,5283,8670,4753,1224,16576,3880,1449,2646,3452,687,2437,5250,7512,1204,2065,-3667,-6888,1440,-3667,-6888,1440,-3667,-6888,2570,-1371,-3442,3749,5445,14048,3186,2667,10633,4953,2227,8018,3182,432,-4331,4375,2103,7188,3182,432,-4331,-4547,-3715,-4547,-3715,-4547,-3715,-4547,-4537,7954,7554,3216,4225,682,1089,-1398,-1373,4852,2852,407,-2246
8/31/2023,1770,2724,797,2150,3128,-1032,3780,1907,-748,2535,360,1497,5425,6896,12655,7183,6609,-40,10952,8285,1716,-275,-869,-1737,4933,4153,3734,415,3422,-7262,2960,1072,-3630,2150,1357,-3630,2295,-870,-3630,1785,-658,-4858,5425,12574,23547,7183,8447,5132,10833,10180,9789,7257,372,-55786,10833,10261,-1121,7257,372,-55786,4121,3158,-2548,2144,1314,3158,-1058,323,19931,18833,5835,4324,5498,4114,-1729,-4695,3170,5697,-3889,-4890
9/1/2023,-185,1938,-435,350,3522,2376,1776,5233,-2554,-215,3054,-1280,-754,323,-7960,615,-1161,-6345,2467,2775,-1805,1430,-995,-2149,3041,-185,-5359,3209,-5068,-6089,1075,2695,-859,350,3522,2892,2112,4542,-2138,-1240,1110,-1480,-754,-2910,-6019,615,-7578,-11776,897,-164,-6154,3115,10840,-36220,4790,-714,-10703,3115,12020,-36220,3217,9336,4335,7294,5572,10012,3245,4736,-3255,-6240,-4526,-7950,3561,-8126,-3983,-7913,-1877,-5359,386,-3695
9/4/2023,130,2015,2288,2055,3110,2288,2055,2450,2288,1260,3110,2288,2960,2166,6895,3645,4339,8799,4491,5448,10093,2060,5509,3191,1515,1291,3325,4585,5509,7347,2055,3110,2770,2055,3110,2770,2055,3110,2770,655,1595,2770,2960,4019,6792,3645,5000,8941,4592,6725,12538,9595,18601,32964,4162,6725,12538,9595,18601,32964,-1230,-1330,-1230,-1330,-1230,-1330,-1230,-1330,5336,7686,1110,4176,2115,2967,4295,7360,422,5684,2555,7360
9/5/2023,3808,1893,-3744,-240,-3680,-4882,2127,2243,-4806,-790,-3426,-4387,3192,5217,5375,4126,7883,5204,6494,1277,14705,3090,-6775,-2776,1585,1049,1115,4779,-4436,-3367,-605,-4690,-8794,-240,-3680,-11429,400,-3065,-11429,1170,-2645,-7060,3350,5039,7350,4126,4543,5137,6664,1352,1779,5585,-2246,-21073,6087,-319,255,5585,-2246,-21073,-3725,-3775,-3615,-3869,-3272,-4066,-3455,-4217,3450,7100,834,5507,7173,1103,-6932,-2600,4172,1953,-344,-2934
9/6/2023,248,478,4398,1375,1092,2196,1042,45,-730,-565,1581,-2529,-1514,-4045,-7325,267,-3380,-5710,-819,-1090,-761,-995,-5866,-565,-273,-602,-3865,1362,-5556,-5398,1123,1497,-4103,1375,1275,-4103,1293,1295,-4103,273,-453,1873,-1140,-4715,-7915,267,5,-4975,-487,-3350,3668,-1021,1786,20806,660,-1065,3668,-1021,1786,20806,2070,3299,1137,3299,1646,3299,782,4642,-4325,-6570,-4450,-8346,-4319,-6823,-4074,-7661,-630,-4975,-3402,-7661
9/7/2023,-385,-1357,4187,-165,1437,5894,-410,-442,-1112,-580,1040,622,-106,8624,-596,143,5484,3619,-689,2804,4348,1540,2706,-264,-711,-1543,351,1615,6752,-2884,-165,1437,1359,-165,1437,1359,-165,1427,1359,-375,-125,5834,-416,-355,-4046,143,3147,1162,-999,5466,-4628,-2155,16215,8493,-1269,6989,-3039,-2155,16215,8493,1991,410,3391,1058,701,410,3391,5888,-4315,-5909,4195,3819,8445,-1239,-3763,-7726,-6805,248,-138,-7726
9/8/2023,403,-3039,-3217,360,-1935,-4985,447,-2789,-1227,-529,149,-2750,-1200,-239,-7561,-2620,-1589,-8920,-2381,-1955,-4489,1540,-5045,-2232,-1215,-1696,-5385,1350,-4240,-6563,-385,-1745,-2750,360,-1935,-2555,885,-3155,-45,265,-3710,-4615,-1200,-2050,-8305,-2620,-3925,-15685,-2381,-8480,-17937,-4503,-22860,-65155,-611,-7555,-17937,-3933,-21020,-65155,-2120,-1485,-2120,-1485,-2258,-1485,-2120,-3995,-6072,-6202,-5785,-6015,2870,-8994,-6580,-8237,1624,-8975,-6065,-8794
9/11/2023,190,1474,-589,-1640,-706,-458,-1640,2891,-391,160,-1333,-712,-1395,-4901,-9000,-3336,-6428,-8996,-4510,-1996,-8995,-740,-6999,-3990,-765,-2952,-2234,-375,-6926,-8977,-870,188,-650,-1640,188,-650,-1640,188,-650,-10,5401,692,-1395,-4455,-11475,-3180,-5622,-17510,-3780,-3113,-14173,-8755,-15469,-27334,-4465,-813,-14173,-8755,-15469,-27334,-653,-5255,-271,-4228,-653,-5255,-271,-3374,-5251,-8580,-6550,-9000,-6947,-8464,-7000,-9000,-6585,-8870,-6880,-9000
9/12/2023,1015,-1166,-2992,860,115,-4026,137,-280,-2892,-555,738,-2915,1337,-2970,-8947,936,-72,-1629,847,672,-6605,1363,9718,1395,1442,755,-4517,988,9718,18826,913,115,-5520,860,115,-5520,960,100,-5520,1705,-397,-7490,1939,-1272,-7862,936,2679,471,1818,2739,1876,5198,16400,42687,1639,2370,718,5198,16400,42687,-3954,-2440,-2717,-3542,-3954,-2440,-2717,7454,-4100,-8551,2266,2074,1454,4551,7436,15824,1372,-1017,3781,20330
9/13/2023,4149,-400,6465,-100,88,4828,2781,1996,6991,-635,1257,4334,2323,4567,17559,1189,3349,1629,1283,4705,14654,2800,-2221,-3868,2660,11312,5332,1365,-1872,-1245,70,-912,3565,-100,88,3565,1510,1543,1484,1145,1595,3723,3035,9402,29178,1189,2950,2252,1182,3964,9490,2414,-14343,-44965,1869,5074,8675,2244,-12218,-44965,2038,14484,4293,8183,4157,11584,2038,6906,-1765,6959,-1540,-4849,4723,1439,-4719,-7752,3625,-248,-2239,-8942
9/14/2023,3317,3697,-105,4570,3677,5097,5146,5456,-522,1907,5457,187,2649,6644,1463,2067,6086,4178,2965,362,8624,-970,-6640,-2317,960,-787,1234,9803,-6640,-7237,4642,5164,264,4570,3677,264,4615,3996,264,3212,4288,3273,2649,5185,8298,2067,3942,3354,3755,2849,-1608,6911,4502,-19921,3070,2849,-1608,6911,4502,-19921,-1530,-3882,-1520,-5972,-460,-3882,-1530,-5346,2767,34,3857,2165,10177,1134,-5923,-8237,2760,-150,-5168,-6618
9/15/2023,1060,-1574,-4105,-290,-847,-4076,-1261,-797,124,1135,-2494,-1746,405,3445,-6063,3055,5660,636,5085,4660,-7017,7080,24181,-1766,566,7,610,7455,23781,-3001,1560,-1718,-1362,-290,-847,-1407,-1165,-1319,478,320,-1344,-4678,-1345,-3013,-8863,3055,4010,726,4530,8085,-931,10934,27501,4265,4972,10300,1209,10975,26851,3470,-908,-3199,-1004,-882,-908,-3199,-1004,-1823,-4373,-3900,-1034,14103,-2772,13454,-6606,-2578,-175,36,-4711,-2578
9/18/2023,115,287,8841,-436,1604,8029,-1236,-159,9572,-861,-1766,9705,2722,3045,4203,384,-5011,-6819,1203,970,6592,3544,-6610,-3780,2059,2218,4171,5354,-6198,-8938,-1411,846,7527,-436,1604,7527,-1236,1620,7527,279,-789,11495,2722,1688,14773,384,-7298,-3865,1203,-3389,-745,-5777,-22631,-57113,1679,-3389,-745,-5777,-22631,-57113,3755,11437,4544,2793,4569,11437,2730,8372,7129,1541,-3021,-4945,-4755,-4888,-6745,-8410,2868,93,-6889,-8410
9/19/2023,360,-151,-2110,-50,-1070,-1883,23,3331,-1722,-704,210,1322,1447,-3163,-57,215,3711,406,1056,-1526,-2817,1802,-6513,-750,-663,1253,4466,680,-3904,-7922,126,-374,529,-50,-1070,576,375,-637,-2965,95,-210,-2802,1583,653,507,215,3494,2651,770,1268,-4606,-4931,-6495,-32933,475,1067,-2536,-4936,-6495,-32933,-1633,-2659,-1122,-1697,-1550,-2659,-1105,-2287,1697,-1516,2673,-1199,2677,-6861,-4344,-8897,34,5013,-4645,-8017
9/20/2023,2183,-6130,-8998,560,-2061,-8455,174,335,-8997,2290,3351,-4484,-1314,-220,-6709,786,19698,17181,1769,-1944,12699,7630,17639,22261,676,1296,-7010,2510,16857,27096,670,-1308,-7261,560,-1343,-7461,495,-2047,-6646,2565,619,6483,-872,-4660,14361,786,3387,31812,2115,-1450,32661,13907,28355,48072,1435,1471,34206,13427,27775,46317,-1776,-3303,-130,-2029,-2461,-2283,385,-8888,13801,-8995,1946,7627,1239,11598,21245,35948,1427,-8850,17035,33127
9/21/2023,149,1947,-5823,917,2511,-4505,935,588,-2490,1905,4215,-2658,4090,-414,-5414,3232,3206,3509,3172,807,-5031,2651,15592,13049,3257,2790,2889,2210,13725,18698,1090,2682,630,917,2646,560,1305,2563,560,650,1495,-2655,4383,1163,-4687,3232,4745,5116,3146,2578,-1922,7794,17117,27554,4243,2226,-4102,7639,16372,27554,625,-1024,625,-1024,625,-1024,625,-3906,1648,-6007,4072,1311,-3356,-864,16445,24853,-862,2239,9150,22985
9/22/2023,1130,5775,43,2040,1800,-389,6122,3890,3526,1140,4108,4323,3969,2347,7479,2035,2627,1066,2191,6232,-2963,-995,-6980,-1918,1633,2370,4060,2730,-6940,-4219,1390,4917,3340,2040,1800,4115,2029,1470,2485,1091,4707,-60,3969,7703,8463,2035,4978,162,2241,6875,3480,60,1291,-5488,785,3066,3507,-85,-4124,-5843,4615,12234,3154,7210,3453,12362,2409,5083,8852,10164,8434,4023,7254,8455,-4560,-1614,4148,6179,-6980,-2119
9/25/2023,1160,3937,1296,1580,2510,1630,1127,798,2193,1160,5162,4296,3273,2077,10262,2835,3552,3846,4719,5618,5045,340,5180,-806,1238,4550,5324,560,195,571,2930,3334,-6400,1580,2510,-6400,1690,3754,-6400,1325,2744,1060,2788,6015,7958,2835,5652,6699,4888,10182,13734,3290,11975,27524,4183,9567,12209,3290,11975,27524,7275,4457,9278,1255,4485,4457,10083,1393,3828,4714,3290,2808,1364,8120,4820,3087,-835,1558,5990,5247
9/26/2023,-1734,-4291,-8970,-1285,-310,-7790,-291,-1799,-4795,-570,-255,-6880,1801,1624,-3137,4203,12201,-1962,-318,6124,487,2693,32181,1163,-242,-300,-5354,4033,31981,7819,-1145,-1220,-8295,-1285,-1315,-8380,495,-1265,-6285,-2245,-2835,-12365,1801,1596,-2106,4203,10962,5131,1572,10577,6598,10948,41157,37803,1832,8868,4853,10893,40957,39938,-1518,-4361,-940,-4469,-1014,-4361,-940,-6985,-964,1445,5003,3781,5169,18717,24511,1808,3189,-7219,17829,912
9/27/2023,541,6115,7088,1460,7517,1741,3021,2757,5052,-190,6937,3411,4166,6804,14826,4360,8284,15198,6124,11870,18906,3105,15527,-1274,4416,3572,8146,2285,15012,-6643,1315,6722,3142,1460,7517,2978,1370,5837,2978,945,3457,1288,4939,11583,20001,4360,11061,11817,6651,12452,20104,6365,21503,19780,6490,11952,19170,6365,20843,19165,7141,5516,6314,1780,7242,5516,6389,-1995,10546,17195,9565,15315,7664,20366,15429,3504,5009,7262,3259,8054
9/28/2023,790,-1042,-7146,-1240,-3885,-5692,-589,-2621,-7224,-950,-4150,-6987,-125,7507,-2453,2137,5732,-2089,1629,567,1590,-540,-6443,-2300,1890,-775,146,705,-5975,-6571,973,-7852,-11351,-1240,-7832,-11072,-1260,-8130,-9208,210,-6920,-11410,1470,3675,5707,2137,4907,-2906,2036,3338,1583,1558,-1047,-7589,2665,4331,-1246,1558,-1047,-7589,-516,-5310,-2840,-6182,-3365,-4709,-2825,-3655,6215,-1888,5266,-969,5549,-200,-5983,-7714,-2104,2211,4589,-7752
9/29/2023,410,-415,-356,90,2032,-2547,323,2426,2403,355,2612,-299,-340,5255,-5889,-245,3230,-8920,-114,-1750,-8965,-665,-6825,-3605,-1316,5269,-1110,5426,5668,-6788,-175,1271,144,90,2032,1094,673,2702,1279,20,930,-2165,85,3020,20,-245,5585,-2140,-270,1940,-8910,3199,-1844,-21102,275,5240,-2700,2999,-1844,-21102,3621,3751,5948,3766,4771,3751,4781,-706,-97,-8665,-90,-8745,-1188,-8960,-5515,-8970,-1417,1900,-5015,-7615
10/2/2023,630,3562,5491,1023,3013,6559,1527,2913,5272,1016,5034,2694,2234,4437,3357,6452,8031,2469,3946,-1410,3653,125,-4415,-1151,1903,8587,7552,-1250,-5048,-5171,685,5452,2393,1023,3013,2358,1420,3974,2085,2055,3726,6339,3851,4759,8112,6452,389,-1516,2148,5174,3349,676,-4757,-11621,2670,5134,4002,591,-4757,-11621,4723,3368,1255,3570,4334,3486,2499,7331,5561,4980,4860,1783,5531,1206,-3963,-1509,2366,7614,-116,1036
10/3/2023,1417,647,3360,652,860,6340,736,506,-436,-555,4629,-1063,-2252,-3062,-5916,397,2530,9344,-182,-1950,-4974,-555,22086,366,-286,-533,-6882,5559,24426,17410,1347,2540,1906,652,2220,3768,1637,3150,3467,-995,-1250,2455,-2252,-1635,-1909,397,5700,11695,460,7833,10713,12647,25603,115227,860,7133,12126,13302,25203,114207,3189,1864,5635,2138,4454,1191,5645,10847,-1750,894,9360,9285,705,16827,26936,15520,-124,-5914,14236,18320
10/4/2023,-346,1825,-1947,-835,-170,-457,-1703,407,-3641,1825,-575,-2609,3223,3522,3995,3704,4369,4402,3576,6916,3066,761,9154,6787,-546,-561,-1325,1020,6190,6931,695,-200,-1685,-835,-170,-1630,-890,85,-1685,-865,-1230,2403,3240,6374,-2717,3704,5135,4786,3904,11395,3590,4470,12089,30701,2835,13000,4483,4470,12089,30701,-558,144,721,-206,-952,-476,788,-785,4410,9211,6155,6079,2792,5928,9785,17811,1236,-663,5068,14241
10/5/2023,1280,39,2676,1586,3781,1862,1678,963,2333,-75,825,4505,672,3250,-4525,84,1260,-7129,1319,-1440,-3525,885,-5484,-2331,699,579,-785,2050,-3620,-7295,700,1930,4505,1586,3781,4501,1865,1375,5657,945,573,-711,1714,-1160,-4361,84,-7035,-11550,-374,-2592,-12959,-4810,-10610,-49763,-589,1470,-8512,-4810,-10610,-50253,3735,5250,4065,6402,2023,6343,3750,2486,-2686,-7972,-2699,-2321,1094,-8821,-6029,-8642,3544,-1744,-5291,-6757
10/6/2023,1810,2597,308,2698,5187,-1175,2527,-17,9786,2873,1118,10181,-5800,-6940,-5190,-440,-4610,-8295,-744,-81,-7300,2848,9270,-2320,-3793,-6940,-5190,2919,4754,-1859,2638,5192,11287,2698,5187,11478,2890,6029,11352,2908,2018,9125,-3660,-6250,-13525,-440,-2770,-2125,340,-1010,5165,6792,9627,45227,-660,-520,5165,6792,9627,45227,5169,10780,5429,12168,6568,9836,2977,2212,-6750,-7490,-2912,-5638,-6971,-8854,8898,431,-6750,-7490,11590,431
10/9/2023,-1052,843,1740,310,2015,433,-856,136,-803,30,4614,1094,2613,4895,-2302,3078,3421,4164,3246,-1985,-2976,1355,13591,7357,1782,673,1519,1125,13585,9488,310,2025,3524,310,2015,3524,-320,630,3674,-1085,-215,-2335,2613,-592,-16,3078,2240,6577,3232,2252,4094,4792,14325,25381,2805,4367,2601,4792,14325,25381,-382,-710,935,-114,-272,-2729,825,-1818,-3353,-7584,3633,1125,902,-765,10867,7147,737,-549,10098,7182
10/10/2023,1355,1863,3633,922,4113,-68,2498,4209,208,1606,3957,-2370,5434,1220,108,1566,1704,-136,3072,-312,3092,2215,-6920,2054,2883,5169,9613,-1720,-6350,-6836,2598,4204,-8272,922,4113,-7272,2664,5808,-5347,3975,4434,2843,4471,2452,3922,1566,-444,572,2909,-2541,-3553,-815,-8522,-30665,3536,-1199,-3017,-815,-8522,-30665,2370,-3018,2260,-2174,3339,-235,2389,-553,5370,9320,1141,3893,3416,1991,-1140,-4838,1556,7647,777,-4838
10/11/2023,515,1068,1038,1023,-706,4256,-288,-59,-1040,1770,-237,-1030,1024,-1791,604,-145,1095,-1361,906,-385,-4221,1122,2067,1753,3839,942,5080,993,3258,1163,2105,-681,-2185,1023,-706,-2150,385,-761,-3766,-535,-992,3369,1024,5255,7367,-145,2200,-1035,906,-1053,-2586,4179,87,-37058,3032,-349,249,3372,87,-34878,2434,4682,2652,5054,4256,4682,2652,3762,2507,-2156,4261,684,-2203,-5665,1511,3773,1265,4588,1827,2677
10/12/2023,1025,3479,736,1315,4808,-2700,1013,3809,7596,1665,4768,5827,3860,6390,9349,1735,3370,-4722,4035,7405,-8302,-810,-3058,-2880,3532,9517,4951,2075,-7000,-2532,1345,4293,6399,1315,4808,6249,1760,5690,6795,1500,4603,1338,3860,10113,10681,1735,3530,-6930,4035,6908,-1925,-3111,-12655,-37530,3995,6415,-3905,-3111,-13010,-34790,5781,10623,3713,9435,4883,10416,3383,4045,8767,8318,1597,-6914,-467,1249,-1791,-7131,5860,3833,-5105,-7713
10/13/2023,823,1161,-465,1865,728,-2417,1918,-948,-7395,-315,1390,-3973,3392,526,-1373,995,2971,1388,1531,-1745,-4050,5398,13811,-3920,-945,-1858,-1697,5820,18636,-7420,1625,999,-5685,1865,728,-5685,1795,1977,-6410,380,-353,-525,1580,-396,-4522,995,1725,2615,1645,3726,2263,10135,23540,40864,1209,3532,1460,9935,23930,41669,3788,-7786,5773,-8004,3788,-7786,2188,-7822,5028,4555,8458,1366,8652,38,8138,-7736,-264,-724,13779,14995
10/16/2023,-515,4028,7850,4043,3930,6985,2855,5561,-1331,1470,4954,-1737,464,10473,8947,2869,10301,12241,3532,10565,16418,1800,14610,763,1716,2732,-2165,1230,29736,2939,2956,4223,-1737,4043,3930,-1737,3038,4930,-1737,149,4048,5749,1944,7039,14071,2869,12132,15682,4272,14257,19378,9236,41587,45476,3113,14154,18423,9236,41587,45476,-3196,-5626,-4522,-3870,-3968,-5626,-5522,5420,4620,6483,5755,10163,10368,9398,10100,5387,-1116,-2129,13341,15803
10/17/2023,1155,1687,5417,111,-565,3121,2573,3481,4665,1226,-1140,697,1909,3384,6505,-1422,-3595,-7520,-144,-1640,-3445,-735,-6745,-3770,-1110,-969,3460,-1730,-1943,-8430,621,-645,3557,111,-565,3557,1196,80,4172,1117,750,658,2049,2295,10028,-1422,-7360,-11485,-1453,-5028,-12712,-11120,-26920,-76870,-1067,-5028,-12712,-11120,-26920,-76870,1963,4313,865,1269,4278,4846,865,6170,7331,11213,-3650,-3495,-1123,-2338,-6895,-8765,-1853,1350,-6885,-8765
10/18/2023,2495,2179,7260,3166,4511,7022,2307,1525,6912,2485,3780,5997,2596,-350,-5221,2440,3136,411,1210,8050,12217,1995,26665,45307,1266,-279,-3809,1595,20658,38047,3308,6380,7465,3166,4511,7465,2421,5554,8380,3723,5519,7462,2596,4700,-14720,2440,470,-2310,1210,7568,4780,6140,30657,55972,80,3145,1865,6025,28367,54222,5183,4178,5035,4302,4843,4178,5035,7882,-2247,-5670,-1340,-1369,6295,971,31804,50532,5534,-569,21544,48621
10/19/2023,2160,6473,5113,4363,8197,3369,3100,5233,9288,2380,15093,9005,4918,3500,14778,6048,9836,32205,5849,8641,13180,2660,38398,41987,5463,510,2461,2850,31564,49798,3440,16801,14199,4363,8197,11121,3386,6060,6065,2590,5768,3298,4918,4830,8447,6048,8770,19499,6352,12396,14011,5955,41248,58958,5920,11921,14441,5915,40813,57418,6423,6851,4390,4069,3062,-733,4552,2380,3331,6848,9430,21217,9353,13053,36707,46396,6267,3607,32737,42178
10/20/2023,2425,-1006,4377,3204,3323,7325,2822,-197,4493,-575,4748,5603,3199,15,12605,3542,1477,16054,4867,-1460,-497,5550,7906,-3690,808,1962,1726,5465,10954,18537,3350,2800,6355,3204,3323,7538,3399,4055,3240,2155,265,7404,3767,7384,11896,3542,7036,18062,5362,10716,24321,10961,23179,70326,4768,11481,19901,10861,22969,67856,6821,9552,8555,10444,5795,7625,7777,6246,2529,8357,9277,19310,1939,20673,11327,22597,622,9031,17926,21841
