,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
4/26/2024,2047,653,3485,3465,765,-184,2101,3814,1416,1300,1626,522,1871,430,6509,4103,3971,3938,4491,9187,15404,1861,1768,-2221,4158,1116,3496,3000,5725,-8764,3200,2129,26,3465,765,26,2987,2396,769,4530,187,1656,3519,5448,15640,4103,7658,5732,5063,14132,10389,1273,5155,-15318,3854,16485,12779,1273,5155,-15318,-3456,831,-3992,-1203,-3842,831,-3992,1038,5040,8572,2115,5213,12857,6598,-4348,-7418,2387,6700,4874,-8548
4/29/2024,3945,9383,14700,7678,10390,10083,8203,12515,15685,-135,11858,15723,4003,11193,29700,5800,14171,25495,7715,13310,19967,6635,6231,-1768,4795,3773,7907,2740,11017,8277,7605,10255,15939,7678,10390,15505,8663,9899,15747,4005,12175,12733,4003,14982,33815,5800,17589,35007,7715,22229,44761,6317,18436,45039,7810,20061,44761,6317,19471,45039,9013,8521,9594,8521,9032,8521,10539,6432,11089,25836,11670,20566,11189,27303,2234,1201,8773,11827,1373,1564
4/30/2024,387,-313,-7631,1400,1555,-7165,927,-331,-5973,-580,3352,-4015,-647,-2430,-1802,1382,10250,8487,2236,1586,-639,5000,20329,15460,1296,2684,3010,5175,18705,33175,1445,1565,-1000,1400,1555,-995,1518,1980,-1185,705,-470,-5705,-1525,-3605,609,1382,1913,9072,2236,12920,8803,12854,26951,56998,2496,12920,7203,12669,26741,56028,-1815,-4610,420,-1626,-1815,-4610,420,-6715,-4722,-6272,3445,3530,323,3689,28326,40104,2511,4205,15577,36751
5/1/2024,2170,4695,15408,4252,5654,13427,4691,5615,16035,2640,4204,14466,7061,8735,21320,6970,12095,26860,8550,7193,29893,4176,10624,6390,6968,5410,5439,7161,5977,11424,2775,6304,15036,4252,5654,14506,4691,5737,15782,1320,2499,15732,7061,14511,38916,6970,13725,29300,8550,16753,38574,3336,8499,55432,8060,16753,38574,3336,7649,52582,5066,10659,4145,10885,6744,11104,4590,15391,10182,18340,7310,24743,5465,22329,3409,16802,5402,8568,3256,16136
5/2/2024,1460,1236,500,947,1395,2828,-964,2139,4192,2225,2055,7337,1486,3583,3086,-135,3876,-5634,-591,-1872,-4769,4063,-5872,-3190,1531,891,702,2160,-6565,-7720,1195,3096,7688,947,1395,6855,-380,925,4297,1760,3215,1336,1823,4192,5147,-135,1495,673,254,494,2508,-1415,-1746,-22078,346,-222,3317,-1415,-1866,-22078,1128,5314,384,524,31,368,1979,3106,234,-489,1130,-6141,-4548,-9000,-6910,-8840,233,5009,-6925,-8985
5/3/2024,1719,6237,2285,2566,3624,2829,3976,6683,760,1560,3096,310,4720,7635,9688,6564,7982,11373,6194,8171,17967,4028,2988,-3678,2001,184,7968,4263,8382,-4786,2855,3049,2316,2566,3931,2072,3976,3647,2072,2261,5051,628,4747,6438,11083,6564,6447,15865,6558,11689,13397,8595,9525,-13882,5133,9914,11405,8595,9525,-13882,648,-4360,-1231,-4886,3272,-4886,-1735,-4686,8822,15882,7743,13393,13963,8456,7279,-3336,3713,9489,5452,13123
5/6/2024,-500,-909,-2221,-762,1103,-2156,-948,-2489,3075,-447,1195,2720,-5770,-4288,-4507,-2818,-3414,-5036,-1673,-1035,-8916,85,12229,9545,-2725,-1356,333,770,9535,17307,-587,1094,8687,-762,1099,8687,-948,1013,8687,-490,-2616,-1768,-7435,-14880,-27586,-2818,-2509,-3519,-5201,-5051,-14050,4037,20539,51509,-6370,-5278,-14050,4037,20539,51509,3320,4730,2727,4730,2727,4730,2320,-1400,-7000,-7830,586,-416,-3854,-1727,11509,18540,-6985,-890,9172,18540
5/7/2024,865,609,-5025,2335,-890,-5340,610,4167,-4542,260,4105,-7989,-1265,3620,-5388,-1613,2023,-4283,-1183,822,-2231,5577,-2874,-2466,2852,4263,3529,1695,489,-4592,810,1185,-10345,2335,-890,-10345,610,-890,-10345,920,3140,-6996,-1265,2228,-2178,-1613,-1869,-9273,-1183,369,-12193,-9240,-20222,-36461,-824,1434,-12193,-9240,-20222,-36461,-267,-8785,-4720,-8785,-267,-8785,-4720,-7282,-785,-7717,-4694,-5879,852,-8994,-6089,-7668,2308,2341,-6047,-5133
5/8/2024,2358,1132,6345,1248,-404,6534,31,5877,3081,1010,25,-75,1812,2171,-2401,1296,-935,5269,1839,-49,3123,3401,-5420,-3120,-929,-887,85,3435,-4065,-6969,210,398,1102,1248,-404,1092,567,-546,934,1095,2221,7643,1812,741,9673,1296,369,10130,2058,3535,13506,2654,-1266,2062,1850,4595,13506,2654,-1266,2062,2928,955,-955,-1872,2332,1517,560,4354,1816,6101,68,-2035,1232,3824,-3765,-6665,1608,3076,-4860,-6665
5/9/2024,3891,6445,557,2645,2210,-3392,2436,6772,1962,-885,3160,-3397,3489,9473,15196,3854,8614,10942,3049,4183,17310,5376,-1602,-2236,2983,3370,1800,1531,488,-4188,4083,695,-1013,2645,940,-1013,2900,940,-1013,3223,5955,-4015,3773,7746,17290,3854,4475,12837,3362,9714,17271,4454,-6280,-15070,3898,10206,17271,4454,-6280,-15070,-3876,-7225,-3955,-7225,-3876,-7225,-3955,-8185,7715,9445,1559,1317,18627,-259,-1906,-4688,2794,351,-1851,-4688
5/10/2024,165,-5316,-4232,-3110,-5870,-5575,-1620,-2074,-4486,-920,-4334,-5107,290,2315,4686,1803,-204,-2877,-582,688,-1563,3024,-392,-1832,2496,727,-722,2584,-1874,-6594,-3110,-5775,-4690,-3110,-5870,-6905,-3045,-5020,-6905,-1620,-3161,-6425,290,916,7332,1803,-82,-4459,-2035,-1854,-4642,-7283,-18824,-53408,-250,-1031,-3655,-7283,-18824,-53408,-24,-6352,-2640,-6352,-24,-6352,-2640,-3156,-750,2850,-3289,-3486,1066,-719,-4375,-7410,883,3841,-5634,-6300
5/13/2024,-1690,-1173,3506,1325,-3185,2905,700,-758,259,-240,-1200,1138,4076,15083,12411,4121,9574,8494,5561,9138,26421,4430,9429,4368,2779,631,4151,3987,8250,13912,-655,-2175,514,1325,-3185,514,700,-3185,514,-2070,-2105,7174,4076,11939,12610,4121,7261,14157,5561,12823,21259,11079,24048,56012,6537,12878,21259,10789,24103,56012,-2266,-5344,-2266,-6203,-2266,-5344,-1406,-3236,9297,5184,6717,1209,22377,5084,7366,-62,14597,1549,9913,703
5/14/2024,660,810,-652,-10,2335,-371,-353,-283,2458,-125,1450,4021,-1402,-1773,-7839,-1196,-2120,-8009,-396,-1740,-8954,720,12548,6157,-1091,-2733,-4805,575,11208,10505,-75,2235,5344,-10,2335,5344,45,2435,5344,-610,1500,-336,-946,-1713,-7042,-1196,-1690,-3511,-275,794,177,4440,18564,34177,559,568,-1222,4440,18564,34177,3271,6170,3715,6170,3271,6170,3860,1631,-5144,-7815,-664,-3109,-1010,-2640,14853,23576,-2243,-7615,11484,23866
5/15/2024,1886,572,891,1509,4305,1493,384,-582,4386,1395,3607,6372,-1745,-6200,-8225,4350,-1055,-1555,2511,-1996,-8837,3935,20150,9489,-1679,-6710,-7234,2330,17363,27040,1674,4127,10523,1509,4305,10523,1659,4093,10366,1999,2247,2389,-255,-7810,-17860,4350,1024,999,3047,4046,2867,8653,24004,58959,1880,3563,2867,8653,24004,58959,3407,4308,4716,4763,4132,4308,4851,1085,-6770,-8155,3649,1522,379,4737,25332,28073,-6945,-8161,22156,28073
5/16/2024,-5,-618,-1474,689,-4935,-4007,-151,-1378,-4906,-350,-1049,-6270,-1130,-5150,-8986,-1326,-6230,-6787,-2926,-1255,-5715,-800,-841,3264,-570,-2115,-1411,-2969,2216,58,-175,-3496,-8946,689,-4182,-8946,-151,-4182,-8946,-455,-1101,-8646,-1130,-7713,-14926,-1326,-5873,-10384,-2926,-8713,-18129,-3840,-8046,-12226,-2225,-9243,-19269,-3905,-8046,-12226,-5116,-8596,-5116,-8596,-5116,-8596,-4765,-4229,-6965,-8719,-6030,-8888,-6997,-8973,-3445,-4024,-1841,-3130,-4575,-2348
5/17/2024,830,1299,4319,574,1868,4195,1245,2707,9221,1005,1473,7573,-1100,-1595,-2349,4260,2974,12570,3524,860,6834,7870,12706,534,275,542,1754,7480,12706,3903,780,515,8702,574,1868,9527,1245,3255,10612,1410,387,5130,-1100,-3943,-6069,4260,2805,13317,3524,2926,28064,10771,26644,99107,3524,2926,23339,10711,26644,99107,7393,11089,7589,11313,7393,11089,7589,7296,-3737,-6125,8515,28000,9473,29893,7160,1819,1167,7388,10770,-831
5/20/2024,2197,11139,3742,4954,8435,3715,5384,9438,-674,4251,6389,-3374,4849,13742,12607,5271,17845,6825,6599,12164,25506,1350,14838,-3514,1902,2865,1607,999,19072,-6870,3978,7252,-2262,4954,7252,-2262,5764,7547,-2262,2340,6114,8555,5200,14401,13779,5271,14885,9745,7447,21898,13595,3726,37103,-12643,7349,22358,13595,3726,37103,-12643,3080,-3113,3080,-6753,1945,-3113,3080,-1791,8603,5310,7943,-743,19012,-2659,2457,-7317,5837,2419,2713,-7317
5/21/2024,395,-2179,-2119,-1243,-154,-2014,-2275,-2887,-924,-995,-754,-70,-5450,-6125,-8516,-2950,-2575,-853,-3737,-345,-5403,50,967,663,-2300,-6980,-1857,131,1251,3662,-1435,-104,2470,-1243,-154,2470,-1460,-154,2470,-425,-1177,-2626,-5450,-11175,-17518,-2950,-3330,-1993,-3737,-4227,-8300,-1136,5858,43506,-3732,-4932,-8300,-1136,5858,43506,1379,3942,1379,7218,1379,3942,1379,3618,-6625,-8776,-369,2527,-4731,117,2177,2154,-6900,-989,-98,2154
5/22/2024,230,980,-5315,450,-490,-8425,125,-860,-3101,1150,585,-1366,-705,-5390,-9000,-2815,-3930,-8385,-3450,-1870,-8995,-945,-6990,-1201,-600,1679,-8940,-750,-3560,-5730,-345,-440,-2175,450,-490,-4925,-300,-2020,-4040,-380,1505,-5013,-705,-5119,-12103,-2815,-8780,-28085,-3450,-10525,-29345,-8425,-32815,-87160,-3670,-11295,-29345,-8625,-32815,-87685,-1125,6820,-1120,7547,-1300,5283,-1125,-190,-5353,-4980,-6970,-8500,-6984,-4985,-6920,-7485,176,-8745,-6870,-7485
5/23/2024,33,-579,-1463,1800,430,351,-777,150,-1137,100,666,-285,290,1755,-3249,3588,3839,4871,3546,4648,3009,-605,12330,3890,2559,7385,2600,-75,9598,11622,1280,-650,587,1800,430,963,170,1850,-207,1704,-286,-604,1542,3795,380,3588,5056,6943,3546,7637,7771,1531,14194,22659,3352,7242,4556,1615,13924,22014,1848,3854,2440,7911,1553,4854,2440,3081,1275,-160,6515,8605,1187,10740,13493,9218,5452,2984,7764,11625
5/24/2024,1170,6360,7207,882,5482,6809,907,4550,1079,-170,4372,4488,956,5437,2202,-2603,-891,-4584,-528,56,-4131,2644,-5971,-2218,900,1539,1120,765,-3979,-7537,665,4945,3991,882,5482,3988,1387,5312,4076,1015,6387,8681,266,-564,242,-2603,-6365,-15461,-2048,-6027,-13874,2333,-21960,-50101,-1586,-5702,-17909,2223,-21960,-50101,7638,2064,8301,1383,7999,2194,11730,10315,1240,5237,-284,-5723,-1463,-4702,-5809,-7618,1149,3075,-6134,-6385
5/27/2024,1980,1956,1499,2720,4883,1649,2748,1473,5692,445,4968,5692,830,-435,-3650,1832,3182,7320,3767,6276,6213,1510,8376,3480,1215,955,3835,2490,12438,7801,2725,4896,9586,2720,4896,9586,2748,4896,9586,2235,2459,4513,830,1630,-640,1832,5276,7658,3767,9571,8903,9280,16602,37154,3567,9571,8903,9280,16602,37154,3147,4096,3986,4096,3147,4096,3986,1731,-4475,-6850,1879,2686,-3477,3025,6752,7491,-5300,2295,1282,7491
5/28/2024,3615,6512,13564,3087,5608,11328,2660,6728,1691,4005,7471,3306,2331,8240,20308,1961,2700,17583,3919,5572,15957,6745,2135,-1331,3545,2628,9536,3325,1790,-3487,3135,4490,4875,3087,5875,1250,2660,2998,1655,3250,10947,8851,2331,11582,32800,1961,4118,25019,3919,9724,28249,-945,-6810,-5729,3545,8715,27004,-945,-7335,-5729,3524,5705,-47,2348,3457,3133,323,5861,16556,14037,10607,10427,9841,11295,-1418,-1074,6700,4471,-723,-2247
5/29/2024,298,1425,2096,1026,3207,2222,2069,-384,4154,495,1267,2965,2409,7203,2059,1050,4211,4337,2071,1140,2138,-395,-4020,1440,1107,2737,2763,-1150,2245,1780,1166,2680,4591,1026,3207,4291,2069,2834,4546,-445,1921,687,2409,1979,-2668,1050,1401,4850,729,993,-6438,-1335,-10490,-29878,2389,-347,-8438,-1575,-10490,-32283,4688,3728,1430,-1445,4241,3728,1430,2707,867,4066,320,4584,9109,3735,-2391,-3044,3452,10925,-900,-3044
5/30/2024,2559,1846,-100,1320,1485,4830,565,-325,3915,1165,3196,8109,830,-6528,-8901,3325,-2065,-2400,3292,639,-6394,3605,7444,14380,632,-1303,-8910,3220,6161,11923,2100,1500,6088,1320,1485,6088,565,1660,3278,2282,2186,8429,830,-2949,-13007,3325,-817,914,3585,2159,1046,9836,14308,36256,3442,1174,-1414,9536,14088,32406,2424,8792,4241,14932,2256,5982,4326,4097,-5641,-8961,-815,-2176,-6957,2293,4728,21986,-6555,-4097,3358,18379
5/31/2024,3282,679,3384,1602,7793,1856,364,-490,4434,1005,7714,4063,-363,10576,-5089,-276,16669,-4304,-1517,-1120,14733,-575,-6926,-2120,339,-592,-1619,1355,-2960,-1140,2216,7684,3852,1602,7793,942,2435,4902,-429,3381,8645,6387,-159,-1131,-5036,-276,19709,-5344,1686,-28,9397,201,-4359,-18409,1609,-1819,8376,201,-4674,-19689,4469,6294,5575,8370,738,4148,3652,6568,-2538,-4809,-2835,-4733,-555,-836,-6290,-2378,-294,-731,-6981,-3453
6/3/2024,76,-52,6601,275,3416,6127,-214,-493,1354,-570,3247,3238,-3980,-3980,-8815,-2235,-1942,-8815,-2850,-1110,-8815,170,-2037,-3205,-106,-774,-8815,-110,-943,-5488,1111,1920,884,275,2550,2050,620,765,1324,-40,-563,-6131,-3543,-7225,-14957,-2235,-5155,-13900,-3755,-5555,-14516,2380,5684,-8617,-2145,-4370,-13528,2380,5159,-9412,3033,5214,5338,4130,3623,5094,3990,4482,-5895,-8500,-5241,-8500,-2069,-8500,-6480,-7068,-4377,-8500,-4366,-1590
6/4/2024,375,-890,-1984,-2100,-3714,-3579,-1185,-316,-4541,-835,-3616,-3349,2597,3209,2108,2597,2540,2475,1809,3333,-20,565,-268,887,3047,-401,-1086,480,-1033,-1209,-1720,-6144,-11858,-2100,-7024,-10858,-1185,-7079,-10858,878,-3617,-8762,2597,3705,6458,2597,3135,6771,3314,4880,12152,1853,5346,12779,3062,3564,10843,1853,5001,12779,-6185,-1264,-6170,-886,-6185,-1264,-6170,-6680,2192,5921,884,6259,2265,11591,-384,-1522,953,-3136,-4598,-2126
6/5/2024,430,733,1026,1820,4702,174,337,-455,6405,480,3980,7351,-1010,-6113,-8570,1005,-4670,-2355,41,-1996,-8948,2256,25398,11008,-789,-6405,-6639,2536,18323,17658,1810,5408,9963,1820,4754,9945,1458,4774,9931,1460,4093,1540,-3350,-16150,-29275,1005,-1502,-838,256,-3768,-4851,9104,29916,69773,-1520,-2841,-5677,8784,29916,69773,5192,9499,6263,10247,5004,9034,6317,3030,-6575,-7805,1844,1529,-4166,-1409,22569,37774,-6965,-7088,13759,33683
6/6/2024,1050,-3790,-3682,-1048,-4156,1758,-813,2350,-3069,525,-1792,-2767,6205,8545,7975,8412,5040,13472,7817,9179,19770,6648,11835,3644,3020,2296,1953,4916,11835,5143,-5,-3841,-2323,-1048,-4156,-2283,-813,-2961,-568,716,-1814,1899,6205,1846,10182,8412,4043,13674,7751,8053,19144,6931,20065,43467,7850,7607,19831,6931,20065,43467,-987,-339,-4994,-3460,-896,-1024,-4830,-2014,6585,8640,4436,1777,7333,5206,-6674,-5253,3870,4419,1117,-4110
6/7/2024,485,2004,2139,2522,-19,3037,1514,974,921,1160,1231,-3147,2555,4295,2531,705,5385,-5075,-495,-667,3263,-795,2424,-354,620,5410,4950,980,5616,-1207,1775,1690,-4913,2522,-19,-4913,395,-1459,-4913,650,1927,1627,2555,5719,7148,705,4474,-4964,-495,4064,-6288,1905,5111,-34894,-365,5204,-4525,1835,4246,-34894,-146,-5101,-3725,-5945,-198,-5101,-2745,-5278,2178,3796,1215,-2808,3265,-4360,423,-3673,6087,3366,3301,-1675
6/10/2024,6245,6496,9868,7005,2875,9919,5141,7140,-197,4395,6087,1187,2838,6228,12192,3499,11699,19988,3746,10255,25317,4310,-2355,-387,-27,458,1308,8609,14619,-1003,7080,4520,2422,7005,2875,2422,5765,2431,2422,5600,6495,5562,2838,8878,23224,3499,8439,25021,4023,17807,32810,5865,13449,10346,3948,18902,34180,5865,13449,10346,3439,-260,3999,496,3439,-260,3999,6290,8649,5526,10857,12212,11641,11820,2099,-6675,3323,4834,7804,-5445
6/11/2024,-578,-3223,-2526,750,115,-4172,305,-3218,-1621,230,-1822,627,970,-3341,-8294,450,-850,-5112,-16,-2000,-8829,470,12225,4452,-673,-184,516,488,10426,23315,755,115,598,750,115,598,755,115,598,-495,-1965,-4716,1376,-5168,-12708,450,-1910,-4190,569,-835,-5579,4240,15780,39275,-153,-2115,-6579,4240,15780,39275,-169,1391,2441,2074,1,1391,2441,-5176,-5681,-5878,1287,854,-3422,2520,13418,11115,-1558,44,7157,14302
6/12/2024,3575,9314,22790,7100,15854,20640,8445,11524,19302,3650,7254,19339,8278,18181,55910,10802,22005,47534,12511,18645,33922,6053,13748,6708,4081,7642,7704,7560,19193,18929,6015,13739,19719,7100,15854,19719,8445,18864,19681,2155,6725,17497,8373,26460,57875,10802,29917,65131,13705,29587,62146,16179,39275,85779,11850,26810,60186,15469,38875,85779,12618,11226,6608,13210,12618,11226,6608,13013,29047,50048,26657,43693,19523,41524,10994,7682,9430,9277,14320,14639
6/13/2024,1877,4292,7270,2941,2447,5772,2781,2154,2314,1715,2322,4372,-2226,-5166,-4171,732,-2200,-6234,-3447,128,-7365,3133,-2229,-2357,893,-1158,-591,1750,-241,-6934,2691,3754,4839,2941,2447,5655,2172,1830,4170,2050,3037,4528,-2226,-4995,-7281,732,-2585,-5856,-3900,-8261,-13770,-642,4734,-16833,-3320,-4187,-12385,-642,4734,-16833,1523,5980,839,3502,4449,5980,839,6633,-1335,-4462,-1230,-604,-5901,-4964,-3389,-6531,1089,2307,-3327,-6531
6/14/2024,-814,-1574,11,-1303,-581,-3015,-1303,-2660,-911,-45,-1622,807,206,1895,-4539,872,5136,3711,68,-1272,2304,580,15032,5001,-1858,-3220,2010,610,13539,9822,-270,-581,1742,-1303,-581,1983,-1303,-581,1646,-995,-2588,-4158,206,-3763,-7908,872,3292,7713,68,-117,5534,6307,22319,48518,-50,-117,5769,6307,22319,48518,59,1799,936,1018,194,523,1071,-2107,-4779,-8342,3855,6132,3043,5914,13442,9858,134,2891,16181,8017
6/17/2024,2775,775,1951,2980,3655,996,2062,-1213,6534,2886,4045,5895,-1295,-6320,-8951,275,-2840,-2899,1054,-1505,-8332,4470,-5061,-1149,0,-3279,1272,2945,-4940,-8879,3805,3705,9519,2980,3655,9524,2620,3760,9424,3838,5280,7179,-1295,-3982,-8041,275,-675,-5270,1353,-80,-9605,4195,-3775,-15286,760,-1360,-12295,4150,-3775,-15286,3692,5375,3864,5527,3402,5410,4389,3310,-5010,-7811,-90,-4468,-6988,-4867,-2710,-8096,-2057,153,-2900,-7925
6/18/2024,2260,2929,1848,1908,1434,2087,303,3926,-1170,1626,3265,-1408,2528,7646,9343,1415,3782,3984,3523,7991,8925,3806,-839,-392,2708,2425,5094,3756,1306,-4300,1228,2316,-2996,1908,1434,-2996,253,-434,-2996,1218,7860,2522,2748,9129,13953,1415,4637,6090,3523,15234,6035,-1293,-1251,-22821,2882,14523,8120,-1293,-1251,-22821,-2550,-4815,-2550,-4815,-2550,-4815,3140,-2664,10232,8634,-2490,-1825,7907,-3756,-5370,-3391,3021,4847,-3605,-4742
6/19/2024,690,870,3075,1425,870,3075,1425,870,3075,1245,45,3075,3525,1580,7125,3420,3315,10047,5670,5411,14672,2360,9516,5175,2715,605,3983,1275,9516,12445,1425,870,3075,1425,870,3075,1425,870,3075,655,45,3075,3525,4100,7285,3420,5163,10778,5670,8145,15155,5800,12210,21725,5670,8145,15155,5800,12210,21725,-3430,-3505,-3430,-3505,-3430,-3505,-3430,-3505,1775,1390,2165,2130,495,790,-1065,-1135,630,2000,-1065,-1135
6/20/2024,1250,4042,2844,2168,2767,6405,463,3609,2656,2415,3314,3099,-2335,640,-7498,3150,8455,9044,3194,4326,-8715,7420,31654,28004,-564,-1755,-5243,7482,30869,56266,1860,3406,3527,2168,2767,6095,596,532,3936,2655,1266,1530,-2335,-1905,-1487,3150,6114,9044,3809,7922,18954,13515,32460,53025,2811,3408,4339,13515,33030,45735,3365,3225,4652,3476,2824,2652,2566,3700,-4105,-2703,4310,21419,7282,20163,19433,40441,-1662,-6823,17971,43849
6/21/2024,4637,3373,3885,4191,3688,3916,3232,5586,-4873,3016,2484,-4873,6350,10059,17662,6717,14131,4757,8339,5491,15241,7160,4234,3334,5443,7381,7280,9628,2369,6557,3775,4793,-4132,4191,3688,-4416,3599,3435,-4416,4590,5895,1940,6350,13114,18912,6717,16009,10270,8571,19089,22296,2127,9230,-781,8571,19089,22296,1927,9230,-781,3214,-2343,-1821,-2808,2089,-2343,-236,-2378,13649,18120,4608,2825,1908,8869,3070,-4310,9818,8779,8965,1176
6/24/2024,212,280,-3231,905,1597,-2282,113,-3777,4094,1320,1789,4217,444,1660,-639,2730,4206,8553,2426,1367,2990,3632,16697,9828,1173,2269,1485,2650,9388,24786,1730,1501,5635,905,1597,5167,895,1444,5592,450,-491,-352,534,119,-792,2730,4775,10215,3185,6283,7601,10554,21941,50893,2818,5927,8031,10544,21508,47143,-56,4706,1695,5689,1695,4706,582,-1630,3177,-1244,6978,15885,8397,10885,19203,29258,2,7715,9353,38581
6/25/2024,1600,769,3335,-285,1979,5554,-704,446,1422,-65,-1203,1427,1679,1380,-3687,2115,2267,8405,2875,291,2751,940,11744,7771,1450,-8,-433,1733,10866,18464,470,1819,7197,-285,1979,3768,-145,489,4393,-570,700,3595,1679,3332,-1663,2115,2959,8956,2899,6317,15533,6041,22038,63426,2868,6502,15533,6041,22038,63426,2732,4145,3200,4964,2762,4405,3410,5521,456,-2545,4090,7866,5785,9739,12364,19169,1234,4390,12720,19169
6/26/2024,1309,2865,4624,2785,1252,3302,2195,2879,-3610,2060,1047,-3610,4295,5882,22486,4265,5465,4130,5920,7860,21582,1210,7865,-3022,2940,1171,4318,1960,9430,-2553,1410,2827,-470,2785,1252,-470,2195,1667,-470,1610,852,2747,4295,14134,20433,4265,9285,3322,5920,7578,22389,4405,8310,-5569,6090,7455,22917,4885,8310,-5569,4722,2046,934,1272,1379,2046,4722,3780,9873,16469,2503,2863,5020,8238,-3955,-5525,2403,2268,-2450,-3925
6/27/2024,927,-23,-4514,-500,-1715,-2468,1474,2862,-4445,20,-2648,-7805,5318,16233,14826,167,4401,-4437,1887,3820,205,1121,-6205,-2673,2457,7902,1397,-1500,-4688,-7030,260,-3610,-9220,-500,-1715,-8375,1300,-1900,-8920,497,-1563,-2856,5318,18217,23707,167,774,-1748,2189,12316,448,-2220,-18270,-58620,1632,7417,529,-2220,-18270,-58620,-4251,-7661,-4494,-8206,-3531,-7802,-4470,-2614,14120,20500,-1083,-835,8221,-497,-6925,-8758,4019,9027,-6695,-8145
6/28/2024,-8,2910,1947,942,5865,1662,-355,2887,10209,1085,6022,6703,-1515,-3906,-6383,350,2642,2502,-1251,2195,-1172,-855,-6570,8910,-790,639,210,3291,11476,-8995,1355,6062,10748,942,5865,7845,399,5603,7685,825,2702,3298,-1515,-9476,-20819,350,3792,972,-1061,-4405,-1360,5255,12959,36721,-764,-5890,-5377,5205,12259,34062,4694,10699,3661,13221,6723,12037,3155,4120,-6685,-7449,-735,5577,168,2833,-880,40862,-729,-7420,-960,20792
7/1/2024,-887,-461,1277,990,2102,1981,-330,150,1840,670,1709,5471,560,-236,-1847,-340,-3475,-7560,930,-1910,-2185,100,7696,3027,-2020,-4528,-985,684,6012,-150,1119,2189,7352,990,2102,2885,535,2102,2885,1064,-1,1662,560,-1770,-6998,-340,-1956,-1641,1059,-1895,-2928,298,10694,20806,594,-5076,-1193,298,10529,20381,2091,5668,2616,1225,-90,-850,2596,3773,-1164,-1532,-1181,-4234,-1132,-8825,-6875,-8925,-1639,-3614,-1574,1232
7/2/2024,-79,-382,-1759,1045,1035,-1766,-554,-1962,3463,-505,1002,4741,-1543,-994,-8885,2670,3983,1891,-816,-1948,-4267,880,25135,3497,-3390,-6780,-8605,961,17494,25227,1035,1050,5043,1045,1035,4958,230,979,5159,260,-200,-1326,-1245,-9678,-21594,2670,1276,3174,-646,-4037,-5285,7647,28637,67169,-865,-2162,-5511,7647,28637,67169,2754,5297,2877,5951,2482,5000,3163,595,-6669,-8760,3040,3897,-1129,-2504,30913,34954,-6815,-8160,22916,31825
7/3/2024,1630,1753,2667,2770,5671,2150,751,3393,4871,2280,5448,7783,-4645,-4805,-7060,585,-1430,-4460,93,-1125,-8865,3265,11483,1379,-4635,-6825,-7060,1870,15954,10783,2580,6045,9798,2770,5882,9798,2842,5710,9798,1925,4185,2586,-4735,-10145,-20510,585,155,-1410,175,-855,-2370,6630,15162,31640,-515,-830,-2370,6630,15162,31640,5410,7687,5814,8338,5679,7687,6044,4014,-6740,-7785,-2355,-3865,-3683,-7777,9476,13498,-6740,-7785,6003,13498
7/4/2024,1925,4549,9695,4480,6124,9695,4480,6124,9695,3465,6124,9695,4885,9035,8935,5535,9925,13460,8785,8350,20645,4505,6425,4180,3290,2165,2260,4905,6425,7525,4480,6124,10213,4480,6124,10213,4480,6124,10213,1720,4170,10213,4885,8205,11200,5535,9380,14775,8785,15120,22790,13190,23395,39010,7910,15120,22790,13190,23395,39010,-3230,-3570,-3230,-3570,-3230,-3570,-3230,-3570,4625,4125,1775,2355,940,2105,-3370,-3220,-530,1370,-3370,-3220
7/5/2024,250,-45,97,782,2211,303,-749,-861,1868,463,-749,3638,-4690,-6675,-7491,295,-1208,-1389,1256,-1995,-8250,5455,18980,5399,-1365,-1048,-7491,5310,18245,14850,608,2598,6257,782,2532,6257,741,2071,6257,775,428,2152,-4715,-8025,-14462,295,397,-737,1505,2935,6344,8465,21485,50547,450,1535,6344,8465,21485,50547,2883,6487,4414,7330,3128,6250,4414,3865,-6790,-7385,80,-771,-5720,-2164,19126,20134,-6325,-7385,10888,19670
