,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
7/5/2023,3431,-1558,-2104,4123,-1558,-2589,2168,-698,-2599,3256,-1558,-2104,9961,14458,15321,7172,10906,7814,12226,8847,6570,885,-3607,-7068,3661,3739,3855,835,-3607,-7068,3431,-1902,-2933,4123,-1902,-3418,2168,-1257,-3428,2085,3093,5827,9961,14499,18559,7172,12913,13430,12226,11668,10244,4108,-4623,-31435,7471,12640,11599,4058,-4623,-31435,-6180,-7915,-6180,-7915,-6180,-7915,-6180,-7915,18190,13942,7549,3062,6410,2054,-5040,-8790,-230,-960,-5040,-8790
7/6/2023,116,-437,1616,-739,-2228,1616,-1665,-2228,1616,201,-437,1616,-2636,-6732,-8942,-2920,-3536,-6603,-5154,-6780,-8999,-5478,-6611,-6938,-262,-3225,1655,-5478,-6611,-6938,116,-437,-1622,-739,-2228,-1622,-1665,-2228,-1622,606,586,20,-2636,-7795,-14445,-2920,-4280,-9275,-5138,-7140,-15105,-5558,-11086,-21001,-3966,-7700,-16105,-5558,-11086,-21001,-2955,-6754,-2045,-6754,-2045,-6754,-2955,-6754,-6967,-8704,-3854,-7990,-6965,-9000,-6955,-7325,-3140,-101,-6955,-7325
7/7/2023,3291,2546,11869,2731,1987,12759,2466,1907,10979,2826,2546,11869,4399,6309,10194,2580,2750,6309,7640,7397,178,-964,-831,-5359,7665,7986,10776,-964,-831,-5359,3291,2766,13901,2731,2471,14791,2466,2391,15619,1514,2135,13278,4399,6718,8318,2580,2750,3396,7640,7397,-2384,-964,-4120,-27905,6340,6904,-227,-964,-4120,-28705,5532,13502,5284,13502,6197,10770,6979,13247,8542,9408,4217,5662,4300,4686,-1440,-1771,2287,5255,-1440,-1771
7/10/2023,1040,4291,-3173,1825,3119,-299,1235,1583,-3493,619,2741,-3173,3308,9299,10677,2453,7746,8398,2738,6661,5436,-2820,7055,-1204,2937,5590,7442,-2820,7576,948,1040,4291,-247,1825,3119,345,1235,1583,-1826,54,3292,2153,3308,9299,11445,2453,7746,8398,2738,6661,6180,-2820,8283,-3478,1982,6775,10946,-2820,8083,-1913,1841,271,1841,271,1841,271,1841,271,3611,865,693,-2216,4145,653,-2720,1488,2365,2741,-2720,1488
7/11/2023,536,385,-3482,-140,385,-3482,-1005,165,-2482,216,385,-3482,-260,-3942,-5910,-31,-2117,-5028,-1685,-3634,-7665,2687,1141,-222,-841,-727,-5267,2687,1141,-222,536,-3034,-5950,-140,-3034,-5950,-1005,-3254,-4950,-515,799,-9780,-260,-3833,-8904,-31,-2008,-5560,-1685,-6500,-8500,2687,1045,7320,-2010,-6500,-9937,2687,1045,7320,-4568,-6765,-4568,-6765,-4568,-6765,-4568,-6765,-2080,-4375,-2635,-5712,-1968,-4685,-3663,-1492,-3102,-8620,-3663,-1492
7/12/2023,-760,-5329,-2665,-360,-3629,-2665,-1110,-4586,-1738,-955,-5329,-2665,4355,3372,11758,439,-3708,-5478,3384,-1124,-3732,-2374,-5168,-6032,3596,2559,4151,-2374,-5168,-6032,-760,-6434,-6373,-360,-4734,-6373,-1110,-4586,-4158,-1050,-3285,-3567,4355,3372,12033,439,-3708,-4099,3384,80,-2219,-3499,-25084,-47746,5236,80,-1374,-3499,-25084,-47746,-831,-3032,-3491,-3032,-3003,-3032,-831,-3032,9318,24102,-157,-6,2715,4741,-6795,-5919,2695,6286,-6795,-5919
7/13/2023,-135,-2240,-2327,-145,-2240,-2327,-145,-2463,-2327,160,-2240,-2327,-5560,-6740,-9000,-3264,-4614,-5062,-3283,-3217,-8986,4183,10912,9354,-1146,-3560,1331,4183,10912,9354,-135,-2240,3570,-145,-2240,3570,-145,-2463,3570,-465,-2719,-5166,-6120,-11035,-23040,-3264,-4423,-4127,-3283,-3054,-9748,4183,19260,71721,-4289,-3054,-9748,4183,19260,73911,-517,1742,-427,1742,-621,1742,-517,1742,-6605,-9000,-1199,39,928,-304,11203,15181,-3660,1145,11203,15181
7/14/2023,990,1270,-729,1300,1825,-2184,1365,2050,-439,-570,55,-729,-1740,-4156,-7325,-3670,-6950,-8983,-4445,-6430,-8973,7264,-5970,-8947,-2690,-1087,-8015,7264,-2920,-8947,990,1270,-1505,1300,1825,-1130,1365,2050,-1215,-675,-825,-1348,-1740,-4087,-12842,-3670,-6875,-17580,-4445,-7930,-21100,7264,-9875,-18535,-2585,-7930,-21100,7264,-10505,-18735,2540,816,2350,-814,2370,-334,2540,816,-5992,-8780,-6980,-8595,-6870,-8975,-6975,-8723,-1409,-7635,-6975,-8723
7/17/2023,-640,1080,5090,-640,1080,5090,-650,-600,5090,-615,1080,5090,-2682,-6075,-7595,1086,866,11462,752,5451,869,6465,19185,9457,-679,276,1040,6465,19185,9457,-640,1080,8011,-640,1080,8011,-650,-600,8011,-1505,-3990,-175,-2382,-6310,-13285,1086,866,14968,752,5451,11782,6465,29245,78295,535,6241,13697,6465,29245,78295,1650,8078,1705,8078,25,8078,1650,8078,-6570,-7470,3902,11998,7198,3437,16099,12681,-499,-7470,16099,12681
7/18/2023,1110,973,4322,1115,1043,4457,1160,1043,4462,995,973,4322,-4584,-6785,-8305,-2945,-6255,-8925,-4665,-6720,-8995,-4730,-6560,-8310,-5355,-6245,-8980,-4730,-6560,-8310,1110,973,5156,1115,1043,5226,1160,1043,5230,670,1107,4600,-3508,-6175,-11007,-2945,-5285,-6945,-2945,-5030,-5695,-2730,-15420,-4922,-4200,-6535,-5695,-2730,-15420,-4922,2027,3233,2231,3780,2383,3738,2027,3233,-6610,-8634,-2455,-8905,-2224,-8575,-6945,-8600,-6660,-5255,-6945,-8600
7/19/2023,-485,-4051,-4597,-1300,-4051,-4597,-1300,-4051,-4597,200,-4051,-4597,3105,2681,-3970,347,621,-7156,-278,-2028,-8996,-1581,-229,-4602,-1165,-3819,-4036,-1581,-4620,-4602,-485,-3615,-8975,-1300,-3615,-8975,-1300,-3615,-8975,-370,2430,-2925,3105,4271,5038,347,771,-4444,-278,-1214,-7664,1153,-7,-40952,-1255,-2634,-6954,1153,-157,-38478,-4603,-7463,-4603,-7463,-4603,-7463,-4603,-7463,1295,1830,-1020,-5934,-4555,-5539,-4213,-6489,-5451,-5274,-4213,-6489
7/20/2023,1320,1835,10892,338,1795,10251,425,1665,10916,1146,1835,10892,-1354,-6455,-7913,490,702,-4716,1245,-164,810,8784,15103,37536,924,-6435,-5420,8769,14183,37536,1320,1835,10761,338,1795,10828,425,1665,11421,1281,735,3161,-1354,-7450,-14955,490,1050,260,1245,-164,5148,9891,24683,58860,1094,-3879,107,9876,23763,58060,4723,11455,4803,11455,4666,11705,4723,11455,-6135,-8716,3868,1337,7106,9242,20119,41633,-1050,-4758,19734,41633
7/21/2023,340,364,-2432,270,-156,-1978,253,646,-2577,320,-1700,-2062,773,1383,-1707,4801,4154,-785,3149,685,-3228,6330,4465,9270,583,-1589,-980,6330,5115,9270,340,-2390,-3493,270,-3025,-3518,253,-2593,-3638,495,-2820,-4383,773,1383,-5661,4801,4175,2820,3149,1066,-4109,7475,14074,33012,2339,-375,883,7475,14724,33012,-471,-1201,-3385,-1591,-3615,-966,-2700,-1201,1120,-4787,4526,1216,1218,816,4508,17312,-375,3189,4198,17312
7/24/2023,-1560,-6100,-6745,-1270,-6100,-6745,-260,-5315,-6745,-1560,-6100,-6745,2097,1993,9661,1952,5174,3273,2694,5289,2594,1559,-5568,-9000,297,-2235,1229,1559,-4513,-9000,-1560,-8671,-12579,-1270,-8671,-12579,-260,-7886,-14359,-175,-5325,-14359,2097,1993,11525,1952,5661,4803,2694,5741,7599,5459,-2,-27335,2280,676,9324,5459,-2,-27335,-4715,-6103,-4715,-6103,-4715,-6103,-4715,-6103,6799,9163,-570,-2035,-470,236,-6910,-8855,-2635,-373,-6910,-8855
7/25/2023,1130,-1210,-604,1114,-1210,-772,1344,-1090,-772,1635,-1210,-604,2533,3379,2343,-290,2389,1776,2736,1692,5175,5425,1109,-6588,1269,1907,4348,5425,1109,-6588,1130,-1210,-275,1114,-1210,-200,1344,-1090,-200,2060,-1263,303,2533,4155,8055,-290,2389,2636,2736,1692,7268,5425,7990,26423,2094,1692,7268,5425,7990,26423,-3445,-2705,-3445,-3098,-3445,-3098,-3445,-2705,2340,6057,1973,2804,-1370,7476,-3448,-8761,-1475,5959,-3448,-8761
7/26/2023,3775,10988,23547,3140,13323,24345,3170,12567,24345,2600,12123,23547,2521,12871,5607,4695,13428,11139,6162,4694,9897,10479,8662,9328,3042,6430,-612,10479,9077,9328,3775,10988,24308,3140,13323,24983,3170,12567,24983,1350,6408,22038,2521,13545,13475,4695,13428,11139,6162,7452,9897,12675,7471,-32541,5332,6987,9897,12675,7038,-32541,10849,20719,10849,20719,10849,20719,9204,20719,13131,10445,12714,16415,6827,15636,13492,13025,1165,-1851,13492,13025
7/27/2023,3420,4195,3428,3490,2535,3408,3370,2435,4278,3065,3205,3428,876,-3115,-7398,955,5155,-8047,2683,1242,-8950,7185,14890,22730,-970,-17,-894,6820,13305,20459,3420,4195,4710,3490,2535,4690,3370,2435,5560,3105,2355,-985,876,-2693,-17017,955,5155,-10004,2683,1242,-1869,7185,13780,26525,1810,-528,-6024,6820,12195,24000,2040,6414,1865,8314,1870,8314,2040,8334,-2666,-8911,-1230,-8483,-525,-8783,18104,27589,-5,-894,18104,27589
7/28/2023,705,5895,-1171,2262,5727,-1171,2257,4365,-1171,730,5030,-1171,2982,9504,3041,1165,2375,9206,2514,1996,-3771,3450,-5261,-7249,2517,1455,4558,3450,-5261,-7249,705,5895,-1304,2262,5727,-1304,2257,4365,-1304,1755,8673,-3541,2982,10250,11475,1165,2375,11255,2514,2200,347,3450,-8541,-19167,3240,2200,347,3450,-8541,-19167,2722,-1679,3265,-1679,3265,-1679,2722,-1679,12607,2500,-1731,8758,820,8490,-5900,-6264,-875,3558,-5900,-6264
7/31/2023,1690,-1535,-2145,2725,415,-1648,2040,340,-1648,1075,-1535,-2145,3255,1910,-3312,6495,11173,14599,7593,9447,11237,8293,9248,-1756,1420,555,-3825,8183,10273,-1756,1690,-1035,-7745,2725,915,-6615,2040,840,-10020,300,-5500,-9745,3255,2515,430,6495,11173,15285,7593,9447,12386,8813,30022,55597,6183,9129,12386,8703,29982,55597,-1468,-5738,-1468,-5738,-1468,-5738,-1468,-5738,-2713,-3410,10845,-3053,10797,-6105,1952,-5683,-2935,-3395,1952,-5683
8/1/2023,3745,5645,-898,4070,2270,-898,2450,2270,-898,3570,4175,-898,5535,8249,6954,5705,7308,10204,7164,14375,14718,6676,-743,-2297,2340,1659,5407,6676,-743,-2297,3745,5645,-409,4070,4370,-409,2450,4370,-409,3255,8170,1951,6265,12372,18030,5705,7308,10984,7164,14717,17927,6676,-666,-16899,7650,15315,16630,6676,-666,-16899,-1955,-7194,-1955,-7194,-1955,-7194,-1955,-7194,-3125,-2310,-140,1883,4010,1815,-4065,-7869,150,3954,-4065,-7869
8/2/2023,3765,8092,3104,2515,7132,3616,2863,7280,3396,4280,9317,8339,1529,323,-8930,4005,10603,10891,4175,15969,7493,8657,17966,-1836,415,1570,-8930,8657,19956,-1836,3765,8092,2613,2515,7132,2908,2863,7280,2880,4280,7444,15868,1529,2158,-2580,4005,10603,11187,4175,16371,12980,8657,19551,38824,3870,15003,11930,8657,21541,38824,1309,-3331,1309,-3331,1309,-3331,1309,-3331,-1130,-8605,10840,12588,9658,12064,2343,-7922,4001,-8605,2343,-7922
8/3/2023,3270,216,1172,4094,2962,378,5240,3972,1023,2765,186,1172,5605,7084,6054,5031,2150,572,3627,7725,1698,12925,-1242,-8780,2600,1085,1949,13525,-1242,-8780,3270,216,-2269,4094,2962,-2112,5240,3972,-968,2020,-900,4075,5605,7553,13267,5031,2150,-1950,3627,7725,-3657,13444,1278,-28227,3595,7725,-2250,14044,1278,-28227,-32,1341,1,2088,928,2088,1248,1341,4953,8800,3235,35,3184,6480,-2989,-7845,-475,4692,-2989,-7845
8/4/2023,3387,5348,8009,1965,5493,4648,2115,4617,6822,1978,3868,8944,5544,6728,11102,3275,3239,187,3425,3351,611,7505,7256,30809,3315,3875,7825,7457,7256,30809,3387,5348,8808,1965,5493,4728,2115,4617,5741,1378,2522,8597,5544,6728,10885,3275,3239,187,3425,3351,611,8205,17157,-6317,3765,1897,-3483,7930,17157,-4797,8988,9965,7883,10323,8983,12336,7263,11975,3615,6882,1341,-1298,1234,1908,13600,29893,4987,10394,13240,29893
8/7/2023,510,-61,3190,726,-2249,265,-2391,-2249,265,190,-61,3190,-5368,-6948,-7648,-2755,-6051,-8878,-4666,-6069,-8978,83,6756,-1585,1859,-2720,1558,68,6681,-1585,510,-61,4040,726,-2249,721,-2391,-2249,721,-1005,-4191,-1101,-5368,-7034,-21276,-2755,-6900,-12763,-4666,-12599,-20733,83,11480,17518,-4092,-11494,-20733,68,11405,15988,-1825,-555,-3390,-555,-3390,-555,-1825,-555,-6544,-8875,-3265,-8775,-5350,-8950,-4495,-7377,-1305,2181,-4495,-7377
8/8/2023,1805,3997,4810,1790,2060,3996,280,1705,3924,1615,3822,4810,-3686,-6721,-7720,-4995,-6726,-7187,-5915,-6995,-9000,-5825,-6835,-5657,-335,749,2160,-5825,-6835,-5657,1805,3997,6788,1790,2060,5550,280,1705,4839,1335,3296,6255,-3686,-8821,-18164,-4995,-12156,-22945,-7485,-15105,-31085,-7505,-18855,-53056,-7170,-14000,-31085,-7505,-18855,-53056,2706,5066,2636,5126,3578,5066,2206,5066,-5690,-8015,-5875,-8025,-6335,-6907,-669,1571,-1230,3498,-244,1571
8/9/2023,4996,9161,10413,4915,10029,10499,4925,7971,13112,4781,8586,10491,2061,6404,-403,3751,8220,19200,6486,17801,22933,8871,11143,10502,1450,977,9658,7909,11143,10502,4996,9161,13306,4915,10029,13296,4925,7971,13324,3886,8137,9341,2061,6440,16614,3751,8320,19895,6486,16710,23480,9821,10979,21848,5040,6690,21275,9861,10979,21848,6476,14218,6308,14218,6396,14218,7021,9767,8016,-1804,6896,15594,11376,15326,338,984,4026,7391,338,984
8/10/2023,3990,2818,-5403,4668,2863,-3760,4510,538,-7137,2865,1778,-6261,125,-2096,-3771,10,-565,-8739,-1710,-354,-7539,8394,-6880,-8949,-3330,-618,-8705,8294,-6885,-8949,3990,2818,-5403,4668,2863,-3760,4510,1212,-5360,2865,2078,-1806,125,1536,-5390,10,355,-6004,-1710,-1076,-2429,8394,22220,16179,-2460,-2540,-3960,8294,21088,18004,914,-2222,952,-487,422,-3200,-986,-3056,-2004,-1760,620,-8094,-3236,-8984,-6740,-8929,-6215,-8200,-6740,-8929
8/11/2023,-635,-3600,-6035,-635,-3600,-6035,-1230,-3600,-6035,1665,-3600,-6035,2478,6532,15756,2021,4983,2951,3472,8174,17607,-1090,-5924,-2865,2665,4884,7239,-1090,-5924,-2865,-635,-6320,-12295,-635,-6320,-12295,-1230,-6320,-12295,2245,5343,-5150,2478,6532,19471,2021,6100,4970,3472,8206,26170,-1345,-11193,-8031,2832,6918,25206,-1345,-11193,-8031,-6800,-5481,-6800,-5481,-6800,-5481,-5180,-5481,6740,23372,-712,-5156,1344,12596,-5480,-7553,735,14214,-5480,-7553
8/14/2023,-129,-1063,2243,-824,-1063,2243,-969,-999,2243,641,-304,2243,1239,-822,-3146,1204,-4237,-2609,-1649,-2544,-3477,2973,3557,2334,-175,-2367,-4938,2973,2667,2334,-129,-1063,2134,-824,-1063,2134,-969,-999,2134,1761,5015,452,1239,-822,-4417,1204,-1946,7201,-1649,1274,5481,5203,20380,65969,-1306,184,4261,5203,19490,65969,185,5303,185,5303,255,5303,-520,5303,-3574,-352,666,-182,1368,22,3946,5691,-3576,-4727,3056,5691
8/15/2023,-745,-1263,-3608,-205,-2397,-1451,-510,-2122,-1634,-1753,-2943,-3608,1956,-861,37,2070,1483,6221,400,751,5657,6544,1926,8812,58,-455,2022,6424,931,8002,-745,-1263,-3025,-205,-2397,-3078,-510,-2122,-3399,-1753,-3673,-4744,1956,-861,-2310,2070,2437,9605,400,1792,9454,11794,20117,75323,400,1792,11772,11674,19122,74513,2326,3065,-2665,3065,-2665,3065,1361,5735,-629,6366,6366,25000,7762,25579,14107,14186,-55,2452,14107,14186
8/16/2023,2250,2189,-2828,2510,2549,-3038,2320,2239,-3357,1860,2189,-2828,3469,7974,7644,2020,4784,-521,3003,3871,4647,4275,-6955,-3264,650,529,-6975,4155,-6955,-3264,2250,2189,-1110,2510,2549,-1235,2320,2239,-1485,1697,5460,-655,3469,7974,11153,2020,3595,7310,3003,4551,10630,6420,14915,24133,1555,4651,6972,6300,14310,23053,1872,3845,1872,3845,1872,3845,1872,3845,13695,8816,6355,7861,4989,15620,-6895,-9000,3674,454,-6895,-9000
8/17/2023,3089,3055,1397,3092,2971,897,2890,2990,-1215,2528,3055,1397,3914,1091,467,1392,1959,-4075,4936,418,-8729,5847,9840,10498,3271,25,624,5847,8710,10498,3089,3055,1474,3092,2971,1095,2890,2990,755,1808,1541,3723,3914,1091,2419,1392,3447,1805,4936,3854,-1083,8326,16183,31423,5531,2154,-1928,8326,15053,30443,4375,874,4355,874,4136,874,4555,874,793,373,2424,-1921,4167,1270,12920,19888,332,-506,12465,19888
8/18/2023,-390,5806,18744,-390,6437,18586,25,6396,18182,-905,5806,18744,-890,-3649,-1451,180,7756,21748,-544,2930,9143,3610,16378,8056,-1530,-4735,-1081,3610,16378,8056,-390,5806,19494,-390,6437,19242,25,6396,18545,-905,3189,13293,-890,-3405,-3102,180,7756,21748,-544,3085,8865,3610,27312,76472,-944,2415,8865,3610,27312,76472,6636,16272,7369,16272,7271,16164,6541,16272,-3787,1650,7250,21422,6188,15816,9220,3218,1400,-283,9220,3218
8/21/2023,1010,1126,8601,1010,1126,8601,215,1555,8601,760,1126,8601,-2160,-6129,-7793,-1870,-2325,-3913,-1757,-5109,-3366,-2255,2120,17120,491,1763,1786,-2255,2120,17120,1010,2110,9487,1010,2110,9487,215,2277,9487,-115,1169,6522,-2160,-5594,-12739,-1870,-2325,-2839,-1757,-3704,-6059,-1900,-1880,24062,-2247,-1011,-7154,-1900,-1880,24062,2100,8668,2100,8668,2202,8668,2100,8668,-5684,-8319,-1096,-343,2280,2792,8670,13430,2450,1421,8670,13430
8/22/2023,2625,-460,1302,2625,-1452,1302,1452,-1784,1960,1720,1220,1302,1117,9410,1358,5858,13398,8389,6941,9549,11757,13331,13106,2242,2250,1164,1822,13331,8304,2242,2625,-460,1606,2625,-1452,1606,1452,-1571,2447,1405,-140,247,1117,9410,1669,5858,13398,11025,6941,9984,13245,15506,17890,23997,6916,8674,12150,15506,17159,23997,-913,2847,-913,2847,-913,2847,152,2847,8312,6009,13530,7113,8600,670,5828,-4860,-1560,7248,5828,-4860
8/23/2023,3603,6881,12339,3818,6760,11725,4251,7770,11765,3573,5296,12339,2955,2968,-1986,5477,9268,14764,4665,10509,18129,7552,4312,-3240,640,-717,-5580,7552,4312,-3240,3603,6881,14337,3818,6760,14599,4251,7770,14464,3115,3737,11182,2955,3633,295,5477,9268,15851,4665,10509,19529,7552,20355,-13010,3682,13359,19529,7552,20355,-13010,4765,-89,4825,-94,4554,-303,3655,-89,1875,1974,8341,6541,14152,5724,-2360,-5034,772,-4685,-2360,-5034
8/24/2023,1020,4417,5796,2282,3397,6023,1307,2791,5566,1000,2235,4126,-4929,-6984,-8952,-602,138,-6381,-2299,-2141,-8999,12560,21728,35156,-535,-5400,-8375,12315,20270,36611,1020,4417,5796,2282,3397,6023,1307,2791,5566,1120,1672,1333,-4929,-11426,-26551,-602,138,-6433,-2299,-2141,-15837,12560,25146,50591,-1659,-1855,-14716,12315,23371,50421,5027,8181,3674,8181,3674,8181,3147,8181,-6988,-8955,-427,-7173,-800,-5053,19678,44022,-796,-7105,19488,44022
8/25/2023,1437,1603,-1109,1407,843,-211,1577,2087,-1193,1187,1603,-1109,1706,7500,9211,466,2087,-1421,2485,5542,-3820,-645,1427,-7816,3842,930,5063,55,1384,-7696,1437,1875,-834,1407,1564,1221,1577,3179,-389,347,2600,-2304,1706,7500,8246,466,2087,-3673,2485,3633,-4802,-645,2434,-27375,-30,2758,-5512,55,4721,-25375,-820,2305,660,2039,705,2729,-820,2305,3945,15162,-3140,-3425,2076,-1177,3319,2203,7133,4475,3319,2203
8/28/2023,-980,2664,1331,-955,1996,1495,-995,2878,1495,150,1939,1341,4206,5589,11264,5637,2536,6417,2084,4680,6818,-2570,-5759,-8383,2278,3631,4513,-2570,-5759,-8383,-980,2664,-715,-955,1996,-4075,-995,2878,-4075,1020,4927,5455,4304,9025,19525,5637,3440,6147,2084,4384,7675,-5870,-19220,-31243,1319,4384,7675,-5870,-19220,-31243,3543,142,4268,142,3843,142,4273,142,6387,9102,5255,9145,6233,10862,1185,-461,4734,6910,1185,-461
8/29/2023,1020,2861,6572,877,2827,7313,1320,2946,7079,1180,732,6572,-1105,-2995,-201,955,2427,12873,1987,1726,18325,3557,16469,13976,-950,2224,-5880,3557,16469,13976,1020,2861,7267,877,2827,7313,1320,2946,7079,1046,1335,1674,-1105,-1085,4,955,2427,13285,1987,1726,19566,7950,22980,81358,725,-378,18402,7950,22580,81358,4212,5984,4172,6183,4259,6021,2100,7634,-2640,-5467,1875,4508,7156,12123,18055,17256,1910,67,18055,17256
8/30/2023,2065,-3667,-5023,1440,-3667,-5023,1440,-3667,-5023,2595,-3667,-5023,3389,5445,13191,2981,2667,8670,3811,2227,6081,3996,1449,1204,3169,3478,1227,3996,1449,1204,2065,-3667,-6888,1440,-3667,-6888,1440,-3667,-6888,2570,-1371,-3442,3389,5445,14048,2981,2667,10633,3811,2227,8018,3996,202,-4331,3295,2103,7188,3996,202,-4331,-4547,-3715,-4547,-3715,-4547,-3715,-4547,-3715,7956,8391,3216,4225,1344,1700,-1398,-1373,21,1471,-1398,-1373
8/31/2023,4380,3553,1497,3815,3973,1497,2974,1628,1497,4005,3553,1497,8330,13562,12430,3638,8374,-40,6898,6435,1760,4817,-4029,-7262,2228,4324,3724,4817,-4029,-7262,4380,617,-3630,3815,1097,-3630,2974,-143,-3630,1846,967,-4858,8330,13309,23547,3638,8447,5132,6898,10231,9789,7257,-15173,-55786,6898,9776,-1151,7257,-15173,-55786,368,2144,-2043,2144,-2043,2144,368,2144,16204,14381,7515,4324,6751,4605,-1729,-4695,4112,5917,-1729,-4695
9/1/2023,1955,1135,-1480,1230,1962,2311,2992,2982,-2629,135,770,-1480,-734,-3145,-8077,615,-3942,-6345,897,1453,-4502,1687,-995,-6089,440,-844,-5359,1687,-730,-6089,1955,1135,-1059,1230,1962,2727,2992,2982,-2213,-1240,-450,-1480,-734,-2575,-6019,615,-7578,-11776,897,-324,-6051,1687,7940,-36220,-55,-874,-10703,1687,9120,-36220,3245,6624,4335,7294,5087,8664,3245,6624,-3255,-6240,-4526,-7950,-3370,-8105,-3983,-7913,-779,-5359,-3983,-7913
9/4/2023,2055,3110,2288,2055,3110,2288,2055,3110,2288,2055,3110,2288,2960,4019,6895,3645,5000,8799,4592,6725,11561,6126,5509,7347,1852,1291,4358,6126,5509,7347,2055,3110,2770,2055,3110,2770,2055,3110,2770,-335,1595,2770,2960,4019,6792,3645,5000,8941,4592,6725,12538,9255,18601,32964,4162,6725,12538,9255,18601,32964,-1230,-1330,-1230,-1330,-1230,-1330,-1230,-1330,1700,7686,1110,4176,2610,2967,4295,7360,704,5684,4295,7360
9/5/2023,-475,-3029,-4387,-110,-3680,-4677,530,-3065,-4677,80,-3029,-4387,3940,5039,5375,3146,4543,5204,6444,1352,2010,4800,-6775,-3367,1585,319,1696,4800,-6775,-3367,-475,-4690,-8794,-110,-3680,-11429,530,-3065,-11429,1300,-2645,-7060,3940,5039,7350,3146,4543,5137,6444,1352,1779,4800,-2246,-21073,5867,-767,255,4800,-2246,-21073,-3455,-3579,-3615,-3869,-4174,-3869,-3455,-3579,3167,7100,834,5507,-1719,-79,-6932,-2600,204,1896,-6932,-2600
9/6/2023,2035,1178,-2529,1465,1159,-2529,2143,-2922,-2529,1165,1178,-2529,-1140,-5405,-7325,1822,-658,-5710,-1750,-6278,-2743,-1979,-5866,-5398,-1451,-719,-3865,-1979,-5866,-5398,2035,1575,-4103,1465,1337,-4103,2143,-1846,-4103,308,-453,1873,-1140,-6235,-7915,1822,-160,-4975,-1750,-9987,3491,-706,1786,20806,-512,-8455,3491,-706,1786,20806,-395,3299,-395,3299,-395,3299,-395,3299,-4325,-6570,-4200,-8346,1029,-6271,-4074,-7661,28,-4975,-4074,-7661
9/7/2023,-165,-383,622,-165,-383,622,-165,-393,622,-665,-383,622,-621,-307,-4834,143,3147,3141,-1349,5352,-887,-3090,2706,-2884,-711,1396,1196,-3090,2706,-2884,-165,-383,1359,-165,-383,1359,-165,-393,1359,-375,-2190,5834,-621,-355,-5146,143,3147,557,-1349,5352,-6508,-3090,16161,8493,-1619,6119,-4314,-3090,16161,8493,346,1058,346,1058,-944,1058,346,1058,-4315,-5909,4195,3819,1116,-1057,-3763,-7726,-3865,1173,-3763,-7726
9/8/2023,-385,-1745,-2750,360,-1935,-2555,885,-3155,-702,-635,-1745,-2750,-1200,-3890,-8110,-2620,-1761,-8920,-2381,-6208,-8270,-4565,-5486,-8327,-775,-1131,-5385,-4565,-5486,-8327,-385,-1745,-2750,360,-1935,-2555,885,-3155,-45,265,-3710,-4615,-1200,-2050,-8305,-2620,-3925,-15685,-2381,-8480,-17937,-4820,-22275,-65725,-955,-8810,-17937,-4250,-20435,-65725,-2120,-1485,-2120,-1485,-2155,-1485,-2120,-1485,-5826,-6384,-5785,-6015,-6255,-8365,-6580,-8237,1153,-8975,-6580,-8237
9/11/2023,-870,-706,-712,-1640,-706,-712,-1640,-706,-712,-1075,-706,-712,-1740,-5845,-9000,-4686,-6997,-8996,-4605,-6993,-8996,-5980,-6999,-8977,-765,-1102,-2234,-5980,-6999,-8977,-870,188,-650,-1640,188,-650,-1640,188,-650,-10,5401,692,-1740,-4455,-11475,-3680,-5622,-17510,-4060,-3113,-14173,-9270,-15469,-27334,-4465,-1463,-14173,-9270,-15469,-27334,-271,-4228,-271,-4228,-271,-4228,-271,-4228,-6515,-8580,-7000,-9000,-6995,-9000,-7000,-9000,-4002,-8870,-7000,-9000
9/12/2023,303,-590,-2915,250,-590,-2915,365,-605,-2915,-415,-590,-2915,1939,-2744,-8699,814,1144,-1629,1818,946,558,6671,9603,18826,1792,1491,-4517,6656,9603,18826,303,-590,-5520,250,-590,-5520,365,-605,-5520,1705,-397,-7490,1939,-2657,-7862,814,1144,471,1818,1469,1876,5571,16400,42687,2111,1950,718,5571,16400,42687,-2717,-3542,-2717,-3542,-2717,-3542,-2717,-3542,-3816,-8960,2266,2074,1830,4066,7436,15824,341,-3035,7436,15824
