,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
9/13/2023,600,-912,4334,430,88,4334,1955,1543,3511,330,-912,4334,2390,6521,17911,489,2845,1629,337,4119,8431,224,-2221,-5138,2410,3239,2810,54,-2221,-5138,600,-912,3565,430,88,3565,1955,1543,1484,1675,1695,3723,2390,9502,29178,489,2845,2252,337,4119,7840,-2401,-15523,-44965,774,5229,7025,-2571,-13398,-44965,2038,8183,4033,8183,3343,5952,2038,8183,-1438,8527,-1540,-4849,271,345,-4719,-7752,-1468,-2041,-4719,-7752
9/14/2023,4952,4261,187,4880,3007,187,4925,3413,187,4952,3799,187,2649,5185,2435,2186,3703,4178,1970,2842,-1682,1101,-6640,-7237,795,-787,1721,1101,-6640,-7237,4952,4261,-36,4880,3007,-36,4925,3413,-36,3212,4288,3273,2649,5185,8298,2186,3727,3354,1970,2849,-1608,3905,4502,-19921,1285,2849,-1608,3905,4502,-19921,-1530,-5972,-1520,-5972,-460,-5972,-1530,-5972,3030,344,3857,2165,2431,1122,-5923,-8237,1035,-280,-5923,-8237
9/15/2023,1560,-1718,-1746,-290,-847,-1899,-1165,-1319,-14,1000,-2494,-1746,-935,-2998,-6063,3055,2985,636,4541,6390,-3978,10164,21632,-3001,805,7,1916,10089,21232,-3001,1560,-1718,-1362,-290,-847,-1407,-1165,-1319,478,320,-1344,-4678,-935,-4183,-10678,3055,2985,726,4541,6390,-2726,10934,27186,4265,5357,8605,-2551,10975,26536,3470,-1359,-882,-1359,-882,-1359,-882,-1359,-882,-4583,-3900,-709,14103,-2109,15829,-4992,-2578,285,801,-4992,-2578
9/18/2023,-1631,846,9705,-656,1604,9705,-1456,1620,9705,-1785,846,9705,3074,50,-1834,1034,-6458,-6819,923,-3389,-6882,-5777,-6610,-8938,2437,2218,2612,-5777,-6610,-8938,-1631,846,7527,-656,1604,7527,-1456,1620,7527,-380,-3172,11495,3074,1328,14848,1034,-7298,-3865,923,-3389,-670,-5777,-22631,-57113,2265,-3389,-670,-5777,-22631,-57113,3755,2793,4544,2793,4569,2793,2730,4423,3735,1541,-4616,-4945,-6976,-6312,-6745,-8410,2325,93,-6745,-8410
9/19/2023,126,141,1107,-50,836,1154,375,-637,-649,245,758,1107,1583,863,-57,90,3219,406,645,763,-4287,-3311,-4032,-4680,863,2428,5871,-3316,-4032,-4680,126,141,529,-50,836,576,375,-637,-2965,95,-220,-2802,1583,163,-118,90,3219,2651,645,763,-4606,-4931,-9490,-32933,475,562,-2536,-4936,-9490,-32933,-1105,-1697,-1122,-1697,-590,-1697,-1105,-1697,1427,-1516,2325,-1199,2896,-8960,-4344,-8897,735,5928,-4344,-8897
9/20/2023,670,-1899,-8312,560,-2116,-8312,495,-2819,-8517,940,-1899,-4484,-872,-3239,-6954,881,3387,14944,2115,-1450,31937,13997,17639,29083,1565,-5950,-7010,13517,17059,27988,670,-1363,-7261,560,-1398,-7461,495,-2102,-6646,2565,279,6483,-872,-4660,14116,881,3387,12415,2115,-1450,32661,14262,28865,48072,1435,1471,34206,13782,28285,46317,385,-1364,-130,-2029,-300,-398,385,-1364,13801,-8995,1946,7627,18719,13088,21245,35948,-35,-8850,21245,34673
9/21/2023,2055,2381,-2658,1836,2511,-2728,2001,2262,-2728,2602,2381,-2658,4793,143,-6940,3232,3725,2244,3611,2788,-5971,7549,13000,18698,3339,1164,1307,7549,12725,18698,2055,2682,630,1836,2646,560,2001,2563,560,565,1495,-2655,4793,143,-6727,3232,3725,3851,3611,2788,-3962,7549,15755,27554,4708,2436,-4877,7549,15010,27554,625,-1024,625,-1024,625,-1024,625,-1024,1648,-5635,4072,1311,-120,3775,12965,24853,2746,3575,12965,24853
9/22/2023,1384,5816,4323,2594,1800,5156,2134,1410,3526,1036,5821,4323,3791,8433,7746,2035,4593,1066,2046,6702,-7142,-5840,-6980,-3864,1520,3418,2594,-5840,-6980,-4219,1384,4917,3340,2594,1800,4115,2134,1410,2485,1036,2300,-60,3791,8433,8463,2035,4978,162,2046,7150,3480,60,-7064,-5488,590,4211,1882,-85,-8524,-5843,3204,2785,3154,7210,3709,10727,2409,2785,8607,8874,8189,6442,6179,-8915,-4560,-1614,2148,6809,-4560,-2119
9/25/2023,4345,9722,4296,1495,6904,4296,1690,7324,4296,2937,7682,4296,3324,4576,9808,2076,8012,3846,1248,9842,10822,3405,5595,571,1920,-2070,1289,3405,5595,571,4345,6904,-6400,1495,6904,-6400,1690,7324,-6400,1855,2744,1060,3324,4725,7958,2076,8352,6699,1248,10182,13734,3290,13295,27524,2732,9567,12209,3290,13295,27524,10418,1255,9613,1255,6466,1255,10418,1255,4531,3662,3290,2808,5357,8874,4820,3087,-65,2101,4820,3087
9/26/2023,-1145,-215,-6880,-1285,-310,-6795,495,-260,-4795,-1145,-215,-6880,91,1763,-108,2808,9032,-2047,1437,9171,2605,10470,30811,7819,1822,3925,-5354,10415,30611,7819,-1145,-1220,-8295,-1285,-1315,-8380,495,-1265,-6285,-2245,-2835,-12365,91,1986,-2106,2808,10722,5046,1437,9804,4468,10762,39787,37803,1242,6955,2723,10707,39587,39938,-940,-4469,-940,-4469,-890,-4469,-940,-4469,-1992,-1272,5003,3781,9770,21811,24511,1808,3934,-7219,24511,1808
9/27/2023,1315,3157,3411,2325,4027,3421,2270,2427,3421,2450,3157,3411,6164,9953,11071,3950,9466,14409,7511,12499,19888,5882,15527,-6643,5895,3460,5971,5882,15012,-6643,1315,3157,3142,2325,4027,2978,2270,2427,2978,1452,131,1288,6164,11238,20001,3950,9466,11028,7511,12499,20104,5882,18426,13965,8076,13326,19170,5882,17911,13350,7004,1780,6929,1780,6754,1780,7004,1780,12035,17183,10620,15010,17525,20464,9847,3504,3821,5034,9847,3534
9/28/2023,910,-3905,-6987,-1325,-3885,-6432,-1495,-4183,-5332,415,-3905,-6987,1470,2740,-5865,3052,3950,-2209,1869,2382,-3719,918,-6503,-6571,2325,721,-510,918,-6503,-6571,910,-7852,-11351,-1325,-7832,-11072,-1495,-8130,-9208,-85,-6920,-11410,1470,3675,5707,3052,4572,-3026,1869,3208,1583,918,-2197,-7589,2665,4273,-1246,918,-2197,-7589,-2825,-5948,-2840,-6182,-4270,-6182,-2825,-5948,5101,-652,5266,-1044,1714,2758,-5983,-7714,-264,427,-5986,-7714
9/29/2023,-175,1271,-299,90,2032,651,673,2702,836,340,1851,-299,420,546,-5889,-245,4007,-8920,-270,122,-8985,3488,-6825,-6788,700,4685,-865,3288,-6825,-6788,-175,1271,144,90,2032,1094,673,2702,1279,20,930,-2165,420,1780,20,-245,4445,-3105,-270,485,-8910,3488,-1844,-21102,275,3785,-2700,3288,-1844,-21102,5141,3766,5948,3766,5948,3766,4781,1852,-97,-8665,519,-8745,-4885,-8960,-5515,-8970,609,2450,-5515,-8970
10/2/2023,685,3912,2694,1023,1446,3395,1420,2434,4370,2325,6367,2694,5491,5549,2642,8702,389,1884,969,7802,4855,-1599,-4415,-5171,1985,9942,6197,-1684,-4804,-5171,685,3912,2393,1023,1446,2358,1420,2434,2085,2055,2398,6339,5491,4759,7527,8702,389,-2101,969,7802,2864,-1599,-4757,-11621,1495,7645,3383,-1684,-4757,-11621,2160,3634,1255,3570,3147,1831,2499,3634,5561,4980,5276,1783,1290,-2904,-4579,-1921,-165,6026,-4579,-1921
10/3/2023,907,1180,-1063,262,860,644,1307,2495,639,907,1180,-1063,-2252,-2065,-5872,242,4966,9344,-145,8290,6356,11577,18951,15115,-97,-261,-6447,12232,19646,17410,907,2540,1329,262,2220,3187,1307,3150,2742,-995,-1250,1576,-2252,-1940,-1909,242,5495,11695,-145,8633,10713,12647,23338,111962,255,7373,12126,13302,22938,110942,5645,2334,5635,2138,5516,2063,5645,2334,-812,940,9850,9285,10277,16988,20331,15520,3475,-5919,21426,15520
10/4/2023,780,-1525,-2609,-835,-350,-1985,-890,-95,-1609,50,-1525,-2609,3240,7899,6011,3185,5629,4002,4369,8915,3170,4190,9154,9417,1831,3133,7653,4190,9154,9417,780,-1525,-1685,-835,-350,-1630,-890,-95,-1685,-865,-505,2403,3240,6374,-2717,3185,5629,4386,4369,8915,3170,4190,12089,30701,3178,10520,4063,4190,12089,30701,788,144,721,-206,966,-261,788,144,3700,9469,5485,4854,9248,5699,9785,17811,7961,6271,9385,17811
10/5/2023,660,2250,4505,1551,4101,4501,2105,1695,3312,1330,1630,4505,1544,-772,-7200,-111,-5495,-7129,-539,-2592,-8591,-4880,-5484,-7295,550,3825,1553,-4880,-5484,-7295,660,2250,4505,1551,4101,4501,2105,1695,5657,1155,1223,-711,1544,-1160,-4361,-111,-7035,-11550,-539,-2592,-12959,-5455,-10610,-49763,-754,870,-8512,-5455,-10610,-50253,3485,5685,3800,5900,2250,5900,3485,5685,-352,-2034,-2699,-2321,-6080,-7767,-6029,-8642,1685,2051,-6029,-8642
10/6/2023,2638,5192,10921,2698,5187,11086,2890,6029,10258,2835,2018,10181,-5800,-6940,-5190,-705,-5259,-8295,340,-4484,-7300,7101,7887,-1859,-3793,-6940,-5190,7101,7887,-1859,2638,5192,11287,2698,5187,11478,2890,6029,11352,2835,2018,9125,-3660,-6250,-13525,-705,-2770,-2125,340,-1325,5165,7453,8072,45227,-660,-835,5165,7453,8072,45227,5712,11686,5429,12168,6587,11710,2977,9868,-6750,-7490,-3612,-5638,-2765,-8995,8898,431,-6750,-7490,10188,431
10/9/2023,310,2025,1094,310,2015,1094,-320,630,1803,-190,2025,1094,2373,-1168,170,2953,2493,4091,3232,2037,2953,3238,13354,10418,2490,-1133,1968,3238,13354,10418,310,2025,3524,310,2015,3524,-320,630,3674,-1085,-215,-2335,2373,-1057,-381,2953,2510,6212,3232,2037,4094,3238,11185,25382,3272,3902,2601,3238,11185,25382,825,-114,935,-114,935,-2132,825,-114,-3772,-7584,1848,1125,-1538,-119,10867,7147,-2790,77,10992,7147
10/10/2023,2523,4204,-2370,847,4113,-1443,2589,5808,2098,3162,4204,-2370,4471,2247,938,1566,-624,-511,2909,-2641,-4435,-3913,-4486,-6836,2006,1980,5651,-3913,-4486,-6836,2523,4204,-8272,847,4113,-7272,2589,5808,-5347,3975,4434,2843,4471,2247,3482,1566,-624,197,2909,-2641,-4098,-1125,-7807,-30995,4026,-1299,-3562,-1125,-7807,-30995,2389,-2784,2260,-2174,4274,-2037,2389,-2379,4507,9320,506,3893,-955,1991,-2215,-4838,5812,8272,-2215,-4838
10/11/2023,1545,-2802,-1030,650,-2811,-995,-175,-2866,-1040,970,-2802,-1030,1079,4754,404,-145,1780,-1666,906,-1563,-3369,4184,1832,-1622,3839,2345,6070,3377,1832,-1622,1545,-2802,-2185,650,-2811,-2150,-175,-2866,-3766,-1375,-992,3369,1079,5735,6762,-145,1780,-1260,906,-1563,-3071,4184,87,-37143,3032,-859,-236,3377,87,-34963,2652,5054,2652,5054,4428,5054,2652,5054,4074,77,3677,684,4332,-3841,1511,3773,4031,5812,1511,3773
10/12/2023,1345,4293,5827,1315,4808,5879,1760,5690,7867,370,4293,5827,3860,10373,8441,1390,3530,-4722,4820,6678,-6589,-2111,-2655,-2532,4076,7778,2540,-2111,-2655,-2532,1345,4293,6399,1315,4808,6249,1760,5690,6795,1500,4603,1338,3860,10373,10511,1390,3530,-6930,4820,6678,-3195,-2111,-12855,-37530,4780,6185,-5130,-2111,-13210,-34790,2883,9088,2458,9435,3663,9108,2128,7248,9532,7667,1587,-6914,5995,-372,-1721,-7131,6912,2664,-1721,-7131
10/13/2023,2147,999,-5883,2507,728,-5883,2432,1977,-6813,1662,499,-3973,1580,616,-1373,995,1665,1288,1790,2766,-2087,10135,9881,-7420,-945,-1860,-1462,9935,8495,-7420,2147,999,-5685,2507,728,-5685,2432,1977,-6410,727,-353,-525,1580,-396,-4522,995,1665,2615,1790,2766,2263,10135,21995,40864,1354,2047,1460,9935,21895,41669,70,-8004,70,-8004,70,-8004,805,-8004,5028,4555,8458,1366,2330,855,5643,-7736,792,-24,5643,-7736
10/16/2023,2656,5673,-2177,3953,5426,-1792,2958,6426,-1792,1875,6833,-2177,1944,6295,5652,2869,11135,12241,4272,8581,9438,7479,8158,1917,1840,1250,562,7479,8158,1917,2656,5673,-2177,3953,5426,-1792,2958,6426,-1792,149,4774,6034,1944,7039,14071,2869,11387,15682,4272,12617,19378,9236,30576,45476,3113,12697,18423,9236,30576,45476,-5522,-3870,-4522,-3870,-4522,-3870,-5522,-3870,3591,2617,7166,10163,5477,4372,10100,5387,1150,-1083,10100,5387
10/17/2023,621,-645,697,111,-565,697,1196,1305,1312,-100,-645,697,1949,1768,3340,-1422,-2943,-7520,-2546,-4331,-3914,-5638,-6745,-8430,917,1132,3685,-5638,-6745,-8430,621,-645,3557,111,-565,3557,1196,80,4172,1117,750,658,1949,2295,10028,-1422,-7360,-11485,-2546,-5543,-12712,-11120,-26920,-76870,-1427,-5543,-12712,-11120,-26920,-76870,865,1269,865,1269,1880,1802,865,1269,6983,12366,-3650,-3495,-1245,-1505,-6895,-8765,-1570,1731,-6895,-8765
10/18/2023,3308,5782,5997,3166,4511,5997,2421,5554,6912,4223,5782,5997,2596,4700,-8771,2640,245,-965,1770,7568,6828,6672,27701,40185,420,-1972,-3809,6557,25411,39385,3308,6380,7465,3166,4511,7465,2421,5554,8380,3723,5519,7462,2596,4700,-14605,2640,245,-2195,1770,7568,4895,6672,31757,55387,420,3145,2505,6557,29467,53637,6180,4302,5035,4302,5840,4302,5035,4302,-1759,-7505,-1340,-1369,4400,4590,31804,50532,-1163,-4913,31804,50532
10/19/2023,3335,16801,13880,4258,8197,10570,3281,6060,9507,3135,16341,9005,5459,1866,12395,6781,8626,32805,6552,8347,6592,17015,38692,46416,5463,5821,1349,16985,38257,45641,3335,16801,14199,4258,8197,11121,3281,6060,6065,2485,5768,3298,5459,3008,8312,6781,9405,20099,6552,8838,14011,17015,41239,58958,5982,9149,14441,16985,40804,57418,5985,5715,4390,4069,4232,4069,4552,3392,4016,6848,9430,21217,12776,13053,37575,46396,6089,5892,37575,45486
10/20/2023,3350,2800,5603,3204,3148,7506,3399,4005,3743,645,2800,5603,2968,5829,11371,4057,4549,16054,7308,11885,9237,9195,7906,18537,2517,3025,2816,9105,8114,18537,3350,2800,6355,3204,3148,7538,3399,4005,3240,2415,265,7404,2968,5829,11896,4057,6551,18062,7308,12171,21786,11979,22231,70326,6228,12936,17366,11879,22581,67856,7777,10444,8555,10444,9236,8822,7777,10444,5579,9162,7237,19310,9838,18451,11327,22597,3775,6926,11817,22597
10/23/2023,3577,8305,17567,3549,9160,17567,4228,9070,17517,4957,8540,17567,870,-2093,-5870,3420,3065,1378,1465,5291,1667,2852,5844,-5226,1500,3657,-5557,2797,4944,-5226,3577,8835,20053,3549,10454,20053,4228,10364,20003,5067,10522,25513,1170,-1267,-5262,3420,3065,-1655,1465,5291,2672,2852,5536,2474,410,5857,672,2797,4636,2474,9920,18926,10774,18926,11770,18876,10060,18926,-3835,-6303,-2375,-4123,-2400,-4151,4711,-3030,4111,-5893,3811,-3030
10/24/2023,345,4825,8749,335,4860,8749,330,4815,8744,525,4825,8749,736,2937,4990,-150,2491,2826,512,5858,4899,-650,3250,-2623,1607,2505,3594,-650,3158,-2623,345,4825,11019,335,4860,11019,330,4815,11014,270,1495,5499,736,2937,6387,-150,499,1961,512,4310,5111,-5615,-9289,-11684,-219,4310,4152,-5615,-9594,-11684,4657,11706,4607,11706,4892,11701,4657,11706,537,3653,444,6848,1629,4373,4990,2048,643,3306,4990,2048
10/25/2023,-215,-1115,-2047,-300,-420,-2317,-217,-554,-2422,-315,-1115,-2047,-1124,-6878,-8404,3685,3201,-1297,488,-828,-6810,10029,14887,25532,-54,-557,-811,9844,14887,25532,-215,-1115,-1390,-300,-420,-1660,-217,-554,-1634,-690,-3755,-6283,-1124,-5775,-16477,3685,3688,1153,488,-428,-7959,10029,20515,41219,2316,1960,-5634,9844,20515,41219,-1480,-4589,-1480,-4589,-1480,-4589,-1480,-4589,-6410,-8067,-642,-4693,-1025,-6777,16554,15306,1423,132,16554,15306
10/26/2023,1768,882,-876,2191,337,-876,406,257,-996,788,882,114,5999,9665,6663,3517,7731,10743,4314,6584,20983,5681,-5753,-4384,2962,227,6121,5681,-5999,-3128,1768,882,-486,2191,337,-486,406,257,-606,498,-2534,-3955,5999,9938,26407,3517,7731,14237,4314,7207,19682,5681,-10843,-1606,4311,8327,21077,5681,-9819,-6366,3239,5153,3239,5153,1784,5153,3239,6143,14983,9240,10880,15685,12346,23425,-3373,-6824,582,-1662,-3373,-4493
10/27/2023,503,1579,1243,730,1519,1178,1389,1539,1178,783,1579,1243,1668,3291,-6814,829,8981,-8040,381,11541,-7896,785,-6434,-8990,1132,283,2944,770,-6434,-8990,503,1579,-2199,730,1519,-2264,1389,1539,-2264,65,2597,594,1668,3291,-3879,829,8981,2025,381,11876,-5265,3295,9273,-17298,560,10499,-6265,3220,9103,-17298,1747,5055,1747,5055,1747,5055,1747,8180,2069,-2328,6340,9295,-5775,-8545,-6990,-4442,-1520,7986,-6990,-4442
10/30/2023,-1635,1250,2028,375,2909,-95,-515,-3435,-3497,-1635,1250,2028,1897,8367,8573,290,3080,-2559,1960,7161,981,-3351,-2776,2002,1345,6955,6329,-3406,-1286,2002,-1635,550,5075,375,2435,5970,-515,-900,2515,180,4082,4823,1897,8367,11142,290,3080,-6758,1960,7655,1076,-3351,-7932,-41500,1340,3115,5826,-3406,-6442,-41500,1550,-2460,-245,-4169,-27,-5394,1550,-2460,8691,14067,4466,4722,5854,3179,-4913,-7106,7413,9235,-4913,-7106
10/31/2023,-4455,-6477,-7713,-4455,-6477,-7713,-4455,-6477,-7713,-4455,-6477,-7713,685,-5111,-7277,494,-4316,-2869,-2135,-5696,-8445,-4385,-2415,-2529,-1001,1215,-4684,-4385,-2415,-2529,-4455,-6060,-10085,-4455,-6060,-10085,-4455,-6060,-10085,-3630,-7000,-13200,685,-5612,-10082,494,-4515,-1224,-2135,-6421,-9341,-3900,-5295,-2430,-2100,-6981,-10136,-3900,-5295,-2430,-6140,-8910,-6140,-8910,-6140,-8910,-6140,-8910,-2677,-7860,-5195,-3800,-4993,-4363,-5290,-8975,-2793,-5838,-5290,-8975
11/1/2023,1865,170,-1778,300,170,-1778,300,-1776,-1778,745,81,-1778,659,14884,10114,1810,2035,2379,1443,452,2598,4931,7103,13079,-1100,583,-3771,4906,7628,12279,1865,170,-4584,300,170,-4584,300,-1776,-4584,890,-1210,-4968,659,15052,790,1810,2035,4036,1443,707,5495,5733,17270,38238,1390,-353,1809,5708,18220,35988,28,4894,203,4894,203,4894,28,4894,318,436,1400,7659,4863,4026,11097,20200,-1465,-3259,10997,19400
11/2/2023,-624,28,971,-1314,28,971,-664,28,971,-889,28,971,324,-2374,-3515,1706,2095,6239,1571,3773,5221,3022,7590,2220,-10,1459,691,3022,7590,2220,-624,28,4967,-1314,28,4967,-664,28,4967,-1305,-744,-746,544,286,444,1706,2871,8142,1571,4585,14189,3022,16163,39089,1571,4585,5859,3022,16163,39089,-367,-5526,-367,-5526,-367,-5526,-367,-5526,-2741,-4981,2034,4008,2500,7279,671,3997,-876,2693,671,3997
11/3/2023,1860,1489,-6,1830,2308,-522,2138,2480,-462,1839,1489,-6,912,-762,-3741,1154,1173,-497,4031,2825,6444,7875,2669,-7090,1437,1375,-2935,7875,2669,-7090,1860,1489,3400,1830,2308,3033,2138,2480,3093,1654,-87,487,1109,2639,5944,1154,1173,-498,4031,2825,8538,7875,10435,9420,2574,2145,8538,7875,10435,9420,-725,1078,-328,694,-331,502,-301,1078,-4515,-3996,-590,3660,-1196,-1978,2715,-7705,1340,-4270,2715,-7705
11/6/2023,1700,3936,-696,1175,3851,-696,1175,3886,-696,1205,3261,1277,2536,12074,20869,1114,7941,15819,6134,17969,28658,3210,7385,-835,3225,6749,12659,3210,7385,-835,1700,3936,105,1175,3851,105,1175,3886,105,1205,4671,2299,2536,13509,34917,1114,7941,16716,6134,18174,27343,-735,-655,-7339,6724,10556,27758,-735,-655,-7339,4245,836,4245,836,4245,836,4245,836,8169,7520,5937,8064,9767,4545,2396,-3575,2746,14593,2396,-3575
11/7/2023,765,2930,139,1225,2960,139,1230,3162,49,515,2655,139,2497,4339,12524,2650,358,4214,5704,7599,1547,6772,3057,-2189,2925,-780,-2310,6772,3057,-2189,765,2930,-1074,1225,2960,-1074,1230,3162,-939,1645,2747,63,2497,4841,18861,2650,358,8502,5704,7599,14226,7135,4169,-10002,4170,7599,13329,7135,4169,-10002,-834,-4996,-1596,-4996,-1187,-4996,-834,-4996,4875,13639,-804,1127,5590,6524,2074,-4883,2719,-3098,2074,-4883
11/8/2023,2040,2498,2499,1795,2136,2499,874,1797,2041,1575,2498,2499,-185,5074,7877,1434,3123,5284,2575,-1737,8287,-2731,-6490,-5697,2258,2442,7631,-2731,-6490,-5697,2040,2498,5353,1795,2136,5353,874,1797,3099,750,1278,4128,-185,3253,20884,1434,3123,3352,2575,-1737,5122,-2731,-2851,-39189,2850,-2033,11741,-2731,-2851,-39189,-675,3719,-675,3719,-760,3719,-675,3719,9177,4681,6565,5930,2970,5248,-4905,-6663,4789,7342,-4905,-6663
11/9/2023,3520,7525,2982,3425,7410,2967,2690,7390,2967,2940,5275,2982,1915,-3638,-8831,915,-1671,-8459,404,-5255,-8851,10184,14879,-6879,-730,1808,-3101,9859,14454,-6879,3520,7525,4157,3425,7410,4142,2690,7390,4142,2940,4077,3444,1915,-3638,-15349,915,-1671,-14458,404,-5691,-11836,10184,9395,5273,800,-5211,-11336,9859,8970,5273,5560,1980,5745,1980,4525,1980,3770,2520,-4414,-7049,-5822,-8991,-3938,-8920,7119,20353,1349,-1950,7119,20353
11/10/2023,1360,5355,5006,1155,5320,5431,1355,5470,7232,1685,5355,5006,-5580,-6670,-7394,-190,3603,-4043,-1535,-2446,-3457,7865,23226,20961,790,2044,-487,7865,23226,20961,1360,5355,9473,1155,5320,9244,1355,5470,9209,1500,5265,5827,-5465,-12380,-22844,-190,3603,-3098,-1535,-2446,-3229,7865,22180,59704,-2415,-1786,-1747,7865,22180,59704,5553,7249,5518,7564,5409,8623,5553,7249,-6895,-8040,3263,4893,2062,4140,25254,31074,-6765,148,25254,31074
11/13/2023,2065,2005,5982,2295,2005,5982,3170,2005,5982,1700,1645,5982,2782,3055,9313,-320,-1307,1249,1274,-2739,-1083,-2125,-4530,-8882,387,642,-923,-2125,-4530,-8882,2065,2005,4431,2295,2005,4431,3170,2005,4431,2916,3160,3810,2782,3274,12706,-320,-1443,835,1274,-850,-1002,-2125,-17525,-45480,336,-610,-1002,-2125,-17525,-45480,-305,2872,-305,2872,-305,2872,-305,2872,2594,5503,-2054,-1837,-2394,-2542,-6578,-7366,1578,826,-6578,-7366
11/14/2023,35,2130,6013,-35,3855,5878,15,4190,5878,-255,2130,6013,6060,24407,52238,7402,15126,28629,9364,19438,28478,13503,6047,2697,4070,6222,10058,13503,6047,2697,35,2130,6292,-35,3855,6157,15,4190,6157,-255,380,6219,6060,24407,53695,7402,15080,37348,9364,18809,44691,13848,16831,31366,8629,16588,43691,13848,16831,31366,5307,4929,5252,4929,5972,4929,5307,4929,22667,39582,22072,16825,8336,19212,898,-5709,6143,9863,898,-5709
11/15/2023,885,-1105,-6235,1453,-1951,-5635,1643,-742,-5635,2348,-1105,-6235,-1190,-4100,-894,1360,1432,5128,1725,-11,2792,5987,15036,22410,-3,-3383,-3967,5912,15756,22410,885,-1105,-6162,1453,-1951,-5562,1643,-742,-5562,1345,-4996,-6924,-1190,-3314,-6644,1360,1479,7732,1725,1245,8969,1914,22477,45455,1257,1120,7799,1914,23197,44870,1178,-1248,1178,-1248,1178,-1248,1178,-1248,-242,-4349,5151,10277,7106,14426,18901,17721,-1500,-5721,18901,17721
11/16/2023,-130,86,-3709,-130,86,-3709,505,86,-3709,-120,886,-3709,2402,5887,11669,622,5236,7919,1109,1488,10006,-2090,-5090,-3246,696,2837,5843,-2090,-5090,-3246,-130,86,-3290,-130,86,-3290,505,86,-3290,250,2037,-797,2402,6371,17082,622,5236,11719,1109,1802,13174,-2090,6085,3705,402,4184,13292,-2090,6085,3705,-1771,-3031,-1771,-3031,-1771,-3031,-2356,-3031,2125,5334,2781,5589,586,4574,-4134,-3878,-520,515,-4134,-3878
11/17/2023,236,3350,-2199,231,3350,-2199,845,4635,-2199,136,3350,-2199,3895,10657,4567,895,1025,10893,1466,-2739,-2497,-2414,-4119,-7329,1325,2365,-2115,-2414,-4119,-7329,236,3350,-3072,231,3350,-3072,845,4635,-3072,-315,4165,4680,3895,10334,14538,895,1417,9730,1005,1007,27,-3964,-20581,-48211,1005,1007,2540,-3499,-20581,-48211,2845,-2565,2845,-2565,3430,-2565,2845,-2565,10722,5091,3110,785,1045,-3038,-6245,-8900,4360,-4209,-6245,-8900
11/20/2023,25,3346,-2707,-65,3376,-2707,-285,3157,-2707,555,3346,-2707,-810,-3954,-9000,919,3542,-2922,1916,2176,-1681,5700,19364,7096,-404,751,1978,5700,19364,7096,25,2452,-2267,-65,2695,-2267,-285,2476,-2267,95,2425,-5904,-810,-2989,-8380,919,3542,-2440,1916,2176,-1551,5700,37249,32315,1968,1606,-2391,5700,37249,32315,4191,366,4048,366,4013,366,4191,366,-3964,-7380,3393,-606,1205,-1268,12466,9530,1661,-70,12466,9530
11/21/2023,-1095,-296,1851,-255,159,1851,-895,159,1851,-297,-296,1851,395,-1352,-2901,-915,-39,-2925,-4550,605,-3348,-5430,-2397,-2282,1790,-1170,-1119,-5430,-2397,-2282,-1095,-296,5910,-255,159,5910,-895,159,5910,-557,617,6155,395,-1254,-2338,-915,-39,-5865,-4550,266,-3768,-7730,-13604,-32260,-5075,-507,-1458,-7730,-13604,-32260,-1827,-1769,-1827,-1769,-1827,-1769,-1827,-1769,-3035,-8300,-2392,-3398,-6875,-4502,-5331,-5958,-2835,-1049,-5331,-5958
11/22/2023,-400,-3315,-4673,160,-3390,-3728,365,-3445,-3728,-400,-3315,-4673,1305,-607,914,-460,-3696,-2117,-530,-3245,-7731,4625,-4390,-5966,-1238,-2925,-266,4625,-4390,-5966,-400,-3315,-6630,160,-3390,-5685,365,-3445,-5685,900,190,-5655,1305,-351,120,-460,-4811,-6640,-530,-5219,-13826,4625,-16600,-52394,-780,-6840,-12713,4625,-16600,-52394,-1560,-3229,-1670,-3229,-1670,-3229,-1560,-3229,525,13504,-3601,-3135,-5961,-4052,-3715,-8969,1085,-1122,-3715,-8969
