,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
2/26/2024,1705,-1612,-2818,1102,-308,-5139,1117,-2063,-1967,997,-520,-4320,1587,2199,5250,1036,1005,-3326,2561,-214,-8659,285,-526,6157,1060,2980,546,-625,2391,8673,1705,-1612,-6346,1102,-308,-9852,1117,-2063,-7110,1137,-1759,-7808,1587,2784,1710,1036,1005,-2306,845,1311,-15640,285,-3775,-38552,1060,325,-14653,-270,-4050,-39162,-1620,-4276,-3198,-7334,-2885,-3126,-2308,-7094,3389,12119,1932,2694,2083,6639,-735,14472,3117,7140,-513,14472
2/27/2024,150,1906,2360,791,1771,3518,724,1921,4934,-590,1120,8704,1005,1099,2556,2900,3932,7926,2268,925,13967,460,2386,-1961,690,609,3730,-663,3069,-3106,150,1906,6459,791,1771,5925,724,1966,6459,-1245,1438,3579,1005,1099,3947,3915,7590,10378,2618,6329,10406,2152,5950,-3181,690,6029,9891,-2893,2006,-2734,895,3865,4187,5765,1641,3865,2449,5061,-1005,426,1870,3052,5134,2438,-2353,-2743,57,-191,-2353,-4533
2/28/2024,4925,6461,3941,5055,5524,1727,4764,5955,3159,4845,3836,2652,2845,8993,23156,3715,4167,-1431,2954,7126,27893,1795,9433,990,2300,6259,7126,1635,5957,-688,4925,6461,2888,5055,5524,-698,4455,5955,2698,5010,5595,-665,2845,8926,31630,4085,6564,-1520,3586,13139,32281,1681,6079,-6323,2710,12989,33446,60,5829,-4339,1313,-167,-235,-2245,2666,-936,900,-2245,15919,39662,8255,-1014,10919,13447,-3960,-5759,3295,9730,-3965,-5668
2/29/2024,-156,-283,1657,535,-679,-1683,-258,-807,-783,205,-845,-385,245,-1031,-1821,830,-102,-2564,-540,-713,-1421,795,-385,4906,340,1805,1081,1340,-291,5842,110,508,1250,535,-679,6610,362,551,2000,420,1370,164,245,-597,-3208,830,531,2306,-34,-470,-12389,795,556,26303,340,-475,-10380,1340,381,26580,103,-2063,-721,3472,223,-164,-428,3034,-1799,-7836,-373,-718,-1592,-3459,1617,10561,-795,-1437,1532,10649
3/1/2024,2517,2009,367,1805,1455,2974,815,218,439,2845,1798,3013,-1645,-4400,-6650,-595,-3710,-6985,-1762,-1995,-8989,4655,4777,874,-1480,-2100,-2037,6372,5198,7084,3205,2600,-643,1900,1455,2983,1621,1166,1242,2290,400,-354,-1810,-9130,-19128,161,-1995,-5614,42,-7441,-11662,5550,3421,21134,-30,-5720,-11885,6842,4777,26746,492,-1793,-740,1959,-935,-1793,-740,2224,-4490,-8990,-4460,-6920,-6436,-8475,2898,8994,-1566,-1497,2898,9429
3/4/2024,765,3958,2060,860,1457,-846,960,1682,5118,1210,650,4646,1820,2773,-1160,1448,840,-6599,6440,3952,-1152,980,2111,-2958,1418,1117,2416,704,-1066,-4284,765,900,2850,860,1457,-2367,960,1682,1516,935,2418,-2493,1820,2773,4437,1448,840,-3833,6440,393,13410,1030,3761,28663,1418,666,12690,704,3761,29005,1107,-258,1806,5784,1232,1453,1841,6654,3638,5445,3114,6451,4939,10376,6870,4738,1132,553,6870,2500
3/5/2024,2420,747,3929,2679,5681,11427,4299,8405,8953,1695,3863,8424,1215,5075,1353,3175,5895,14578,4468,9711,26419,4490,3259,176,3745,8020,-4490,4952,3709,-379,2420,1474,4344,2679,5681,12426,4414,7510,11012,2060,1425,5587,1215,8225,16518,3175,5895,27025,5633,11006,33053,4398,4828,58609,3745,10190,35408,5172,5695,59088,3229,5145,2950,4593,4674,4223,1831,2785,12776,8811,7752,19404,20404,27521,7706,-3693,5580,-3955,7706,12574
3/6/2024,1630,4336,622,3155,2735,7140,6840,11363,9557,1490,1265,2484,1420,1912,-4034,1490,-1345,-5164,2681,1820,1374,2365,3150,-3000,1979,1737,909,5245,2281,-6028,1630,2755,622,3155,2735,6389,4587,10775,9397,1295,365,1738,1420,2085,2841,1490,-1345,-8655,2265,1775,-3959,3724,1174,-34086,2170,1250,680,4375,-2265,-35391,3001,7127,893,11470,5886,10987,111,9845,-3231,3662,-2400,-4683,-1470,-6165,824,-4028,-261,1275,619,-5709
3/7/2024,4010,10515,9989,2781,10759,11565,1664,8737,11916,2346,8616,14662,1380,-3080,-6785,2574,5424,3420,1598,-924,-5021,3575,17785,5710,3405,-1600,-2371,2984,20242,-3458,4010,10971,17540,3163,10759,15573,3812,10140,19809,2326,10132,22417,1380,3332,-4551,2574,5424,3630,1686,8512,1939,3575,15804,11314,3405,9492,4234,3063,17785,16074,7508,17827,7603,11594,7664,17095,7678,15149,-2175,-6214,-2145,-3689,840,-3712,8024,-3458,-1626,-4000,8024,1977
3/8/2024,515,2395,-3481,1103,1590,-1109,-49,3370,-1627,-540,2226,-2194,840,-4304,-3694,-1020,-3895,-6775,-1750,-1780,-8802,-505,-6405,-2980,-1130,-1846,-2012,-514,10070,-7405,515,1510,-3173,1103,1590,-1086,175,1842,-2426,1595,475,-2874,1030,-434,-1796,1280,715,2375,2170,-2910,-6670,3244,714,7505,1285,-2185,-6402,5230,3500,8895,2601,-4923,1345,-237,3100,853,1292,135,-4000,-5601,-3750,-6350,-6268,-8323,-6730,-6535,-82,-5185,-6730,-7311
3/11/2024,4180,5115,238,3460,7065,-1121,5557,6756,-907,2917,5125,-4150,3033,12176,20605,3036,6031,9369,3735,12234,14080,2855,1907,-826,3184,5170,2385,3360,7825,-6750,4180,5608,-6222,3535,7065,-5388,4535,6732,-4538,2740,1778,-8939,3033,13083,20835,3036,6031,6629,4314,16656,13904,2877,2411,-37910,3860,16444,14271,3360,1907,-37384,-2015,-4523,-1060,-5861,777,-2987,-1265,-5490,9180,17388,2261,9845,6415,20352,-6125,-4913,921,8024,-6125,-4689
3/12/2024,1700,4143,57,665,1951,4479,1154,3831,1604,1415,4861,3841,265,-4486,-6154,845,726,-4911,-2000,-1579,-3798,945,3134,-1725,-1162,-296,-4485,1940,1297,1030,1700,3713,1923,1205,1951,4804,1049,3159,3556,490,4807,6235,265,-6601,-14145,1075,1802,-939,163,-3356,-7530,-201,3983,33135,95,-2876,-7676,2350,5386,33321,3696,6685,3200,6177,2924,1300,2339,6626,-3774,-8889,-446,-3265,-4132,-3137,4597,3244,-1332,-1009,4487,13228
3/13/2024,2824,2807,1105,2230,2257,5538,4031,2269,3968,195,323,740,5190,11093,16392,5440,8519,25716,8879,9120,26224,7260,12924,1190,5530,6584,8160,7108,6729,7459,2225,1515,1155,2480,2257,-309,3429,2269,3474,2129,1569,1788,5190,13074,31015,5440,8519,28244,9930,9999,30358,7260,9060,42573,5530,9944,30358,7108,11834,43824,2889,5145,2537,3347,2803,2544,1473,3347,8890,24018,9046,23544,10898,29277,16856,9051,3324,3085,16856,6845
3/14/2024,1750,6650,11937,4260,8690,15343,4928,8332,14890,1260,4736,16914,1650,1941,5891,4545,7231,12169,2496,735,20628,5402,16274,-895,5935,4825,-2899,15360,10479,4491,1750,6938,14507,4260,8690,15414,5090,8554,14890,2160,6576,16480,1650,8125,18083,4545,7670,24469,3610,19024,38867,15060,17031,68245,5935,18044,35669,15930,16373,71972,4335,12837,1240,10941,4355,13978,2355,11277,7675,7200,6090,27356,10382,30009,5038,-1976,3337,-2899,5038,-2911
3/15/2024,2130,3027,271,2284,822,-1385,2263,2107,3451,1460,2310,-3428,6090,13002,21019,6160,7755,25681,10286,13002,26729,5415,11106,-1020,7045,1911,7868,8369,10496,5418,2130,2290,1834,2763,822,-1811,2038,2441,1805,1780,1417,-3204,6090,12872,28422,6160,6720,25963,10704,14358,30334,5415,11106,31504,7045,14583,31504,8369,11106,31192,2749,7723,2480,3312,2749,9948,1698,1178,9079,25513,9873,23188,17141,31123,6598,-3002,4777,8936,6598,-544
3/18/2024,313,-766,-173,1805,225,174,408,-1972,2821,935,152,-2470,-130,-2530,-2048,-1045,-2695,-6700,-1615,-1758,-6200,940,-3970,937,-959,-920,-4420,120,-2110,2903,530,320,-4972,1805,225,-2798,1696,-155,-251,1045,2045,-3280,175,-1955,-5848,3639,-4100,-12220,-1490,-2631,-11992,798,-5030,-7625,-270,-2631,-11255,1695,-5230,-7625,-1290,-1544,126,-1855,-1290,-586,1381,-586,-2073,-5324,-3235,-6572,-4304,-6120,-4015,-3515,1367,-4095,-4015,-4120
3/19/2024,-318,-1452,-1906,-365,-1361,-2119,-643,-253,-3558,-580,-2225,-2692,-331,-3880,-7000,-205,-3535,-6965,-1990,-1985,-8997,140,4325,-1793,-1270,-2400,-4710,-2095,1041,3578,295,-1365,-3928,-365,-1361,-212,-350,-1425,-2155,-215,-1555,-4611,420,-1765,-10195,815,110,-4785,1965,3175,-3439,1427,4759,14909,755,3175,-2330,640,5624,16499,-2453,-1456,-2780,-1266,-1451,-3347,-2860,-829,-4458,-8869,-4280,-7000,-6500,-8334,571,-6760,-2490,-5360,571,-6758
3/20/2024,745,3365,-4714,480,2730,-4555,730,120,-4899,-155,615,1535,750,2030,-4006,480,-2009,-6952,-1601,-1920,-8538,869,1176,-2911,-230,835,-3781,674,2872,-4804,745,3365,983,730,2730,1830,730,495,560,1025,3670,3310,750,2030,-3220,530,-2795,-1914,-3092,256,1970,230,1273,-19218,-110,251,2684,674,1203,-19701,-228,-5069,-860,1335,-408,-4997,-905,2015,1185,-8328,-3965,-6215,-2266,-8375,-2983,1070,-2859,-5445,-3093,-4249
3/21/2024,1480,-774,-4520,1070,-324,-3625,1136,-1123,-2192,1633,53,-3350,375,-783,-5370,1155,1129,-6990,-567,-1909,-7251,5615,8540,3517,350,-738,1487,7372,10626,-5677,1480,-521,-3978,1136,-324,-1789,1136,-1061,-4624,1718,261,-2274,375,-774,-7769,2057,1025,-12872,409,-1383,-7662,7317,8460,-11185,350,-1383,-7662,7372,10389,-10895,-1492,-4874,-1814,-402,-1421,-2649,-1340,-7,-3910,-8159,-2469,-5729,-4863,-8493,-6954,-106,1266,-2251,-6954,3334
3/22/2024,365,679,1385,-515,-1280,984,-139,-503,738,-640,591,-696,1890,2330,-3001,1760,1532,-1880,271,717,-5505,165,-2700,1689,1871,2375,-3106,-330,-2605,-2645,365,-920,1078,-515,-1280,-934,300,-2120,-1038,767,-1711,-1511,1890,595,4000,1760,1532,1717,976,-466,-2160,230,96,964,1871,-791,-2160,-330,-2600,3771,1076,726,-3240,-2574,-54,2836,-875,-2574,-4220,-837,-1650,1679,-1757,-2386,-5348,-5320,-4775,-3920,-5348,-4927
3/25/2024,3308,1919,-1695,3361,2616,-910,5648,2747,1296,1845,-100,2278,1575,652,-1317,1525,-1047,194,3968,-698,105,1058,-1254,340,2893,1684,-610,3319,-3607,-6693,1665,1425,-2993,3367,2616,-4038,3367,2300,117,2716,3106,227,1378,783,11583,1735,310,-49,4497,-1824,499,3179,-6234,-52029,1330,-1678,-1168,4275,-6640,-52786,3735,2076,2189,-1392,3881,2119,1035,-638,357,-3354,-2640,1367,-1731,-4861,-1698,-6892,27,-141,-1698,-2825
3/26/2024,1340,-4560,-3423,-269,-4182,-4761,-409,-4302,-4487,1170,-450,-4774,1265,-2489,-6860,2301,-1915,-1743,993,-1948,-8378,1951,5629,13862,1665,-2495,-3159,4832,5668,16150,1340,-4355,-8490,-269,-4182,-4425,-409,-4722,-7180,1110,-4330,-10050,1265,-3296,-13920,2301,-1523,-525,1420,-1654,-4393,1951,5486,50464,1665,-3057,-4478,5636,7405,50153,-1442,-5235,-4025,-7880,-2872,-5050,-1120,-5155,-1090,-8795,-1431,-1528,-393,-1112,10728,17009,2606,-4020,10723,15645
3/27/2024,300,741,-1227,2566,1145,-2474,1669,169,-3771,345,920,-2503,1617,2383,1223,2437,4409,-1394,5460,3435,3822,1490,2818,4414,1270,1940,839,1275,1007,5055,300,503,-723,2566,1145,-2740,1669,169,-5607,580,-1052,-2606,1617,3448,154,2591,5247,-2288,3358,8268,-1739,1490,6123,-43006,1270,8263,623,1275,9798,-44804,-1493,-4898,-661,-5147,-2829,-5133,-1096,-2756,2258,-2823,-1703,344,419,-4532,-2280,3323,319,1128,-2280,4178
3/28/2024,-249,-1788,-3948,-1940,-3490,-4270,-67,-1917,-3153,124,-483,-7280,7280,8076,3415,9025,11102,3849,175,3160,-956,4409,12850,2185,3533,5456,-383,12694,17530,-5019,125,-3420,-4398,-2480,-3490,-7280,-2480,-3440,-7600,-495,-3545,-7630,9063,14697,11924,9430,14207,4141,-616,15335,630,15893,13582,-20321,11108,16460,1853,16724,13582,-21370,2196,-3944,400,-6660,966,-4053,1369,-6660,8420,-1604,3820,-1820,2335,-3170,-3950,-4230,176,-1500,-3950,-7175
4/1/2024,974,-506,-4942,-850,245,60,507,-730,-1891,30,688,-3713,4030,2046,-3785,2615,2319,-1951,2286,254,3026,3977,7230,-1590,2725,1252,1905,5051,7215,-1043,1065,-1105,-1028,-1380,245,-2245,-825,-820,-450,165,88,-1668,4030,3760,2105,2390,1551,-7743,1904,781,-859,3977,8242,-35375,2725,676,-1724,5232,7230,-34326,-1133,-1333,-1572,-3710,-1327,-3080,-1722,-3544,-1658,-1864,-617,-2361,-3311,-5430,-3433,372,1402,2704,-3433,-1940
4/2/2024,140,-4579,-3877,-1985,-2838,-4748,-2260,-4490,-5436,-105,-2498,-7355,705,-3015,-6235,1444,-3232,-4742,-1999,-36,-4146,654,-3720,99,485,-2430,-2546,899,-1496,1047,140,-4375,-9695,-2895,-3595,-7355,-2860,-4710,-9695,-423,-2828,-6388,705,-6460,-20251,1444,-3232,-18966,-5309,-6342,-17094,849,-6435,-14263,740,-4926,-17094,1034,-6615,-13957,-3833,-7304,-4405,-4368,-3991,-5395,-3475,-4368,-4400,-6328,-1620,-6970,-5526,-7850,-4206,-232,-6165,-1648,-4206,-2485
4/3/2024,1443,-1890,4788,1170,-754,5202,977,421,8157,-285,-201,1080,850,-1938,-5546,-195,-1775,-328,549,-1785,-6382,-1315,-3149,-1635,524,-291,837,1340,-4319,-1667,-755,-1480,507,1170,-754,3292,-529,-684,429,-1560,-1677,-238,850,-4815,-12933,255,-4395,-14235,-5709,-5920,-18887,409,-14879,-70001,-2135,-6435,-18817,-5241,-17845,-70261,4201,6052,2536,4620,4100,10387,4579,4428,-4463,-6327,-1232,-34,-2739,-1658,-5953,-3914,-800,1843,-5953,-5029
4/4/2024,2415,5332,4718,3005,3302,6038,3045,3909,-4811,3550,5293,6617,1055,307,-1333,1400,-495,-346,444,-1104,-6856,4190,-6402,-2351,80,1809,1704,4200,6666,-6728,2415,5332,212,3005,3302,2210,3045,4232,362,3540,6354,6302,1355,25,3872,2045,-165,-565,765,1726,-4206,4490,335,-21026,1090,2855,-6253,1860,-232,-26815,3564,1633,1850,8805,3296,2537,6150,10405,-1950,-1418,-1337,742,2650,-349,-6998,-6986,3310,1526,-6998,-6986
4/5/2024,1485,2038,-2576,126,1456,-1897,1760,938,-2626,1535,2399,-1867,-165,1650,-685,-190,3555,-2777,1027,2512,-2048,170,3359,-2989,1808,2000,3618,-940,1968,-3008,1485,1696,-2718,126,1456,-2494,260,596,-1597,115,-1450,-8413,-165,1235,-190,-190,3555,-4337,-328,5767,-366,-996,3560,-32045,1440,5500,-4547,-1440,4904,-30287,1006,-2658,300,-1939,-114,-2333,820,-1909,1517,3060,-296,1502,6063,8129,-3553,-3885,944,3426,-3553,-4362
4/8/2024,602,2647,2470,1257,4737,-5176,1114,2895,157,-650,2708,-4722,3189,6065,16113,1475,4510,13751,2320,521,6866,4695,-499,1932,2925,5109,4144,3600,14327,-1409,602,2762,-4479,367,4737,-7203,15,2664,-6560,-400,3355,-4758,3189,6065,16113,2475,4510,10365,2093,4274,7848,4892,6485,6068,2925,12449,7044,300,7369,2085,862,-4013,1217,-7070,215,-2828,1840,-5560,4827,12940,4776,8483,4419,16755,-6605,-5410,4458,4414,-6605,-4868
4/9/2024,1373,4978,1813,2295,1153,997,2291,1901,-1092,1725,2241,3966,1573,2388,-2611,35,-1595,-2611,165,-1110,1552,-170,-1765,-2100,-155,255,-2091,-545,1075,-1476,1373,4246,-3264,2562,1153,-604,1658,2825,-5096,1455,1270,-8055,-165,4711,4935,575,-390,7737,3793,2310,1620,1666,4974,-28783,-70,1505,-4043,4313,290,-31696,3306,2046,1260,353,3899,1848,875,330,-3241,-1153,-3215,-3460,-2060,-5667,-6100,-3460,-3385,-2265,-6100,-3610
4/10/2024,1453,3473,6412,1945,2409,6812,2568,4485,5048,565,3132,5998,2735,9948,9557,3655,8319,11919,10846,7990,19013,2754,125,5060,3390,8980,5213,3330,842,5794,1453,3089,10285,1945,2409,12473,2568,3805,6038,481,1851,7694,2735,10408,12370,3655,8319,13844,9394,10999,18009,2754,5514,-6639,3390,10339,16600,3330,1300,-10837,1795,6155,1490,2655,1290,4927,0,7670,8053,7474,3147,10871,5083,3737,678,6929,5441,5317,583,2024
4/11/2024,180,-2201,724,825,-2845,2013,-645,-2342,856,580,-1345,98,-1515,-3820,-6925,-195,-1947,-6768,-1795,-1980,-8719,3143,9445,1837,-825,-595,-1058,5060,10034,20424,180,-1280,1130,825,-2845,1857,489,-1420,2374,50,-800,2717,-1780,-6200,-14325,-195,-1118,-2273,403,1832,-6346,3168,9564,35421,210,1677,-5650,5060,9823,32497,-102,40,-1085,-27,-488,-739,-1065,-1540,-4226,-8050,-1420,-2817,1366,-6301,7982,18667,-2797,-5375,7977,24771
4/12/2024,1265,-2880,-4896,-833,-2010,-4327,-550,-2230,-4557,880,214,-7695,2420,4614,896,3425,5302,9969,3703,-1737,12524,7779,9303,-1945,3875,-1599,-4760,7357,7190,-1492,1265,-3895,-9709,-1190,-2010,-10375,-1180,-4220,-9795,-640,-3175,-12575,2420,5080,2911,3425,6593,8769,4015,8445,13380,7779,8518,1176,3875,7805,11271,8535,9037,1956,-2921,-3427,-2675,-2900,-3271,-1467,-1775,-2375,-288,405,2070,582,8141,6712,-146,-6795,3273,-4100,-146,-1809
4/15/2024,700,579,3057,2096,2015,2731,1771,252,-2258,1290,2595,2656,2080,-4421,-4869,3210,1049,-6441,39,-1085,-8975,4730,7658,-2380,2999,743,-4750,8671,10669,4538,700,1885,4079,2096,2015,2647,2029,1145,2753,1000,1840,3501,2080,110,-21775,3535,814,-4312,-162,1043,-12182,4730,11555,52164,2999,-184,-12050,9151,11885,51269,-48,-170,105,2665,-1658,-170,1155,5770,-4340,-8690,550,-6230,1789,-8272,14216,12669,-5670,-4090,14206,27983
4/16/2024,4359,5805,8962,4050,5166,6533,5057,5452,9962,4660,3918,7420,1685,6040,20218,2268,4226,26609,5859,7000,39118,3206,7257,7423,3318,3508,5633,2593,6208,8197,3460,5965,12046,4050,5166,8165,4064,5400,10902,2860,4948,10987,1685,6040,31934,2268,4226,26758,5859,7710,36119,3078,8544,31544,3318,6715,33632,2593,7247,31244,5222,10429,5890,5137,5222,10504,3510,5137,10758,36505,5198,21877,11276,32582,6691,-1486,5812,8810,6276,-4778
4/17/2024,3240,7447,10026,4302,6764,12875,5244,8065,12214,2580,5535,12020,-225,-1981,-5924,2635,2452,2148,4975,-1550,-8840,9548,20971,1107,610,7068,-1565,11150,14860,11157,3240,8205,10026,4302,6764,11744,5244,8065,12419,2769,6620,12077,1165,2205,4790,2780,2452,8286,4975,12429,17458,9548,20698,31668,3435,10605,19986,11150,20726,30134,5345,11614,4049,11982,5515,11221,3469,12458,-130,-8025,2245,11935,13923,2935,10474,6367,-292,-3750,10469,23705
4/18/2024,875,1300,643,2760,595,3460,2675,2045,2057,1620,1923,3587,435,2595,-4461,340,1568,-1867,4001,1883,-180,3963,9601,4615,1130,99,383,1805,10106,12982,875,1770,-41,2760,595,2968,2905,2995,-595,2250,4277,3463,435,4020,-6902,460,1390,-2059,4519,7125,741,5880,5372,26961,225,6385,1066,3165,6126,28801,2653,1940,1905,5562,2910,793,2820,5562,431,1646,3230,-2086,2438,6417,17922,15814,2978,2523,17922,36041
4/19/2024,635,1261,-2674,1775,167,1931,1448,-575,-3352,1500,3223,-883,-1580,-3535,-6755,-1130,-3400,-587,1034,-1090,-8825,6235,13912,-1680,-1130,-1655,-4470,9201,9452,24786,635,2230,-5621,1775,167,-1369,1631,962,-7370,2036,4215,-4331,685,-4490,-15090,1070,15,6500,2965,1700,-4867,6055,12650,42383,1245,945,-493,9600,14086,44645,140,2750,-530,974,315,5663,-420,1033,-3820,-8680,870,-1837,-765,-8443,9698,42191,-4022,-4135,9688,36667
4/22/2024,1470,-702,852,735,1605,1084,1241,246,-1494,-585,260,-2280,1275,-150,3271,1310,-535,-1228,3674,-1879,-4789,525,-4776,-2675,1830,425,416,-2215,-4256,-6048,1470,780,-6774,1235,1605,57,1090,121,-4724,550,765,-3274,1490,137,2938,1275,-485,-4500,1360,-4153,-10591,2788,-5091,-47938,1830,-1909,-14034,-2645,-1469,-51827,-3733,-1419,-741,-1580,-2178,-3884,-473,-2913,2498,-3089,-129,93,-1471,-8034,-6990,-6771,-614,344,-6990,-7221
4/23/2024,2038,3783,7977,2453,4481,12028,3557,4605,9696,2493,5495,11208,2519,189,-3948,2895,4675,1543,8502,-1755,13305,5050,18702,-671,4276,-2410,-4670,9825,12377,717,2038,5520,8198,2453,4481,12057,3723,5413,11106,2558,4891,8315,3410,7139,9995,3835,7340,8112,9043,13535,19174,7724,20187,53109,4520,13450,21183,10305,20674,54772,-247,5431,2950,8550,1997,6408,2180,8565,809,-4643,2415,-50,-237,554,2768,-6646,-1641,-3940,2768,481
4/24/2024,610,199,-275,-975,30,-2625,1518,1390,-1819,1615,1021,-3393,995,521,-4036,-610,-3505,-3887,-1590,-2000,-6653,830,-4893,-1540,810,-2225,-4755,225,-2918,-6005,610,1335,-6117,-725,30,-5473,240,1565,-5543,605,-170,-5808,935,887,6895,1755,-1835,-7243,-1428,478,-4962,2651,-6760,-41994,740,343,-9801,2585,-7530,-42306,-1095,698,-1814,-1645,-1407,-518,-2270,-1645,-866,229,-1380,-3823,-2844,-7739,-4777,-5065,-2208,-4255,-4777,-4005
4/25/2024,1960,-325,-805,935,595,-1079,792,-3056,-2071,935,4097,-1897,260,-4299,-5925,1600,-675,-470,-357,-1935,-1926,3355,4180,1157,-1025,-1645,-2452,2445,-4130,-2515,1960,2207,-5567,1185,595,-290,1090,-815,-3549,1475,419,416,260,-3590,-6977,1600,830,6090,-917,5190,1110,3124,8002,2845,545,4625,-2460,2445,8965,2296,210,-6507,-266,-3909,-1677,-4856,229,-4926,-3106,-8424,-315,2192,-4724,-5329,-455,-5704,-2572,-1414,-455,-6031
4/26/2024,2047,1024,456,3465,3235,-3544,657,3745,398,4295,1539,-1733,2625,901,1802,3465,4543,12531,4021,7748,17608,1861,5527,-1798,1866,205,4344,5810,7384,-3681,2047,2351,1889,3465,3235,-811,2987,4415,1376,4535,192,1679,2625,2680,7723,3465,4543,12531,5063,9951,17437,3222,5855,-1973,3690,10003,17851,5810,5527,-135,-1021,1031,-1926,-2407,567,-555,-1816,559,2396,2172,733,3957,15003,14347,6172,-3895,15,4270,6172,-7102
4/29/2024,3945,11839,15093,6585,12675,8609,8361,11616,14458,3510,7660,14923,1675,12061,13036,2970,10440,17673,5755,9737,30538,6360,10550,-2970,4942,3764,2786,2570,9985,2472,3945,12248,13065,7678,12675,14620,8663,11930,12654,4015,12175,12733,1675,14590,30595,2970,12438,29856,7715,13870,36800,6480,12570,35684,4942,13040,37070,2570,13855,35271,6840,15215,11469,15927,7553,13724,7957,15927,9042,18604,2517,12980,12522,11354,1318,-429,3743,2507,1313,-54
4/30/2024,387,-915,-3715,371,405,-5240,522,7559,-5354,920,646,-4329,680,-1733,-4590,720,8987,5872,1454,-1991,7804,5580,10492,13110,1845,701,-1920,8074,9019,28168,387,630,-6574,1400,405,-2510,1518,553,-6150,710,-460,-5715,680,-2453,-8466,870,-224,6457,2236,12560,1374,5367,21142,48643,1845,12560,1473,7945,21871,49225,-3794,-5247,990,-1405,-1908,-2657,180,-1210,-4170,-5747,-525,-680,12501,-1495,12165,28554,-1264,1900,12160,29852
5/1/2024,2170,4246,17293,4252,5267,14773,4691,5373,16299,1470,4468,17333,3930,4525,7319,4036,10255,19571,5660,5048,18699,6662,9267,6386,5125,4754,3213,6576,9373,7427,2170,3445,16911,4252,5267,14533,4691,5729,16169,1325,2809,15962,3930,9450,28465,4036,10255,25360,8550,11340,29720,6662,5595,53028,5125,11340,30104,6576,6252,50987,6942,12459,6080,11473,3904,11830,4810,12123,5136,9979,4980,20757,8021,13503,816,13283,6163,3065,796,11450
5/2/2024,1460,1314,-1297,947,1780,5089,-964,3223,3939,1100,1550,3000,1776,3740,2062,-1075,1447,-5324,-908,1129,-923,4063,24,-2451,925,2250,2411,658,-2872,-7430,2285,2380,-1297,947,1780,4703,-380,3449,3496,1720,3170,1166,1776,4192,11467,-1355,1780,5713,254,3038,6224,3825,1892,-13218,1310,3351,7812,858,2366,-14773,-1398,-9,-1280,3113,-954,1,-1410,2891,-798,582,-4460,-6925,-3925,-1998,-6840,-6935,-306,-1028,-6840,-7440
5/3/2024,1719,5458,-708,1134,5152,367,2219,5653,1235,436,3525,-45,3240,7488,8936,4414,7138,7494,3893,9748,22207,4883,-31,99,3749,481,8314,6025,8975,-4210,1794,4571,4895,2566,5152,3026,3976,6403,5645,2156,5051,628,3240,7488,9819,4414,7138,17486,6558,10181,23231,3484,507,-12009,3749,9150,22615,6025,65,-11264,1062,-4123,-1133,-977,1915,-2800,-500,-1772,9030,15155,13733,6832,13067,22717,7345,-3434,-155,2450,7345,3293
5/6/2024,-500,-3616,158,-1040,-2689,963,-1007,-3030,-1198,-615,-1890,775,2,-4377,-6998,-510,-404,-5770,-1996,-1982,-8624,585,5776,5020,527,-176,-5012,1133,248,14997,-500,-3255,-1858,-762,-2689,3660,-948,-2784,-1243,-525,-2616,-1768,2,-7196,-31236,-360,-399,-8065,-5201,-2999,-26068,1155,5682,43464,2,-7948,-26367,1578,6123,43464,-1665,267,-2050,2575,-1690,16,-1950,2575,-4100,-6635,-2790,-4365,-5170,-7904,2377,13149,-2659,-2047,2377,13070
5/7/2024,865,2244,-1170,2700,4555,-2910,610,3162,-4706,830,2045,-4180,-229,-40,-2961,-560,1284,-4589,198,-144,-3340,2496,1325,-1780,2619,3526,6174,6647,3014,-6651,865,2450,-6831,2335,4555,-7602,610,3740,-9011,930,3140,-6996,-1790,2928,1921,-260,1058,4512,-1183,6858,725,9999,-8087,-29992,655,7551,725,8819,-7815,-29376,2021,-6800,-4075,-5287,-871,-4297,-2985,-5287,-1423,-5264,-2853,-2620,2174,-2874,-4655,-2232,5306,-1672,-4655,-4009
