,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
11/17/2023,236,3350,-2199,231,3350,-2199,845,4415,-2199,136,3350,-2199,3895,10657,4567,1685,-585,10893,2306,-2739,-2497,-994,-4119,-7329,2165,2265,-2115,-2414,-4119,-7329,236,3350,-3072,231,3350,-3072,845,4635,-3072,221,4165,4680,3895,10334,14538,1685,1427,9730,1845,1007,27,-3964,-20581,-48211,1845,1007,2540,-3499,-20581,-48211,2845,-2565,2845,-2565,3430,-2565,2845,-2565,10722,5091,2575,785,1810,-3038,-6245,-8900,-131,-4209,-6925,-7880
11/20/2023,25,2416,-2707,-65,2446,-2707,-285,671,-2707,555,2351,-2707,-810,-3954,-9000,1019,2927,-3243,2281,2476,-1416,1435,19364,7096,-244,-398,1583,5310,17145,7096,25,2682,-2267,-65,2712,-2267,-285,2706,-2267,95,2425,-5904,-810,-2989,-8380,1019,3542,-2440,2281,2476,-1551,5570,37249,32315,2333,1906,-2391,5570,37249,32315,4191,366,4048,366,4013,366,4191,366,-3964,-7380,3393,-606,1854,-1268,12466,9530,-826,-142,8075,7556
11/21/2023,-1095,-296,1851,-255,159,1851,-895,1308,1851,-297,88,1851,395,-721,-2901,-915,2547,-2925,-3465,605,-3348,326,-2397,-2282,1460,102,-1119,-4765,866,-2282,-1095,-296,5910,-255,159,5910,-895,159,5910,-557,410,8270,395,-344,-2338,-915,-39,-5865,-3465,266,-3768,-6615,-12558,-32260,-4005,-507,-1458,-6615,-12558,-32260,-1827,-1769,-1827,-1769,-1827,-1769,-1827,-1769,3221,-8300,-2392,-3398,-6915,-4502,-5331,-5958,-1465,-838,-1910,-5958
11/22/2023,-95,-3315,-4673,220,-3390,-3728,425,246,-3728,-95,-2395,-4673,1545,-607,914,-340,625,-2117,-260,-3245,-7731,-1000,-4390,-5966,-1118,-1961,2036,5435,-2982,-4635,-95,-3315,-6630,220,-3390,-5685,425,-3445,-5685,0,190,-5655,1545,-351,120,-340,-4811,-6640,-260,-5219,-13826,5435,-16600,-52394,-510,-6840,-12713,5435,-16600,-52394,350,-3229,240,-3229,240,-3229,350,-3229,525,13504,-3601,-3135,-5961,-4052,-3715,-8969,831,1971,-4679,-5696
11/23/2023,2295,3090,5020,2295,3090,5020,2295,3090,5020,670,3090,5020,2065,6420,6160,3950,6235,8550,4160,11025,12945,1525,6585,8020,3000,2070,3075,6795,6585,8020,2295,3090,5020,2295,3090,5020,2295,3090,5020,240,3090,5020,2065,6420,7455,3950,6235,8630,4160,11025,13705,6795,10855,17895,3730,11025,13705,6795,10855,17895,-1015,-1810,-1015,-1810,-1015,-1810,-1015,-1810,5090,4680,-650,-895,-925,-1280,-6820,-8005,-275,2750,-6820,-8005
11/24/2023,2825,3921,5949,2825,3921,5949,2825,4776,5949,1140,3921,5949,3455,7405,9440,4805,8184,8620,7315,11386,12330,3219,5854,5184,2780,1930,3284,6365,6919,5184,2825,3921,6420,2825,3921,6420,2825,3921,6420,1355,5101,6420,3455,7405,12030,4805,8755,13960,7315,13135,19095,10885,20535,27655,7315,13135,19095,10885,20535,27655,-1925,-2780,-1925,-2780,-1925,-2780,-1955,-2780,2945,1835,-2470,-1550,-2280,-1925,-4280,-1255,-180,-135,-4145,-735
11/27/2023,1940,254,-1818,1560,254,-1818,715,1913,-1818,2034,-1051,-1818,3569,5784,365,2145,1042,-3469,286,86,-7452,2689,-3890,635,3085,4307,6081,8433,-1246,635,1940,254,-8291,1560,254,-8291,715,-1339,-8291,860,-1168,-612,3964,6402,10826,2145,3671,-7124,286,86,-10133,8433,3313,-36886,1071,-356,-10133,8433,2338,-36886,-1666,1800,-1666,1800,-3241,1800,-1666,1800,1935,-1630,-1591,-2889,-4770,-7424,-4898,-7079,5403,7337,-4279,-7079
11/28/2023,-160,1735,1101,-175,105,981,35,245,981,355,1505,1101,2585,4290,-802,540,2280,2785,1665,-252,4747,550,-1289,-6483,610,-4,-4434,897,-2369,-6483,-160,1735,1279,-175,105,1159,35,-775,1159,1123,-372,3272,2585,4401,4602,540,210,2785,1665,-252,5100,-828,-4310,896,1845,-927,5100,-828,-4310,3506,1815,1895,1855,1895,1855,1895,1815,1895,2725,2531,-1102,140,153,2803,-5749,-3300,1808,-3964,-5805,-5245
11/29/2023,-358,-2460,-4460,-168,-2695,-4280,-308,-2745,-3750,-358,425,-4460,-2105,-6145,-8605,-155,-3940,-7362,-693,-4030,-8600,710,12938,10213,-783,-1908,-7025,8344,14681,10213,-358,-2460,-5696,-168,-2695,-5516,-308,-2460,-4986,-218,-4270,-9585,-2105,-8204,-20434,-155,-3006,-8479,-693,-4030,-10820,10294,19957,52219,-26,-4685,-9957,9775,20473,51568,-2065,-3291,-2065,-3291,-2065,-3291,-2065,-3291,-6605,-8985,-3795,-4792,-2780,-4465,13190,29518,-2670,-8375,8468,29518
11/30/2023,745,4111,2979,1782,2748,239,-588,2647,-594,745,4111,2979,4318,7391,6991,8929,6512,4257,9819,11413,16237,2550,6387,4606,5365,10058,8891,6949,13426,4606,745,4111,-930,1782,2748,-1403,-588,212,-2235,170,3213,1331,4835,9493,13025,8929,15364,2548,9819,11413,2783,7785,10174,-49500,9119,11833,1158,7785,10174,-49500,-2870,-869,-2870,-869,-2870,-869,-2870,-869,7720,4609,3172,60,7888,-436,-2301,-677,3617,2774,-2650,-3287
12/1/2023,475,-877,-754,675,-877,-754,675,-259,-754,760,-3028,-754,-546,9,-286,-1450,1485,-3325,-259,-2344,-1678,-945,-5213,-8703,-1325,-978,967,-2210,1751,-8703,475,-877,56,675,-877,56,675,-877,56,-180,-969,-1313,-546,9,3960,-1450,-724,1311,-259,-1820,5090,-1115,208,-9943,-902,-64,5903,-1115,208,-9943,-1197,257,-1197,257,-1197,257,-1197,257,4037,179,-319,-2911,3445,-5818,-6170,-8870,3745,813,-6630,-5413
12/4/2023,905,4970,7732,775,5105,7732,775,4905,6674,1713,4970,7732,3147,9073,12750,2348,6695,9758,3873,10950,14341,3430,1121,3128,2348,4230,4796,-2220,1121,3128,905,4970,8700,775,5105,8700,775,5035,7650,1713,5120,7625,3147,9585,20767,2348,9143,17754,3873,11324,22134,-265,5954,6033,3066,12108,20959,-265,5554,6033,3253,9551,3253,9551,3149,9551,3253,10961,6608,12564,3801,11682,4444,13422,-6560,2665,1190,7613,-6670,-1482
12/5/2023,0,2193,-1729,145,3336,-2469,1300,7229,-2469,70,4514,-1729,3341,3313,11531,2103,3666,12438,2704,9300,6287,-315,-5007,-6163,5770,5616,5844,-295,-3235,-6163,0,2193,-944,145,3336,-1720,1300,2614,-1720,90,4759,580,3341,3313,12001,2103,4539,13667,2704,9853,10687,-180,-3445,249,8826,10811,7093,-295,-3445,249,1963,3772,3268,543,1005,543,2931,3772,3956,10809,1817,13237,2132,5789,-4090,-7382,2177,5200,897,-7057
12/6/2023,1005,70,483,990,310,488,1210,-3040,-18,380,-270,483,-3150,-5870,-6955,-415,-6950,-7089,-205,-3495,-7580,3357,17314,19460,-2420,-1465,-6955,10301,17261,18830,1005,70,483,990,310,488,1210,-185,-18,-630,-2510,-7635,-3150,-12025,-21117,-415,-4875,-10555,-205,-3495,-11330,10736,21816,44724,-465,-4465,-11330,10301,21441,43565,405,740,570,890,715,740,-50,740,-6505,-8345,-3740,-8395,-4053,-3340,13174,21512,-6150,-8345,9021,21512
12/7/2023,3350,-4422,-6052,2540,-4422,-6052,1925,-4467,-6052,5035,-5000,-6052,1907,-1923,-4341,1027,8626,1954,3809,2504,6082,3581,3127,1440,351,-913,1284,9252,5914,1440,3350,-4422,-7452,2540,-4422,-7452,1925,-4372,-7452,5770,-1891,-7633,1907,284,-975,1027,4838,3153,3809,2909,6633,9397,12162,26043,4880,2919,7422,9397,12162,26043,-5868,-6286,-5868,-6286,-6008,-6286,-5868,-6286,-3713,-5287,1930,3216,806,466,5348,3787,-383,-7400,20643,2954
12/8/2023,3475,-3477,-736,2675,-2567,-736,2850,1752,-736,3575,-1976,-736,2067,-2901,-653,2745,380,13678,3092,5002,14980,1500,-303,-1404,1235,-2380,1163,7210,3411,-1020,3475,-1477,2739,2675,-567,2739,2850,-1127,2739,3300,1676,7463,2067,-391,3787,2745,2359,18257,3092,5002,21939,7810,19210,47800,2000,4502,21329,7810,19210,47800,-2435,616,560,616,-925,616,-2435,616,-1364,-1308,2096,7128,3259,12075,-4354,-4249,-776,2801,-3063,-6459
12/11/2023,3625,3122,2808,3366,2642,2808,3428,1080,3202,4242,2239,2808,-273,-3833,-6129,1014,3852,1345,395,2881,149,2555,12066,9757,-1444,-1253,-1691,5773,10082,9757,3625,3122,6974,3366,2642,6974,3428,3179,7024,4520,1460,1203,-273,-2491,-2464,1014,2425,2359,395,3571,4106,5773,18015,45637,-169,3636,3434,5773,18015,45637,2759,2218,2759,2218,3221,2218,2759,2218,-3752,-6559,2843,4896,4336,5543,10648,10237,-6850,-7551,13245,10237
12/12/2023,-474,1367,360,-464,1377,360,-464,-1892,360,-474,1367,360,-5950,-6982,-9000,-4845,-6988,-8953,-5145,-6928,-8904,645,6665,7170,-5445,-6850,-9000,864,6665,7170,-474,1367,4055,-464,1377,4055,-464,1410,4055,-855,-630,-3478,-5100,-14200,-26360,-4845,-9485,-14525,-4840,-8865,-15500,1512,12599,34093,-4425,-9565,-15500,1512,12599,34093,3762,5834,3298,5834,3288,5834,3762,5834,-7000,-8980,-5374,-7450,-3986,-7166,11378,6484,-6955,-8975,5471,11439
12/13/2023,215,-4920,-3122,-1302,-4740,-2737,-2102,-1085,-3002,-1330,2853,-1670,4510,7415,8828,516,1505,-7675,2283,7502,1245,245,-6975,-8790,2891,3091,-865,-1925,-1250,-8040,215,-4537,-7046,-1302,-4357,-6661,-2102,-4357,-6926,-855,-2195,-6373,4510,12220,16122,516,3305,-2630,2283,5812,4979,-4245,-17875,-35040,1578,4272,3384,-4250,-17905,-35775,-1645,-1785,-1745,-1400,-1620,-1665,-1645,-1785,6370,7368,3425,2435,8174,10299,6160,9163,7650,-485,7050,9732
12/14/2023,-1010,-610,-2107,-1060,15,-2260,-1125,890,-1020,-870,821,-2107,-2447,-3218,-2484,-604,1261,-1454,-2320,-6865,-2700,-569,3221,-5784,-755,-1292,-7349,2220,3099,-7986,-1010,-610,-1027,-1060,15,-1752,-1125,55,-512,-1700,-2160,-1827,-2447,-2982,-6481,-604,-1814,-4570,-2320,-7575,-4530,2220,7458,19979,-1925,-8740,-8247,2220,7336,21734,6040,7190,6040,5913,6172,5913,6040,7190,-1805,-4580,1686,3545,1115,12675,9575,792,1910,-7349,13320,10559
12/15/2023,520,5669,4983,1450,4324,3207,1325,4876,3207,-10,4281,4983,5356,9074,12317,3805,3195,3565,1540,-1030,5428,-290,-2200,-7323,2790,1707,8315,1718,2536,-7323,520,6116,7716,1450,4771,4426,1325,5746,4426,-250,6650,14263,5356,9535,20889,3805,6950,1110,1540,-365,7515,1918,-12874,-38243,2260,-365,7515,1718,-12874,-38243,5095,-3699,5095,-3699,3585,-3699,5095,-3699,18652,12790,2090,1271,4535,-4025,2881,-994,2751,9173,-719,-994
12/18/2023,2835,5596,4685,3591,5226,4422,2554,3941,4422,2380,4851,4685,-193,-4823,-8272,1413,1547,2664,6576,12437,-1155,180,8455,-5948,-132,-627,-1756,7322,10186,-5948,2835,5662,10472,3591,5242,10472,2554,5045,10472,1769,4122,13038,1952,3380,4856,1413,5359,4902,6719,12738,6344,7366,12512,19330,6124,8081,6344,7366,12512,19330,8127,5778,7604,5778,7715,5778,8127,5778,-6525,-8990,5203,3633,5186,2748,-2286,-752,-6910,-515,6774,-4795
12/19/2023,2435,4341,3603,1775,3056,3603,96,3971,3603,1810,2416,3603,3759,2052,4185,4783,8805,12497,5266,15030,14620,970,3334,9143,1930,1653,4985,2516,4028,9143,2435,4341,9035,1775,3056,9035,96,3056,9035,1235,3321,11295,3759,8019,5707,4783,10156,20999,5266,17471,25910,4940,24375,66420,4596,16771,25910,4940,24375,66420,1901,3732,1901,3732,2186,3732,1901,3732,-3250,1638,4114,7411,5557,6766,5241,7110,-5250,4033,4300,7110
12/20/2023,1165,4038,4308,1280,2183,3858,893,1641,3603,640,5068,4308,148,-2946,-7192,-1331,4134,-7471,-1205,-6236,-8685,4785,-6620,17947,-782,-533,-1032,-550,3980,11813,1165,4038,19491,1280,2183,18946,893,2103,18691,1680,3808,4513,148,-2946,-12330,-1331,-5584,-11765,-1205,-5213,5749,-2210,-16035,-30725,-466,-5973,3909,-2510,-16035,-34030,2061,1982,2071,1462,1736,836,2721,1982,-3153,-8090,-6990,-8512,-3332,-8984,-7000,18315,1975,-4072,-6835,15484
12/21/2023,2329,5494,8737,2003,3588,7559,1869,2357,5184,2270,4994,8194,-298,-243,-7145,-314,-3680,-7360,380,-1159,-7216,-473,191,-2366,2209,1216,4080,3226,-307,376,2329,5494,7570,2003,3588,7390,1869,4295,3990,2040,5249,9487,-298,10,-5155,-314,-1628,-8776,380,-1159,-8657,3414,-8178,-33031,59,-659,-6368,3226,-8178,-33031,3631,6195,3218,6195,3423,6195,3631,6195,419,-5237,-325,-4390,2960,1273,-6595,-6180,1468,1340,-6846,-1797
12/22/2023,-2505,-6059,-6272,-2575,-5605,-6272,-2515,-6990,-7490,-2970,-5634,-6272,258,-902,691,-3120,3306,-2083,-2473,-2869,-4112,-995,-6660,-2991,-2105,-717,313,-5225,-3029,-2991,-2505,-7060,-13855,-2575,-6795,-13855,-2515,-6555,-12760,150,-7755,-16855,258,-902,-1892,-3120,-3195,-2468,-2473,-5185,-9461,-6535,-14525,-44770,-1493,-5330,-9461,-6535,-14885,-44770,-4788,-6009,-4788,-6009,-4788,-6009,-4788,-6009,-197,7730,-5868,3720,-4552,7564,-6830,-5134,-395,6905,-6825,-5134
12/26/2023,-2230,-2464,7468,-2230,-2464,7468,-2205,-2300,7468,-1155,-2198,7468,-5995,-5630,-5581,-1145,-6000,4624,-2909,-4906,-2725,195,8533,1212,-735,-765,2153,1130,9475,1212,-2230,-2464,9479,-2230,-2464,9479,-2205,-1059,9479,-1640,-3431,3484,-5355,-10390,-11300,-1145,-1294,20287,-2909,-4440,14477,3429,24943,110317,-3255,-4555,14477,3429,24943,112337,-505,14191,-505,14191,-505,14191,-505,14191,-6935,-8190,494,16128,1336,20329,5529,6317,-2602,8143,8691,6317
12/27/2023,215,1050,-1913,215,1050,-1913,215,4735,-1913,1980,2970,-1913,2228,8339,11841,1221,10795,3877,973,4558,4768,525,-1625,-6700,1362,1791,-1164,3080,-2710,-6700,215,1050,-810,215,1050,-810,215,1050,-810,2020,4410,-810,2228,8339,15263,1221,4527,4334,973,5692,5808,885,-5730,-23535,928,5032,8349,885,-5730,-23535,325,-1873,325,-1873,325,-1873,325,-1873,6866,3686,-2860,-4865,-2616,-1384,-4245,-5320,-115,-273,-3170,-5320
12/28/2023,-30,-2090,-7619,-295,-1420,-7619,-587,-6705,-6964,851,-1120,-7619,-1005,-5593,-7882,1120,-1315,-3200,1325,733,-3498,2338,11338,6045,1384,790,1434,5663,10652,6045,-30,-2090,-7395,-295,-1420,-7395,-587,-1175,-6740,200,-4835,-9495,-1005,-7095,-13750,1120,696,4420,1325,1221,4924,8025,18152,59912,2820,687,4204,7540,18152,59912,-2265,2074,-2265,2074,-2265,2074,-2265,2074,-6865,-6343,2627,3892,4517,7608,10211,11310,-720,8558,14356,11310
12/29/2023,-1030,-5038,-1145,-925,-5315,-3019,-186,-594,-3019,-1030,-2467,-1145,3944,7326,13311,754,-822,-1678,2114,-80,-2035,175,-6289,-7766,571,1703,-150,-4123,-6550,-7766,-1030,-5038,-3066,-925,-5121,-4030,-186,-4460,-4030,-348,-2730,-39,3944,7329,21329,754,1999,7797,2114,344,7656,-2990,-14634,-24836,1704,391,7146,-2990,-14634,-24836,-1652,-3116,-660,-3116,-660,-3116,-1652,-3116,8264,18445,-1385,261,1924,5012,-4992,-8106,1435,496,-5208,-7686
1/2/2024,1310,3139,5069,2425,3464,8455,1694,2724,8860,775,7102,5069,1862,7261,7742,5566,12708,24650,7489,18358,34933,3195,20910,10805,2559,8073,1575,13594,22656,12935,1310,3139,2034,2425,3464,3674,1694,3509,5419,2600,3075,-1197,1862,7261,14134,5566,13217,25413,7489,18358,36049,14634,35209,77726,7004,16398,33589,14634,35819,79856,3306,11362,2081,11362,2081,11362,3186,12327,7011,14668,11772,25223,17211,33750,11994,12139,7330,13312,9019,4769
1/3/2024,2005,-890,2932,2030,-780,3752,1455,3688,2397,2125,-458,2932,2790,1399,-3882,4934,4491,4132,5582,-627,658,3070,2024,1597,3426,1248,-968,6810,628,1597,2005,-890,925,2030,-540,1745,1455,210,390,560,1186,2726,2790,2698,-2755,4934,3048,5458,5582,-215,2109,6790,9339,52166,5869,382,2705,6790,9279,52166,2804,3331,2804,3331,2804,3331,2804,3331,814,-4395,5760,1799,7400,3212,10424,11503,160,-895,9471,15193
1/4/2024,1750,1069,1910,1499,499,1910,1276,-1209,3394,1500,-820,1910,505,90,1208,-820,-5000,-1918,750,855,-1208,127,-4038,2688,2534,3805,6399,-4705,-1167,2688,1750,1069,1564,1499,499,1564,1276,1071,2231,515,-2503,-2807,505,90,32,-820,-3175,-1752,750,855,-683,1502,-3785,-4715,1310,855,-790,1472,-4685,-4715,-337,2446,-337,2446,-337,2446,-2242,2446,422,287,-2655,-3145,1760,832,4537,-2033,3859,8701,1742,-2033
1/5/2024,135,5617,9938,1683,5848,3826,338,5569,4362,755,6847,9938,2758,6252,22710,2645,3910,18453,955,-656,-2025,-985,-6931,-8882,1265,-1288,8145,-1484,-6669,-7880,135,5617,9390,1683,5848,3125,338,836,3804,690,5217,4119,2758,6494,26686,2645,5287,18745,955,415,8181,-1475,-19091,-41048,930,845,7066,-1530,-19265,-41048,5109,-2698,5321,-689,2110,-689,5226,-2698,12144,24966,7663,13796,-365,10539,-6550,-7774,7620,4864,-6302,-6200
1/8/2024,2069,6007,13852,2019,6083,14393,2105,3519,14393,2079,5227,13852,-5890,-6970,-8071,-2905,-4171,-4673,-3165,-3329,-2747,4265,15254,28406,-575,-6910,-1218,7098,14048,28406,2069,6127,17435,2019,6127,17435,2105,6303,17435,1590,3992,10520,-6405,-13195,-26870,-2905,-3526,-4820,-3165,-3329,-2346,7098,21911,60356,-4245,-4225,-2346,7098,21106,60356,7785,17538,8221,17538,8221,17538,7405,17538,-6920,-8930,1215,520,3783,3349,23307,33454,-6680,-310,13803,33454
1/9/2024,3080,5947,9837,4151,6919,10487,4107,6365,7072,2765,6138,9619,1961,-4567,-8350,2255,10020,14054,3360,9231,2062,695,15997,-648,-160,3106,-7030,4381,14882,-648,3080,5947,6039,4151,6919,6039,4107,6784,2624,2710,5127,7524,1961,1527,8358,2255,11210,18042,3360,10151,18090,4381,17213,24227,2030,11800,17235,4381,17213,24227,5578,-2180,5390,-2180,5245,-4990,5358,-455,-6160,-8235,2690,12333,8065,1229,14142,4277,-6310,-7545,19556,4347
1/10/2024,2276,8704,7511,2281,8704,7511,2256,4011,7511,1425,2893,6511,1972,720,-5146,2805,2022,6735,4132,5934,7164,1859,3242,-70,3317,2910,464,4317,2959,-70,2276,8965,16084,2281,8965,16084,2256,8965,16084,1234,4174,13817,1972,2802,1760,2805,5785,8026,4132,5934,6864,4664,12337,46601,3867,5234,5759,4664,12337,46601,4487,4073,4487,4073,4487,4073,1282,3073,-4014,-6707,2138,6032,3955,16078,1744,-4437,315,762,3445,-4437
1/11/2024,1385,2920,10639,1385,3476,7341,1390,1595,5867,1105,4740,10639,2601,-1173,-4504,105,-4426,-1647,45,-3415,-4021,35,-1959,-623,1295,352,7105,-5110,-1959,-623,1385,2920,9677,1385,3476,7139,1390,2400,5579,2578,4310,7392,2601,-1173,-1856,105,-2930,-2068,45,-4190,-3862,-6540,-10472,-6601,-925,-5315,-2752,-6540,-10472,-6601,2294,-847,2032,-847,1982,659,3199,-847,1621,-2867,450,-5416,3105,-2684,-5130,-6892,1046,5266,-5140,-4958
1/12/2024,1065,-2567,-4517,-580,-2182,-4517,-1335,-2090,-4517,790,-2567,-4517,6108,16026,17423,3837,10635,4412,5927,12490,10072,-265,-3970,-8530,2882,2688,1246,-2905,-3315,-8530,1065,-4235,-11450,-580,-3850,-11450,-1335,-5565,-11450,1420,222,-9205,6108,17630,23298,3837,13088,9887,5927,13259,15897,-2905,-6650,-13805,5442,12378,16845,-2905,-6650,-13805,-4612,-7115,-4612,-7115,-4612,-7115,-4612,-7115,9593,20501,4952,5244,4089,15195,-4392,-3786,1794,5895,-2242,-3786
1/15/2024,2675,4255,4165,2675,4255,4165,2675,4215,4165,1835,4000,4165,3630,6350,8471,2645,3295,6063,5685,8905,10079,4040,6555,5263,3445,2530,4038,2300,6555,5263,2675,4255,4165,2675,4255,4165,2675,4255,4165,1835,4200,4165,3630,6350,8709,2645,4030,7420,5685,8905,11423,2300,7370,8525,5685,8905,11423,2300,7370,8525,-735,-1835,-735,-1835,-735,-1835,-735,-1835,2830,5006,2560,1700,2035,-375,-3015,-6490,-975,4933,-3010,-6490
1/16/2024,175,2699,-3460,-95,1219,-3460,-370,2141,-3460,-75,6301,-3460,1239,2879,4062,-1174,-4611,-5732,685,-2595,-3917,-885,-6997,-4281,326,1375,3871,-4112,-6922,-4281,175,2699,-2293,-95,1219,-2293,-370,-880,-5365,1703,1113,899,1239,2879,6400,-1174,-2769,-8484,685,-2595,-7193,-4112,-11385,-48014,859,-3025,-8243,-4112,-11385,-48014,-645,-2646,530,-2646,1909,-3044,547,-2646,4346,15285,1438,-820,-212,755,-6223,-3112,-39,3444,-6264,-3112
1/17/2024,-665,-2194,-1257,-1410,-2194,-1257,-1410,-3493,-1257,-665,-3974,-1257,1567,5614,2041,2019,682,-5986,1268,-1067,-1955,705,-6992,-8996,3485,5949,3566,-2630,-2706,-8996,-665,-2194,-9421,-1410,-2194,-9421,-1410,-3843,-9421,-925,-3339,-10634,1567,7005,5861,2019,1775,-5022,1268,2313,-547,-2630,-5769,-17755,2509,3390,4406,-2630,-6404,-17755,1239,-2099,1164,-2099,1124,-2099,1239,-2099,4123,3720,1003,-5885,2410,-2795,-6375,-3747,1456,-1562,-5939,-4242
1/18/2024,290,2785,4032,110,2785,4032,110,2050,4032,-295,1937,1496,3677,7964,6160,1990,-145,8116,3315,7070,14286,2150,10496,13161,3157,2938,11334,730,6941,13161,290,2985,3157,110,2985,3157,110,3470,3157,-955,531,2406,3677,6166,9611,1990,3108,9460,3315,7070,16523,730,8323,26861,2705,5901,12681,730,8323,26861,3061,3797,3061,3797,3511,3797,3061,3797,7915,2816,5921,7245,10812,7290,16252,17331,1555,8086,9414,17319
1/19/2024,1420,3240,6554,1430,3240,6554,1430,1350,6554,680,2640,6554,-3935,-5524,-8995,-1105,-7000,-8960,-2940,-6415,-8995,4439,11139,17590,-3295,-6400,704,5555,10290,17590,1420,3240,6719,1430,3240,6719,1430,3245,6719,1755,2975,3356,-3120,-10029,-23503,-1105,-3635,-8505,-2075,-4650,-11435,5555,11969,27700,-2005,-3505,-10300,5555,11969,27700,3406,5369,3406,5369,3411,5369,3406,5369,-6559,-7614,-1933,-8515,-1470,-6160,125,228,-6410,-835,9381,228
1/22/2024,-195,-329,-3447,-40,11,-2827,114,-1080,-2827,-445,616,-3447,-899,-740,-4214,2030,1605,4930,2616,6758,8857,4139,16371,12306,55,2469,2779,8849,16371,12306,-195,-329,-3477,-40,11,-2857,114,-408,-2857,-1625,-1701,-3894,-899,-249,-6199,2030,1895,4930,2616,6758,9353,9379,27771,51800,2141,7278,11523,8849,27371,51800,-4131,-5660,-4131,-5660,-4131,-5660,-6772,-5660,-477,-3522,2405,5232,3995,6439,3370,7315,1700,-5323,7225,4201
1/23/2024,-3060,-6994,-7453,-3036,-6994,-7453,-3036,-6739,-7453,-790,-6939,-7453,-1325,-1400,-2967,-2200,-5285,-7304,-1930,-1914,-5618,-320,-637,5469,-1196,-874,1325,-5355,-506,5469,-3060,-6994,-10419,-3036,-6994,-10419,-3036,-6994,-10419,-1435,-7900,-10151,-1325,-1002,-3959,-2200,-3445,-7873,-1930,-1914,-7825,-6980,-8302,-16152,-535,-1127,-8700,-6980,-8302,-16152,-4760,-7740,-4760,-7740,-4760,-7740,-3030,-7740,1071,521,-550,-823,1485,1791,-3889,498,-1355,2212,-5435,498
1/24/2024,815,-443,-936,660,327,-1368,800,588,-1436,740,1950,-936,3178,-129,-3611,1885,110,-6216,4592,2486,-8705,4437,2718,-879,3401,5377,4976,5820,11795,-879,815,435,-2373,660,650,-2648,800,540,-2328,1150,826,-2485,3178,-129,-153,1885,-25,-6346,4592,2486,-7595,5820,7191,-7615,3777,986,-9855,5820,7191,-8885,815,3620,749,3910,1254,3260,-115,3620,246,-2387,1802,1278,-196,-6498,-6849,617,2820,7624,-3672,617
1/25/2024,-1365,935,2261,-455,998,3898,-510,286,6360,330,2298,2261,-429,-5585,-8965,-2129,-6610,-7585,-4479,-6237,-8998,-580,-4990,-7872,-954,-1108,-247,-2190,-4175,-7872,-1365,935,2950,-455,998,4380,-510,1606,7386,-125,1390,-1599,-429,-5036,-11082,-2129,-7811,-14389,-4479,-12527,-20596,-3690,-16635,-22575,-3814,-11897,-20596,-3845,-16655,-24465,-806,2432,-721,2432,-976,2432,-806,2432,-3331,-7334,-5247,-6324,-6163,-8997,-6805,-8106,1745,2085,-6009,-7319
1/26/2024,1800,-2065,-6617,1129,-1723,-6925,1426,2153,-7081,1235,-744,-6617,4721,3147,1291,4250,5665,-640,2285,60,-6681,2570,-4346,-4483,2283,2871,8338,-1465,-6845,-4483,1800,-2065,-6616,1129,-1390,-7076,1426,-915,-6951,929,-1107,-7674,4721,3147,-286,4250,4266,-36,2285,254,-6629,-1805,-9440,-21335,3718,57,-6629,-1805,-9440,-21335,-4547,-6219,-4547,-6219,-4547,-6219,-4547,-6219,6205,7868,209,-1586,-4732,-1915,-4097,-6205,2967,5708,-5372,-1234
1/29/2024,-965,2143,2194,-960,2453,2194,-960,165,2194,-610,1593,2194,-4489,-6964,-8948,-3580,-6990,-8990,-4222,-5114,-8996,-895,-971,6386,-1104,-7000,393,-2970,-273,6411,-965,2471,5583,-960,2781,5583,-960,2781,5583,-680,-1110,-5549,-4489,-10204,-19377,-3580,-5935,-11675,-4710,-4730,-10886,-2970,-1374,2207,-5330,-4270,-11061,-2970,-1684,2232,2274,3950,2584,3950,2584,3950,2274,3950,-6175,-8997,-3015,-5384,300,-2570,-4315,-2925,-4402,708,-4530,-2925
