,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
7/9/2024,735,2240,1197,150,1225,2097,135,1510,3097,680,5323,1197,-1350,-4739,-8588,-2229,-4110,-1520,-1356,-818,3769,-780,-4040,-2330,1354,756,-1202,-645,-4283,-2131,735,2240,1475,150,1225,2375,135,1635,3375,70,1910,6180,-1350,-3024,-4070,-2229,-3601,-1520,-1356,-818,3541,-645,-4789,17373,1164,-1523,3541,-645,-5004,19788,2063,1064,2063,1064,1225,1064,2063,1064,-5185,-8095,-4181,6371,4500,14330,-6969,-6106,2200,3964,-6034,-6106
7/10/2024,365,1860,182,270,2060,182,325,740,182,719,2074,182,-4316,-4018,-5415,-985,-3325,-3621,-1771,-1395,-1449,1305,9782,6991,-141,-6595,-732,5195,12992,2837,365,1860,7140,270,2060,7140,325,1708,7140,609,-107,4844,-4316,-10098,-19044,-985,-2235,-4696,-1771,-923,-4003,5195,16881,45253,-2475,-923,-3443,5195,16326,45253,1855,5189,2055,5189,2055,5189,3189,5189,-6345,-6396,155,320,1934,2373,12877,16221,-6945,1211,5542,13829
7/11/2024,2010,1353,3433,2758,2877,4189,2357,4028,442,2520,3173,3681,-3180,-6515,-8860,1093,915,-2417,4180,4555,-2943,5089,15105,29752,-1122,2705,-8860,8669,16455,30473,2010,1353,3433,2758,2877,4189,2357,847,442,2520,3173,3781,-1484,-5716,-15295,1093,2855,-90,4180,4555,-110,8669,15991,43013,3616,4360,-575,8669,15846,42504,-655,4217,904,4902,-856,1180,731,4133,-6575,-8415,6969,-70,1982,-2679,18226,29253,-6130,-8415,16038,39208
7/12/2024,5587,11096,13186,5412,10757,13076,5212,3995,12926,5330,6171,10996,3328,3891,5848,4268,-2195,3007,8226,10691,4416,1245,562,-6152,5454,2827,-726,7321,458,-644,5587,11096,7768,5412,10757,7772,5212,10131,7622,4521,4349,9671,3328,4019,5642,4268,6482,-2342,8226,9199,7125,7321,6246,-3831,9001,7821,7125,7321,6246,-3831,9756,15257,9211,15662,9476,14935,7851,13497,4028,3716,1591,-4017,9954,5939,-5036,1812,2895,782,-6258,6048
7/15/2024,3990,6382,20448,3703,8796,17385,5925,8781,17402,2707,7438,16668,2970,7148,20895,2365,6572,12862,2080,9296,3507,-695,-6950,-8480,2546,3226,1013,2545,12987,-2883,3990,6382,18256,3703,8796,14936,5925,10638,16296,2707,6352,14476,2970,7148,12197,2365,9639,15043,2080,9296,15493,3605,7035,29428,3540,8855,15413,3605,6695,28178,9535,10980,8488,9351,9409,9965,8255,11210,8918,18037,9590,22989,11940,6225,2029,-8935,3343,819,6103,-1748
7/16/2024,-1100,55,-4272,-653,-305,-4143,-1497,-4297,-5827,-2200,3353,-4272,1151,-1137,-913,-483,-498,-4655,1980,-2519,-4693,377,-5974,-2538,2070,501,4579,-1775,3632,-4383,-1100,-1025,-4375,-653,-1385,-4430,-1497,-3035,-7725,505,1416,-4666,1151,-1137,-598,-483,1015,-12532,1980,-2519,-12657,-1775,-4647,-10378,1020,-1444,-13427,-1775,-4647,-10378,-4186,-1528,-3465,-1956,-2100,-3488,-4186,-1528,529,1784,-1863,-1602,-2213,-2913,-4445,-6306,804,2654,-5855,6470
7/17/2024,2722,6083,4946,3382,6003,5923,3140,3364,5903,2292,1220,4634,2493,1889,-3891,2050,2216,836,5529,12016,1528,4683,18865,29762,1465,4154,2846,12033,19735,31307,2722,6083,6401,3382,6003,6542,3140,6268,6832,824,1563,1772,2493,4956,-9301,2050,5766,1299,5529,13252,3708,12525,26859,68389,5328,10108,3579,12525,26859,68389,5897,6444,5651,6215,5898,6607,5322,5534,2249,-5864,6775,1194,15301,6021,19584,27776,993,4078,20604,31515
7/18/2024,4105,9360,24104,4570,11871,15229,3431,6940,17357,2214,5274,20974,2344,4848,-6965,2994,1204,27134,10392,10911,31154,605,15540,4288,1010,1725,-6965,12594,20205,8026,4105,9360,23641,4570,11871,14757,3431,7171,16618,1774,2397,15159,2344,5656,27328,2994,7264,31091,10392,12699,39221,12624,24066,54432,4929,9374,35116,12594,20739,53174,9255,16380,7550,14250,6435,14879,7515,13250,11514,11430,10439,16082,10159,20754,3988,10911,355,-4366,7744,10780
7/19/2024,795,897,3069,1422,643,1134,1547,1295,1557,1215,497,1786,425,-516,-6585,1635,3989,5670,3160,8137,12110,565,7151,1114,998,3458,-7485,6686,12643,1114,795,897,3069,1422,643,1134,1547,981,1780,1215,-1103,-28,425,3462,7454,1635,4640,8275,3160,8456,11955,6701,14155,33801,2765,5763,12430,6686,13485,33001,1251,-267,1279,503,1594,1573,1009,-1331,-2190,-6065,4325,6651,7938,6619,4219,-2235,925,-2488,17457,18385
7/22/2024,4506,7752,7311,4063,8010,4424,3313,6244,4397,3941,8012,16774,4042,8038,13330,2680,5864,12444,4028,2327,5554,2660,1145,-1800,3857,5300,9164,-2305,-2504,-3436,4506,7752,8779,4063,8010,5815,3313,4730,5472,3941,7294,9268,4042,8038,16747,2680,5599,8222,4028,2327,6715,-2010,-6663,-27008,4035,3678,5529,-2320,-6668,-27008,5999,9332,7316,9332,4108,9332,5598,9332,4257,5418,1164,3030,788,-358,-1500,-2718,5896,4667,-954,-6247
7/23/2024,2350,-1920,-4201,1299,-3105,-770,1541,-226,-930,2420,2110,-2128,6988,8007,4011,7176,5881,8392,4655,4468,5771,-990,-1292,-1425,3347,4235,3697,195,4992,-8599,2350,-1920,-4425,1299,-3105,-4965,1541,-2975,-4380,2095,950,-6619,6988,8007,2737,7176,8121,5819,4655,4468,5540,5609,6310,4149,3900,4587,1759,5409,5205,4149,887,5484,1227,6367,1347,6367,887,5484,13490,17059,8691,13009,6265,12205,-426,861,5870,2025,-872,-1007
7/24/2024,3160,6184,13761,3343,6272,13286,3558,3839,13128,3020,5307,11916,-1281,-6255,-8990,1523,-46,-866,93,-1051,-8753,9440,25995,44733,450,658,-848,12032,10846,40433,3160,6184,14989,3343,6272,14567,3558,6601,14405,2865,4820,10304,-4290,-12725,-27534,1523,-451,-2252,93,-1051,-8759,13231,28307,61861,1915,-3475,-11319,12032,27092,59456,8536,15992,8655,15992,8655,15992,7386,14132,-6910,-8705,2750,7514,5930,5114,27344,59585,2572,626,18091,50738
7/25/2024,2371,2530,10405,2511,5056,7998,2516,5534,8255,1965,1530,9125,531,1565,13926,1067,-1173,13,707,1179,4818,1160,5264,2576,2435,1508,19142,4380,3348,-1749,2371,2530,10405,2511,5056,6454,2516,4676,6618,1965,2797,6905,531,1565,767,1067,-185,-654,707,1741,-2504,4430,-980,7302,1050,3040,12742,4380,-1270,4022,6255,10696,6025,9176,6910,5060,4485,8896,1365,-2686,1135,5788,4255,2727,4185,1309,3700,4419,5895,7388
7/26/2024,2531,2892,3425,951,-568,3295,604,3159,1366,2870,5556,3425,3413,3665,4344,2655,4906,-2552,2300,-480,6712,935,1247,3214,2478,1897,-936,-745,2935,4336,2531,2892,-4512,951,-568,-3567,604,-623,-3855,2020,3549,-3,3413,3665,9825,2655,-598,-5076,2300,-480,2140,-1845,-5643,-26573,2798,484,2029,-1845,-5643,-25193,-1599,-2366,-3197,-2366,-3409,-2366,-1599,-2366,6879,17740,-6805,-1575,-1129,-1138,-4095,-3906,3501,3447,-1839,3698
7/29/2024,-270,1008,-5026,-865,-649,-5026,-1540,-2440,-5449,-270,1772,-5026,3282,6351,334,626,2095,-4932,546,502,-4348,-795,-3693,-4660,-479,1306,3242,3878,1024,-4663,-270,-2635,-13250,-865,-2260,-13250,-1540,-2210,-13395,870,-1792,-11630,3282,7139,147,626,4047,-2517,546,746,-5780,3929,2608,-1183,-895,-2919,-5370,3878,3416,-1183,-4986,-8745,-4376,-8745,-4376,-8745,-4986,-8745,8231,-2162,3194,-2353,3440,-1474,-5999,-2190,4483,2499,-6120,4647
7/30/2024,1966,7010,9327,4544,6267,8668,3597,3005,10243,2852,3767,9317,-170,-3051,-8985,2135,6633,14884,3062,9236,-7795,285,19197,15588,1541,-2454,-8985,7916,18080,15588,1966,7010,9870,4544,6267,8597,3597,5913,10243,2852,4507,12097,130,3332,4815,2135,9753,13633,3062,9698,13774,7936,17546,23054,3002,6282,6493,7916,17509,21153,10278,23536,10208,23801,10455,21471,8716,20650,-6305,-8985,4858,10139,7277,15910,10567,8757,-6305,-8985,7882,7715
7/31/2024,4432,6417,11099,3565,5050,8467,2671,2025,8572,3557,2185,11099,5125,11875,5856,5646,10651,17877,11000,20763,24527,2340,5688,13490,2598,11961,2156,10159,2634,11965,4432,6432,13486,3565,5131,11394,2671,4806,9980,3117,887,10835,5125,12803,19965,5646,15600,25722,11000,19745,35717,10449,14436,56876,9254,16720,33542,10159,14321,56041,4268,13272,4775,17485,5719,14967,5483,13272,10843,8771,7711,15949,14717,30777,10185,17988,3465,646,12318,20783
8/1/2024,1635,2040,7637,1085,3320,8725,1094,2665,8801,1715,3518,5567,-2520,-6410,-8895,685,-840,-4659,2971,1710,-8909,9140,12885,19315,-205,-69,-8885,10510,16457,15994,1635,2040,8557,1085,3320,9976,1094,4214,9306,1715,1665,9883,-1890,-5360,-15147,685,455,-645,2971,1710,-4395,10520,12885,18442,2620,-2445,-14445,10510,14647,17285,4690,8330,4358,8593,5893,9941,4720,8405,-6860,-8180,1375,-2554,1745,-8979,11177,-6601,-6790,-8360,8468,12267
8/2/2024,-225,-2100,-214,-200,645,-214,-235,-545,-214,-800,-635,-214,4246,7476,18409,3526,5286,10822,3556,9686,14992,-560,-6129,-5886,1855,3920,-90,5168,-309,-5886,-225,-2100,-3760,-200,-1140,-3760,-235,-1160,-7140,-920,-1520,-3780,4246,7476,17932,3526,6671,13368,3556,10078,14194,4365,6871,-10988,2375,9335,16224,4240,6801,-9743,-360,-4432,-675,-4432,-904,-4432,-360,-4432,10445,18525,7550,15418,9976,7935,-5059,-4825,-2125,-124,-5110,-1066
8/5/2024,1030,2630,2663,2330,3916,4605,1535,2145,10453,770,485,-3845,480,881,2701,7014,1398,7144,1530,3525,1040,-580,8656,-5444,1986,1485,-20,2885,6250,-6749,1030,2630,2663,2330,3916,4605,1535,3394,10453,770,470,-1805,480,220,-8945,7014,2364,-1849,1530,2385,-310,3080,8795,-14764,1770,4150,-7327,2885,7665,-11294,4340,9139,4315,13865,6699,19590,2445,4915,2351,-4085,2644,-5291,8792,-2687,8956,2610,4534,-7715,5563,514
8/6/2024,2465,1950,4567,2240,1825,9117,2170,-773,9537,1820,55,4567,4075,3480,3949,4184,3800,11165,8220,12319,17069,-580,16430,760,4570,833,913,9675,8081,34525,2465,1950,1809,2240,1825,1661,2170,1681,2524,1570,710,1842,4075,7295,15184,4184,4870,6064,8220,12319,17446,9775,19225,1573,7090,11069,14905,9675,19225,753,2440,5353,2267,6967,2187,8005,1895,5353,5005,7899,5985,20308,12530,19303,13769,5240,6660,5821,5786,17489
8/7/2024,3985,5215,4500,2680,3477,4050,2895,2307,4295,3220,6505,4500,1387,-284,-8840,1496,1720,-7947,3778,3376,-7792,9385,-6950,-8650,-2375,-41,-904,7875,12481,-8989,3985,5215,4615,2680,3477,4542,2895,3699,4707,3220,5855,2944,1387,-552,-14620,1496,1163,-8632,3778,3376,-3047,7865,11070,18840,1320,3080,-5801,7875,10815,12030,5650,6150,3769,6710,3837,6710,4515,6150,-6205,-8544,-6685,-8430,991,-8175,-6640,28957,-6005,955,12305,-8787
8/8/2024,600,1955,-990,1477,2270,-1115,115,1840,-1306,830,1039,-990,4238,6239,11331,2795,5473,8073,4481,5637,2857,960,3428,-4551,4240,-2063,-1697,2904,4761,-1162,600,1955,-414,1477,2270,-803,115,473,-806,830,250,-7372,4238,6239,9053,2795,8084,8073,4481,5637,2857,3259,5934,-398,4785,3676,309,2904,5779,-398,1135,-2181,1445,-2306,-50,-2497,1135,-2181,7043,12682,6232,6577,6193,12000,2209,-7385,6771,316,1232,-4713
8/9/2024,-429,-3554,-7234,-334,-3151,-7234,-442,-2485,-7234,546,-3499,-7234,1080,2300,6925,1425,2481,10550,2335,1592,9625,45,5513,1480,660,2981,-3808,1365,4344,-743,-429,-4755,-9115,-334,-4755,-8115,-442,-1573,-8655,456,-3665,-11405,1080,2289,8929,1425,2527,9324,2335,1592,12045,1370,6823,15521,2060,1763,11182,1365,6678,15521,-3630,-5820,-2036,-5820,-2465,-5820,-3630,-5820,6882,5501,5276,9991,3608,7858,-19,588,-1190,-7635,5446,-1137
8/12/2024,1117,-2659,-3563,417,-1917,-3563,1299,1174,-4073,995,910,-3563,1695,2656,-6154,-1158,2729,-3115,-1225,5545,5116,2061,-2759,-5912,-790,94,9487,-162,-6948,-5912,1117,855,-445,417,205,-2990,1299,2165,-8205,-185,-2290,-5635,1695,2656,-5234,-1158,5164,9970,-1225,6155,10641,3626,6756,29405,-840,6335,12844,3621,7871,29405,-3778,-6037,-3778,-6037,-3778,-6037,-3778,-6037,1131,-3165,6899,5383,12724,3540,-5809,-1862,-1635,2816,-6570,-8935
8/13/2024,2707,3266,6617,2028,3286,6587,1664,2326,6587,2247,4005,6567,-3590,-6720,-7000,1180,-1685,-3984,3000,-568,-8990,8569,18773,12803,270,-6840,-7000,10497,14345,21274,2707,3266,9347,2028,3286,9317,1664,3241,8982,2287,3860,6595,-2990,-9555,-21955,1180,2425,3320,3000,132,45,10493,24404,67288,600,-375,45,10497,24404,67288,4516,10052,4686,10022,4651,10022,3546,10797,-6785,-7785,1657,-2383,1862,1163,17199,18794,-6910,-7785,13095,15599
8/14/2024,1410,2492,2341,1936,2847,2341,698,2293,2623,2105,2936,2341,3759,8399,16033,2312,1255,6034,3482,3515,6604,-595,-3845,-2594,2640,-354,1113,-2710,-3405,-2594,1410,2492,468,1936,2847,468,698,1877,583,2105,5209,4252,3759,8399,14754,2312,3172,6175,3482,4347,7471,-2705,-6508,-5618,3112,3066,8686,-2710,-6508,-5618,694,4775,1064,4775,2001,4775,1639,6715,9200,17267,4107,5366,6859,9005,-1995,-7914,1680,449,-1750,-7914
8/15/2024,5065,8714,7015,4394,8714,6987,4267,9527,6868,3790,8858,8165,1150,-1640,-1322,2677,5397,12780,6109,10233,8939,5507,4382,1184,-165,-6545,-7075,11323,2541,5922,5065,8714,7285,4394,8714,7249,4267,8591,7283,3790,9981,8962,1890,2125,-613,2677,5172,13108,6109,10233,9434,11973,9030,36516,5805,9339,9434,11323,9030,36516,6890,1835,6890,1835,6910,1860,6635,1835,-6825,-7890,-1902,5431,1254,20,-440,15534,-6795,-7890,11018,6187
8/16/2024,2104,1565,5355,1570,1755,6003,785,-1110,6923,1453,3190,5355,3172,-1991,-6540,838,-3651,-8545,914,-6648,-6441,1333,-5832,-7732,-201,-1546,-3730,-4135,-6159,-7732,2104,1565,6113,1570,1755,7024,785,2750,7944,1798,3296,11243,3172,-1714,-1094,838,-6453,-13170,914,-6648,-14120,-4135,-19674,-41600,1016,-6715,-12378,-4135,-19510,-41600,-3673,3231,-3906,3914,-2096,4834,-3673,3231,-4755,-8164,-5415,-8009,-6985,-6284,-3290,-8101,-3883,-6254,-6803,-7249
8/19/2024,1575,2095,952,1305,2095,952,1310,1668,952,840,1961,952,-5230,-6901,-8961,-1425,-2815,-3280,-2583,-2296,-6804,2440,16821,27299,-941,-866,1177,6169,10142,25724,1575,2095,4839,1305,2095,4839,1310,2110,4839,1478,2095,4839,-5230,-11036,-24131,-1425,-707,-2332,-2583,-2296,-8767,6317,19841,48600,-2811,-3055,-10342,6317,19841,47025,3718,3534,3718,3534,3008,3534,3718,3534,-6274,-8996,2368,2784,2892,1124,19877,36773,-4010,280,15926,33334
8/20/2024,2860,2355,6224,2915,2900,6224,2580,5491,6224,3160,6323,6224,4115,5290,20611,4060,7040,10295,1604,-1491,9925,425,-1465,-8172,2215,1326,3673,2438,-1296,-5406,2860,2355,6010,2915,2900,6010,2580,1185,6010,4140,5177,6104,4115,5290,20611,4060,3530,10692,1604,-1491,10987,3478,2093,-36743,1414,-629,13487,3393,1603,-34215,-929,-1170,-294,-1170,-294,-1170,-929,-1170,8612,19586,2525,3127,138,7022,-6686,-7210,6601,3517,-6683,-7602
8/21/2024,3435,4339,1389,3265,3397,930,3192,6884,434,2185,4520,1389,5794,11702,15353,3939,8919,10789,5866,10530,14737,755,11550,2510,5055,772,2646,3135,12738,6614,3435,4339,-340,3265,3397,1139,3192,2828,-995,2185,2911,6495,5794,11702,17267,3939,9236,11537,5866,10530,14854,3160,10625,-2541,6699,11350,14004,3135,10610,-2541,4921,739,5511,1603,4711,1603,5941,739,10595,16159,6949,9304,7586,12100,16815,8640,2577,4490,16315,18374
8/22/2024,1775,4679,2500,2200,4984,2215,2325,1921,2176,1555,4335,1232,-1634,-6267,-8090,1115,-415,-3780,1335,1461,-7305,-510,20017,35628,-2345,1447,-8490,12789,17529,29795,1775,4679,4644,2200,4984,4359,2325,5129,3652,1715,3759,-771,-1634,-7765,-22622,1115,2410,-3780,1335,1461,-9230,12909,25253,58242,1150,186,-6885,12789,23633,56332,4806,6934,5307,8297,5395,8202,2990,6299,-6082,-7390,4241,769,1420,-8445,24384,45839,-6470,-7575,15584,43010
8/23/2024,690,-1088,463,565,-988,-606,369,-607,-1923,350,-1553,463,2726,1753,-2915,1056,995,-2077,-749,-2238,-4010,-990,-487,-7667,-77,577,-1972,-2540,-206,-7269,690,-759,-3758,565,-512,-3956,369,-2070,-4724,-945,-1509,-4522,2726,1753,-4752,1056,-907,-8823,-749,-4599,-16378,-2540,-2258,-27382,-810,-5228,-14108,-2540,-2258,-26184,181,1645,181,1645,1534,1645,237,1645,2172,5791,-852,1046,-2966,-667,-5450,-2046,3032,1557,-4170,991
8/26/2024,950,1048,-4479,1250,950,-4475,511,5765,-5385,1875,5159,-4404,4012,7757,31336,6204,9384,11371,4558,7994,30741,686,4606,-6272,4715,9818,65,11400,4271,-6272,950,1494,-6789,1250,950,-4067,511,1282,-4835,1875,4514,-1924,4012,7757,31679,6204,7874,11371,4558,7994,31338,11400,12883,3904,5779,10358,33679,11400,12883,3904,930,-1349,21,-1473,-966,-5448,3975,-1349,13324,37469,3481,15758,7210,22311,-6887,-7443,3950,6048,-3290,-7574
8/27/2024,1443,4933,3500,1851,6427,1485,2648,7434,1485,1816,5959,3500,3370,6636,13925,1856,635,-2621,2889,3385,3846,-165,-554,-4553,1970,3267,1816,465,2745,-5003,1443,4933,2247,1851,6397,232,2648,5052,232,2039,4706,4507,3370,6636,15442,1856,918,-2165,2889,3385,4025,465,-2158,-27323,3172,2456,2792,465,-1038,-27323,5239,8068,5279,5373,4588,5373,5239,8068,4400,9046,-307,-5671,1583,2365,-4310,-4139,3078,4936,-2603,-5927
8/28/2024,3805,10575,24094,4338,10676,24452,5220,10851,22107,1895,9455,21579,-455,1826,-7350,2005,4872,17314,4427,8112,19188,-600,5543,11436,-1190,-710,-6810,5703,7733,8189,3805,10575,24541,4338,10676,25392,5220,12844,23047,1895,8196,18334,-455,3426,11313,2005,7187,26059,4427,8236,28006,5718,15894,57908,3770,7695,23686,5703,15671,57413,7689,26563,10434,27557,12383,24100,6139,25003,-1787,-8445,7637,17966,10615,26739,9314,12664,1430,-8445,8302,18285
8/29/2024,2175,1380,-4010,1340,1570,-4600,1330,1589,-3414,1810,-185,-4010,1549,962,-3868,2010,3560,-8728,1148,-758,-8997,10105,-6436,-7519,3345,2901,1356,8795,15567,-7435,2175,1380,-4223,1340,1570,-4300,1330,2278,-1843,1810,-75,-1960,1549,3089,2770,2010,-115,-13233,1148,-758,-15461,8795,4159,-24419,1839,-2079,-13359,8795,6154,-21909,-269,-6266,-269,-6546,1287,-4956,-1604,-6266,1671,-1660,-4422,-4906,-6227,-8997,1681,-5382,-635,5726,3190,-4440
8/30/2024,420,3532,3953,410,3559,2786,390,184,2622,375,-72,3953,1725,1730,2559,925,185,3401,2967,4425,11624,730,4158,10244,3179,5040,2084,1710,1451,9119,420,2000,3944,410,2028,1297,390,555,1597,-95,-148,-2548,1725,3701,3556,925,2660,-1941,2967,1485,294,1710,10572,7423,2125,-181,-2076,1710,10172,9603,3985,7721,3985,7721,3804,7125,3985,7721,1025,-2766,1486,-2208,1515,5516,3518,10292,3145,2084,-1455,4095
9/2/2024,1925,-195,-270,1925,-195,-270,1925,-195,-270,1925,-195,-270,4010,4246,8720,2960,858,5547,4035,3331,6597,480,-1902,-563,3710,660,3021,490,-2956,-563,1925,-195,-270,1925,-195,-270,1925,-195,-270,1020,-810,-270,4010,4246,8792,2960,2350,6143,4035,3331,7458,5385,-982,-755,4610,3331,7458,5385,-982,-755,-5095,-5395,-5095,-5395,-5095,-5395,-5095,-5395,3105,2925,989,431,1044,676,-4870,-2985,300,5234,-5870,-2985
9/3/2024,4096,6136,10547,3731,6199,11206,3483,1669,10160,3491,4861,6967,-5580,-6895,-7840,1369,-685,-1231,864,606,-8936,9792,24409,40087,-420,3496,-630,13209,23864,31738,4096,6136,12536,3731,6199,13008,3483,5825,12748,2651,2516,3792,-6145,-14505,-32940,1369,670,-279,864,606,-4147,13409,26192,71764,1239,2770,-7807,13209,25647,69099,6975,15858,6505,15684,6196,15684,5620,12943,-6490,-7465,2464,4399,2719,2216,25643,77132,-6015,31,12976,69652
9/4/2024,1405,6799,11924,297,2751,14123,1507,2722,14123,360,3820,13492,3557,8866,10819,2695,5760,655,1845,3282,-838,2580,-4630,-5791,2894,3792,-1021,51,2185,-8386,1405,6799,16781,297,2751,18644,1507,5236,18644,410,3106,18705,3557,8866,10788,2695,4035,126,1845,3282,-4549,121,-11539,-49051,2894,5039,-4064,51,-11614,-49051,9148,17203,9548,17203,9548,17203,6343,17203,3446,3980,-1670,-3609,-1009,1903,-5757,-6943,2723,91,-5453,-7826
9/5/2024,2420,3275,14610,2265,4360,14002,4079,6035,15143,1530,3252,14610,3055,5313,9896,1020,-2476,3765,1035,6232,2964,1285,-3355,-8995,1268,-1035,-992,-1130,-3158,-8995,2420,3275,13063,2265,4360,14069,4079,8255,12862,2075,3723,7348,3055,5313,10547,1020,-580,2449,1035,2535,2855,-995,-2975,-10680,2293,3213,7117,-1130,-2975,-9070,4710,10315,5410,6800,5395,9480,4035,7705,7810,7496,2417,2734,6419,2307,-4740,-5304,3535,3722,-2425,-848
9/6/2024,4910,8138,7902,5040,8368,7790,5320,8530,7212,5590,6499,6119,2590,6000,1717,6400,7950,9459,7145,17354,12776,445,13158,7226,-70,4504,-4529,11001,13464,13672,4910,8138,7902,5040,8368,7790,5320,8282,7212,5590,5819,7253,2890,8188,7933,6400,9327,11403,7145,17354,20371,11001,17063,40673,6600,15453,19137,11001,17090,39470,-755,2871,-830,2871,-885,2871,280,2250,4050,1498,1593,3602,3395,13210,1476,126,3953,-7890,-6579,574
9/9/2024,219,131,1253,656,534,2779,-841,1722,-3487,1634,6326,1253,5033,12834,32361,1963,871,14821,4290,11678,30607,-875,1802,-2391,4399,3343,3086,-3895,862,2773,219,-1499,-2137,656,2190,-1826,-841,-833,-6890,1832,5316,693,5033,13204,33199,1963,4567,15450,4290,11678,27121,-7180,-15920,-30320,3842,9671,22287,-7180,-17675,-30935,1651,7186,2923,5165,3229,2293,1651,6781,15493,28020,7776,14080,11985,20522,-470,-7395,8677,2859,-380,1042
9/10/2024,1935,3796,9403,1265,3971,9083,1125,764,9238,-190,1681,9018,-900,-3493,-7811,-1495,-2542,-285,-1945,-1519,-2089,130,1750,1019,240,2481,2101,-3120,-4535,-5336,1935,3796,9172,1265,3971,8852,1125,3924,9007,100,1346,2548,-900,-3493,-8587,-1495,-1054,-2992,-1945,-1519,-4626,-3740,-3606,7374,-2115,-617,-3830,-3945,-2191,7374,4854,12051,5328,11731,5173,11886,4034,11854,-1268,-4619,1449,1630,2461,4852,5171,8314,203,1931,-2183,7106
9/11/2024,2470,5743,9317,2335,5470,6826,2455,2945,9318,2095,3503,7012,-5081,-6402,-7322,-2845,-6440,-8952,-2720,-6520,-8725,4150,-6126,-7160,-4730,-6515,-220,2765,-6300,-7160,2470,5743,9317,2335,5470,7047,2455,3445,9318,2095,4878,7207,-5081,-14040,-29484,-2845,-7500,-15075,-2720,-9455,-21755,3305,3045,9342,-2600,-8350,-24155,3170,2895,7857,5860,16292,7082,15379,6609,15389,5090,16536,-6797,-8904,-4260,-8909,-4541,-8945,2733,-8221,-6255,1542,7590,-8421
9/12/2024,2230,2790,-1793,2325,2795,-1753,2890,1655,-2612,2230,2274,-1793,3759,4068,3893,2668,3560,1225,4169,1657,8599,4485,-68,-4605,1471,705,6078,5965,757,-2178,2230,2790,370,2325,2795,410,2890,3790,489,1690,3041,447,3759,4068,9893,2668,2036,1503,4169,1657,9804,6065,4328,7954,3004,1067,8398,5965,4328,7954,-630,-1819,-1079,-1819,-49,-1819,145,-1819,6133,7657,5300,2446,6724,10811,-5386,-6791,9155,1022,-4615,-5034
9/13/2024,1395,-17,-2640,1510,-17,-4185,1780,2275,-4185,331,716,-2640,729,6172,8435,2146,5610,804,1662,6144,7949,1931,106,-7584,621,2854,7152,843,-1128,-8278,1395,-17,-2591,1510,-17,-4136,1780,858,-4136,1271,1265,-681,729,6172,11202,2146,2239,1966,1662,6144,10266,2147,6222,1875,1982,6700,12515,2147,6222,1875,-1579,-6720,-1579,-5025,-869,-5025,-1579,-6720,3042,11218,1028,1852,1004,6904,-6741,-8446,1467,3919,-6605,-8211
9/16/2024,-880,2234,-53,-860,2302,-53,-880,700,-53,-565,890,-53,2363,-1201,-2584,-1835,559,316,-1502,-1167,-5010,211,-6502,-2902,795,2971,931,1266,-475,-644,-880,2234,691,-860,2302,691,-880,2302,691,-615,927,373,2363,-838,-3252,-1835,-2305,-3586,-1502,-1167,-4659,1266,47,-5935,-872,-632,-2374,1266,47,-5935,2562,1168,-433,1168,-433,1168,1283,1168,-1163,-5966,-3883,-5789,-1435,-4834,-1420,-8228,-5165,2195,-3020,-8911
9/17/2024,-940,-1602,673,-935,-3047,673,-1800,-131,673,-385,-619,-420,179,72,-8796,2095,1585,-7386,-521,-5745,-6871,-625,-1610,-8318,1361,-1055,-1307,3911,4658,-7594,-940,-1602,1195,-935,-3047,1195,-1800,-3082,1195,-385,-1121,3619,179,544,-2439,2095,-585,-5263,-521,-7730,-12194,3911,3051,-25766,-171,-9870,-10563,3911,2414,-24731,2100,-1905,2100,-1905,2100,-1905,1720,-1905,-4986,-8998,-3673,-7718,-6285,-8998,-4220,-6321,830,-2913,6105,-6200
