,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
6/12/2024,3580,8985,19733,7155,8770,28223,8103,12256,20480,3645,5567,24683,5100,18859,36977,6800,16982,37704,9015,14582,36465,7085,15387,7127,5484,8662,7588,8565,21355,10565,3580,8064,22680,7155,8770,28613,8103,12256,23430,2130,6269,17487,5100,19711,49258,7910,18652,55631,15279,19108,50030,6458,20637,78034,6049,17558,51460,9170,20437,78034,6659,11695,422,16193,5149,11540,47,13403,18645,35474,20555,41307,22749,32517,15020,2939,9400,12274,14870,11766
6/13/2024,1966,1070,5980,2921,2156,4219,2788,679,4336,690,1195,5484,493,-3707,-5826,157,-1856,-5946,-2000,-1000,-8096,2883,3283,3014,2231,-970,74,5151,-2725,-5138,2380,3150,8089,2921,2156,6098,2179,2242,5726,2050,3575,4503,224,-6176,-15587,157,1195,-8247,-3950,-6161,-11083,2883,5299,-6072,633,-3556,-14047,5151,2561,-4654,1675,11346,1344,-430,895,9652,1450,-430,-3010,-3814,1185,-4460,-5272,-4555,-3467,-4832,-153,2563,-3467,-5322
6/14/2024,-824,-2233,-2417,-1318,-1205,-2672,-1318,-2576,-3283,-330,-222,-3718,1000,-784,-4718,695,1273,-2937,-996,-937,2861,745,9048,1681,1270,-1990,-592,1450,6454,7087,130,-2233,-4071,-1318,-1205,-3632,-1318,-2559,-4465,-1045,-2613,-4993,1000,-1859,-10757,920,1729,1044,-1531,-205,1325,948,8582,40423,1270,-205,1325,1765,8982,40397,-384,-2898,625,-1400,-562,-652,2059,-1474,-511,-4792,4559,1583,2322,797,17092,7105,-2254,654,17092,6994
6/17/2024,2745,1179,1512,2950,388,5301,1728,108,2330,3271,1221,5178,-1950,-3940,-6975,810,-3040,-6260,299,-1765,-8981,5175,-1595,-2930,-110,-2075,-3940,4860,-90,-6995,2745,1708,3717,2950,388,7354,2600,1060,4790,3489,4860,6766,-1590,-5800,-11575,255,-3495,-7735,1333,-6890,-18960,4223,-1795,-21428,1005,-7310,-18120,5750,-965,-19901,303,4399,147,6829,-1308,3623,292,5848,-3855,-8077,-4170,-2921,-6184,-8491,-205,-6915,-1732,-4820,-205,-5494
6/18/2024,2215,2332,3590,1876,10784,-157,288,3643,2599,2205,10214,-1624,3375,6996,12648,2530,4684,6851,2600,15387,7344,3756,6240,-529,3368,1438,7941,1875,4019,-2160,2340,2248,2674,1876,10784,-3046,221,3519,1630,1163,7951,2482,3375,7816,22330,2530,5337,10917,3493,17657,20126,3768,6500,-17059,3720,17749,20782,1925,6310,-21211,3364,-621,6143,-4005,1724,374,6469,-2525,7498,9731,1224,-4640,3576,-4635,-4505,-2823,3506,3484,-4505,-4092
6/19/2024,675,35,3930,1395,860,3050,1395,860,3015,835,650,3050,2315,1955,7060,1290,2025,8291,5625,3550,14607,2220,6790,3530,2090,680,2410,3580,5405,10763,675,35,3050,1395,860,3050,1395,860,3050,635,35,3050,2315,1530,7250,1290,1505,10743,5625,5555,15090,2815,6790,21645,3370,5555,15090,3580,6790,21645,-1999,-1774,-3430,-3505,-1999,-1774,-2820,-3505,1775,1390,2165,2130,495,790,-1065,-1920,630,1315,-1065,-1920
6/20/2024,1560,4411,8679,2138,3771,6276,216,3162,2602,-715,2763,1447,-605,-3650,-6440,2900,6740,12620,4217,-1840,4099,7875,23915,3583,1775,1378,-4505,9205,21632,50272,1560,4411,1645,2138,3771,3542,561,3295,6475,2675,1101,1495,265,2158,1666,2900,6740,12934,3825,6419,13442,7875,22035,51840,1900,5674,12354,9205,22182,44979,5200,5904,3567,2263,3498,2400,2473,572,-2186,-8638,4000,17070,8889,13444,11734,35327,3939,-4050,11729,36883
6/21/2024,4471,5211,3825,3531,6819,247,2570,4686,659,3960,6005,-2582,5391,12292,14157,7030,9310,4743,7956,5830,26878,11232,895,5045,3470,7685,6217,7351,3720,5844,4114,5292,2926,3531,6819,400,2691,5083,4484,4600,5726,1815,5142,10349,19657,7533,13061,14277,8561,17031,23682,12330,8335,-4025,3645,17031,23682,9473,9581,-1289,3268,-1846,1344,-3522,2447,-1907,-214,-5978,8740,21438,-2445,437,5055,12170,1611,-5315,7945,10340,1606,-148
6/24/2024,25,325,-3349,590,-699,598,-185,-1116,-2585,495,1021,803,780,1360,-4947,1563,1942,3060,2143,2869,132,3331,7042,621,1485,2573,3955,4841,3352,12874,575,820,-2981,671,-699,1694,661,-239,-671,276,-499,-367,780,2179,-1934,1563,1942,6631,2971,3455,486,3684,6046,44110,1485,3583,1316,4841,7172,40694,-1120,349,-534,1410,-2540,3025,310,4072,3178,1031,1330,11430,6257,6245,7741,25496,-466,2411,7731,24569
6/25/2024,1590,2287,3271,-570,1471,4638,-719,530,1129,-540,1464,3652,2674,-1915,-4597,1890,3460,5157,2299,-1807,6551,1630,9103,7525,2848,-1278,-1133,2625,3883,17986,1095,2879,5506,-300,1471,5662,-160,855,3636,-590,1031,3494,2674,3313,-1936,1890,3460,6530,2864,5531,15251,1336,8557,61111,2873,5293,17443,2465,9826,61860,1857,6051,812,3820,-137,6144,792,3820,-1862,-4023,2016,5542,2936,7286,13194,17843,-771,-648,13194,16828
6/26/2024,1284,3420,63,2515,1280,-1604,2347,3079,1236,330,1433,-1003,2850,7060,24240,3022,4720,6177,5682,1064,19911,1170,3217,-2170,3057,2345,2224,1075,307,-1658,1565,1542,5312,2985,1280,-1850,3080,1570,2024,1600,557,2697,2850,7060,26324,3022,4923,10393,5682,8403,22735,789,4351,3568,3212,7660,23262,2730,3689,4801,4647,4142,2429,6282,2582,3905,4774,6282,7819,12729,1616,1307,5439,4204,-2670,-4976,2897,2788,-1770,-3481
6/27/2024,1030,1107,-821,-345,1291,-3784,1477,3718,-4500,-915,-1490,-7990,1915,16828,15968,690,4840,-4661,1077,9246,9,1491,-5558,-1550,1669,10297,-1965,1185,-2867,-7036,748,-1145,-4234,-525,1291,-8815,1280,1428,-5523,547,-1708,-3036,2352,17450,24878,1445,4840,-3323,2149,16146,-5104,1691,-6143,-51684,1620,15066,-5339,1116,-5910,-51125,1488,-6901,-1140,-7510,-716,-4771,-1330,-5377,16697,29788,1253,-750,10318,10948,-6770,-6713,1415,8053,-6770,-7140
6/28/2024,-675,3102,2828,907,1590,4859,-46,2786,-1939,575,4887,5055,1185,-3585,-5469,1306,2632,-6429,-1321,-1060,-8384,-1235,-6235,2821,284,-1743,205,-2310,-2340,86,35,3471,1165,907,1590,4859,349,3427,4237,655,2662,3120,1185,-4890,-16173,1306,2707,-5358,-1086,-1110,-16654,2711,2179,29353,211,-2508,-16943,4920,3434,27257,188,5609,4323,10236,4734,8535,1548,12537,-3695,-7245,-1357,2252,938,-8244,-1485,34910,-1510,-5265,-1485,23102
7/1/2024,-876,356,1386,1125,-606,2870,-820,-661,-2491,485,922,2851,1020,615,-2951,-1150,-2280,-6149,59,-1959,-2403,-380,-515,4213,563,-2050,-1980,5,1484,-2240,710,541,1763,1125,-606,-12,680,-965,1332,920,255,1527,1020,-925,-6943,-590,-1846,-1222,1104,-2165,-5909,-1392,-385,18912,845,-3067,-5349,673,-166,20251,152,-648,-496,-63,-327,-3682,-261,3610,421,-3579,-4005,-6860,-2509,-4760,206,-6206,-2492,2735,206,-3700
7/2/2024,344,-1120,-3124,1070,-1260,-1359,-670,-1198,-1646,505,2732,576,921,-2724,-6751,1895,4395,1628,-1108,-1885,-6458,1301,13923,10322,2125,-2381,-2519,4315,10038,22212,480,-665,-1419,1070,-1260,1010,255,-580,-860,445,-215,-1696,921,708,-19137,1895,4395,2161,-681,5600,-10672,1301,14497,59054,2125,4506,-7327,4315,14859,59054,-2335,-2555,790,4099,-682,-3757,126,3841,-4430,-8745,2820,3272,-2081,-7156,16286,32912,-1230,-5475,16286,29261
7/3/2024,1610,2038,3730,2765,3923,5205,492,2816,4156,2105,3475,5679,1360,-4500,-4180,1315,2345,-4700,-1720,-1125,-9000,3245,6518,453,3000,-2250,-4715,5331,9069,7652,1610,3335,3889,2765,3923,6508,2832,3403,4581,1835,4170,2541,1360,-10165,-20535,1315,2345,-3635,120,-5475,-6965,3245,5859,25753,3000,-5450,-6965,5331,6518,28174,3098,4645,4042,6979,3722,2451,3133,6979,-3890,-7785,-3270,-6360,-6374,-8500,5461,13582,-6740,-3965,5461,13571
7/4/2024,1895,4485,7001,4110,5209,8028,4455,5294,7001,1910,2670,9670,1440,6865,8750,2270,6610,13095,8305,8240,20585,3575,6400,2980,2465,2075,1165,4385,4710,5835,1895,4485,10188,4455,5209,10188,4455,6099,10188,1705,4150,10188,1395,8175,11165,2270,7460,14740,8735,14730,22725,5425,18280,38920,2935,14730,22725,6510,18280,38920,-1957,-2162,-1235,-3570,-1957,-2162,-200,-2435,3700,4125,1775,2355,940,2105,-3370,-2095,-530,-170,-3370,-2095
7/5/2024,65,-631,806,188,-602,2682,-1008,-1793,1273,905,-783,2950,2063,-2650,-6930,1963,-3235,-4264,938,-1985,-7920,5250,12728,2092,4755,-2090,-4670,6205,9644,17073,65,207,1749,490,-602,3928,721,-158,1704,575,253,2087,2063,-1755,-14507,1928,223,-2152,1460,2329,32,5309,11847,42754,4755,1799,250,6345,12728,46557,45,2587,2287,6517,-50,2582,1610,5884,-3860,-7385,-2437,-2340,-4387,-8355,7679,13125,-2266,-3975,7679,21250
7/8/2024,1685,2700,-619,-398,1834,-3909,-953,-1440,-5048,1010,1582,-5025,920,3695,21766,1070,2241,11524,2933,4074,22894,-763,-1150,-2170,2559,-852,7909,-860,3079,-6279,160,2700,-1194,-398,1834,-4691,-953,-1300,-3360,55,1521,1347,920,4685,32340,145,1315,16148,3224,3872,32564,2488,-43,-3516,2709,3850,32564,660,-2705,-3516,-637,-5054,-2720,-6790,-748,-4661,-2641,-6070,9199,23962,1566,6467,5628,16306,-6897,-4165,7028,11206,-6897,-3175
7/9/2024,228,2290,-845,125,2527,2642,-419,1609,-742,565,1670,2674,1471,-3855,-6670,195,-2610,-4872,-1330,-1850,-2920,1869,-4823,-2940,2904,2840,-3520,326,-1699,-3878,525,2973,7425,125,2281,4362,110,2263,7270,35,1890,6150,2905,-3218,-5892,195,-4515,478,-1391,-2525,-772,2784,-5095,15292,2904,-2945,-1068,351,-7995,18071,856,5439,1272,2912,252,2730,1272,2912,-3855,-8850,-1000,4795,3796,10311,2766,-6863,-2554,1440,2766,-6635
7/10/2024,660,1409,-1081,0,445,-4120,-910,-455,-2505,-15,-615,1549,-185,-4065,-3292,-465,-3171,-4289,-1965,-1584,-1610,2019,6127,5443,-32,-532,-2133,2105,4490,-65,660,1620,3827,250,445,5003,300,1045,1990,184,-182,4189,-185,-6205,-17694,-440,-2575,-6941,-1736,-2755,-3455,2033,5070,37177,215,-2755,-3565,2745,6616,37648,-652,2743,630,5336,327,-622,-160,-1826,-4195,-5486,-4405,-2670,-5148,-3140,7802,12678,-1180,-1449,7802,15542
7/11/2024,1390,1805,574,2743,3250,1417,1543,3253,-2439,1970,1010,1989,1730,-4375,-6515,2365,-3480,-6987,3812,-625,-8914,5554,6842,-1185,4430,1874,-4200,7157,6682,19443,1390,1805,1331,2743,3250,1519,2322,3263,-1120,2615,2523,2941,1730,-2410,-9770,2365,-485,835,4165,3845,-915,5554,5219,40665,4430,3530,680,7157,6682,40101,-378,406,-1524,2281,-3007,-1727,-1584,2136,-4115,-8415,-1305,1107,1518,-8464,13385,23885,-6130,-4075,13385,29044
7/12/2024,3766,4870,2370,5789,1450,10170,4848,7708,4395,3616,3620,10383,1170,1899,367,695,-450,-3209,9971,2121,682,2010,-2174,1433,3045,2242,-1697,5145,-963,-4701,2990,4085,7551,6184,1450,12305,5994,3045,7778,4252,5651,9521,1170,72,6018,270,-1000,-3296,8196,-1015,2301,3913,640,-3348,3045,-1060,1356,5145,-3185,-391,7251,18249,105,11097,2294,7727,1890,11549,-189,473,-1730,-4936,591,7038,-5854,6896,511,39,-5854,476
7/15/2024,2900,4671,14067,3495,7275,15808,6456,7591,15746,2567,6767,18869,1055,4116,4529,1560,4533,4547,-677,2079,9533,-1465,8401,5525,1641,3595,31,-600,10411,-5831,2900,4928,14116,3495,7275,17609,5838,9786,15506,2692,6506,14361,1055,5844,11738,1320,4533,17082,1125,8387,16765,865,10159,35998,1841,7237,16365,1305,8735,35466,9998,8617,11052,10174,5911,10686,7180,10805,4538,12931,7328,24273,8233,5505,10036,-5005,1469,386,9896,-7427
7/16/2024,56,-370,-3650,-628,155,819,-519,-2727,-3396,-580,3826,-1940,625,3839,-1938,745,89,-4799,1075,1392,5532,1360,2864,-1219,905,5415,5165,510,5173,-3392,720,505,-5049,-1428,155,-4770,-2272,-3645,-4480,470,1416,-4691,625,3839,-606,745,89,-8217,1075,3596,-4348,1360,2049,-14106,905,3371,-4219,510,2864,-17363,-2506,-3847,400,-3088,-2302,-476,1148,-1313,80,2582,-473,3542,-879,-807,-2480,-862,-196,2745,-2480,504
7/17/2024,1397,2916,-3,3146,2573,2218,2066,1484,555,1172,1398,2868,1088,-3818,-5935,2837,3920,-328,3200,79,1417,5098,13691,-1217,2133,-429,-299,7627,13110,23657,1397,2490,2183,3146,2573,3568,2903,2782,1157,829,1543,1577,1088,-412,-2560,2837,3920,789,5419,3165,4660,4520,11070,54002,2133,2813,4451,7805,13691,53670,5004,2240,4971,3629,4054,1039,4870,3640,2301,-3849,5366,-1135,4003,12528,19744,26388,-1619,-1013,19744,27557
7/18/2024,1536,5872,16186,4535,3535,7428,4701,5859,14670,1454,2732,17536,860,3157,-6975,1505,361,-6975,5164,4661,20504,3795,10816,-1635,2403,1141,-4720,4910,5797,-3867,1536,6657,19885,4535,3535,14563,3396,6312,12125,1769,2157,16409,860,3380,21479,960,361,27392,10347,8862,33744,3795,6822,55059,2403,7497,31992,6600,9875,56131,7333,14841,2495,17588,7391,10245,4426,13062,768,3434,5236,12102,8727,25239,14321,-3753,170,-4045,14311,-1488
7/19/2024,285,1039,-685,1392,-1266,3702,1909,2285,2146,340,-110,3593,15,-2600,-6620,2365,3892,-3618,4031,-1795,1501,3627,15621,-2130,425,1345,-4255,5872,10848,265,285,-194,2902,1392,-1266,4181,852,1845,5676,968,-1140,-98,15,1915,7559,3020,3892,7575,2915,7955,12177,4749,14697,31615,615,7866,11107,5872,15391,32315,2846,-247,-38,405,2564,1271,97,-164,-1962,-6060,8760,3249,-1306,6127,16955,-4815,885,-4020,16955,18944
7/22/2024,3415,5476,5402,3625,5400,6824,4884,4158,4143,3735,4634,12921,2720,7362,5795,1580,2293,9109,3710,5653,2960,2790,666,2243,2257,4012,6711,-1110,2857,889,3415,6276,6666,3625,5400,8628,3113,5432,7294,3896,7131,9143,2720,7362,13204,1580,3643,9109,4008,3776,2023,2406,-7777,-31001,2390,3621,1851,-1150,-7060,-30285,1710,4791,2074,7342,3291,3749,1058,8167,5473,2724,4415,-357,1998,-5226,-5899,-3395,7138,5492,-5899,-4303
7/23/2024,1721,441,1456,1202,-2163,-5835,1215,574,-1335,2130,2405,-5220,2305,6716,13288,1790,1808,10844,4660,8154,16895,1460,-1008,-2972,1486,3350,10968,-460,2963,2023,2025,524,-669,1202,-2163,-6560,1516,686,-4115,2070,924,-6734,2305,6716,12781,2020,2147,17892,4660,7620,16895,2933,3737,11911,1900,7656,17645,2040,1968,5524,2196,-1759,134,977,645,-521,1340,-2291,10689,17322,8488,19067,9835,22710,-63,-1151,2504,8384,-1168,4216
7/24/2024,2155,3235,4773,3010,1147,8973,3523,1426,5320,1500,4841,8887,-1100,-4488,-5800,-90,-1126,-6758,-188,146,-8860,5155,9048,16130,1460,-1557,-5790,8178,4816,36933,2155,3542,4731,3314,1147,9475,3523,2499,6822,2810,4624,10249,-790,-7785,-24655,410,-2159,-8015,38,-1880,-14845,5030,8030,49939,1590,-3025,-17080,8178,8628,51911,3413,6902,2990,12924,3118,6902,715,12184,-1954,1036,-4280,-3874,-2423,-8394,10359,44657,-6430,-1295,10359,40242
7/25/2024,1270,2095,8735,2481,2575,7510,1303,3164,1800,1880,-260,8155,1025,453,-1355,1340,595,1051,1423,1265,-2220,3115,7543,10714,331,10986,643,3710,3835,-1398,1270,2754,6776,2481,2575,7510,2486,4560,-81,2020,2747,6915,1025,456,-5303,1340,810,-1934,-263,1768,-6883,3115,5435,4008,810,2398,-7895,4110,8445,367,5691,-1564,2450,7477,6988,-882,2775,6431,1346,-2095,1015,1266,5081,5305,17339,9495,3676,1489,17324,-1897
7/26/2024,2900,4527,3405,1416,4349,2660,3218,2621,1401,2920,4048,682,1685,2251,6308,2595,4762,-3505,2598,931,6108,3825,6010,3922,2250,134,2781,2061,3789,3712,2900,4720,3908,966,4349,-3607,579,2479,-6052,1945,3496,1372,1685,3099,9876,2595,4762,-3213,2598,1706,526,4511,510,-18879,2250,2686,1295,1830,945,-23188,-1003,-2126,-659,-7839,-393,4113,-538,-5237,5329,17481,-968,-1654,508,469,-487,-2984,1087,6602,-492,4757
7/29/2024,2842,1641,-4945,-1190,1448,-5170,-1455,1371,-5365,-65,1950,-5251,665,4278,-2474,885,3520,1065,799,1635,-4998,2734,-37,-1753,160,3177,2305,1558,1328,-7498,885,2095,-2393,-880,1448,-10680,-1555,-2720,-11810,990,-1059,-11660,665,4278,4297,885,3520,-944,521,2705,7708,3431,7273,-2422,290,45,3192,4565,5600,-2553,5079,-2106,778,-6520,-4325,-1768,-802,-7025,6809,5854,2455,-531,-1273,-4155,-735,-6530,3249,-319,-735,-3593
7/30/2024,2386,4087,6588,4509,3030,9046,3631,2667,6129,1931,2663,10451,-1505,-4315,-6715,-120,-3405,1734,-1575,-1110,-7985,4131,9122,-2095,-1170,-2250,-4405,7981,8539,2083,2386,4160,7300,4509,3030,9534,3631,3511,7645,3001,5409,11722,-455,325,790,940,3059,10433,3186,3685,5700,4556,8177,16938,300,1155,666,7981,8912,18027,8166,14343,5792,20030,5713,14022,5856,16908,-4235,-8985,-1115,3988,4167,-7430,4290,4325,-6305,-4400,4285,4262
7/31/2024,310,1417,7962,2685,2835,6223,4562,510,4038,-585,2451,10684,2775,6181,142,2940,5741,16199,9599,1676,19452,4917,6060,7451,4915,7331,-1281,7049,1984,12291,520,1481,7320,2685,2835,10176,4486,785,5453,2026,37,10635,2775,10311,16832,3335,8161,22287,8158,10820,23132,5464,5066,47556,5038,9310,25109,7249,6403,50053,3318,6325,1929,10963,2689,6510,1110,8553,3312,4371,5296,10712,12166,15793,11024,11961,941,-1345,11019,8236
8/1/2024,475,34,-3840,1055,-280,8141,664,2909,3376,1495,1080,9315,-1560,-3605,-6040,925,-1285,-6104,-696,-1430,-7474,10908,12033,-2890,1940,-1845,-4500,11573,11993,16885,475,665,2653,1055,-280,11827,1059,1885,3768,1715,960,9692,20,-5720,-17925,925,-2230,-4575,2926,-845,-11969,10908,11454,18692,2615,-2240,-15410,11573,11933,19203,2310,3010,2248,6623,2642,6381,3060,8206,-4116,-7134,-2569,-6217,41,-7363,8279,-6650,-1151,-4055,8279,-2473
8/2/2024,-230,1470,548,4338,-1653,-4184,976,-560,2780,-565,-331,-2184,2765,7762,9313,2975,5445,7412,3489,-1095,11435,3451,9845,-2070,2870,4900,772,3431,-2549,-5415,-230,450,-108,-215,-1653,-5245,-250,-2460,-6305,4123,-1565,-3800,2765,6553,10666,2975,5445,11394,8594,13075,17486,3451,17824,-10636,2870,12240,12863,3431,8336,-12398,502,1076,503,-4209,1100,-1282,39,-3104,9249,10628,5158,17523,7790,14487,-4898,-4115,-2125,1987,-4898,-4965
8/5/2024,820,521,773,2305,3947,5002,1522,294,6296,500,2145,-4125,1015,1623,-904,1904,1869,1405,971,-1146,-1983,3330,9573,-2360,3230,2005,-4675,2935,6387,-3091,930,840,773,2305,3947,5002,1505,1755,6296,750,80,-1835,1015,-535,-4860,1904,1869,-9177,1490,3667,828,4658,8448,-10454,2345,2845,-1987,2935,9088,-7550,1967,3075,4529,7834,3823,9225,2040,3600,-1525,-4935,-1435,3550,-1457,-164,7783,3597,4304,-3880,7723,2466
8/6/2024,770,-96,3025,2225,-873,1903,2004,4488,7177,-580,-285,16,1180,4038,-955,2235,1772,4910,7212,-1080,20317,5224,7737,-2385,2210,-53,-1430,6005,79,37335,770,-175,-2922,2225,-873,-1598,2160,-1087,-1037,1685,665,943,1180,4638,6818,2235,1772,4910,8235,6365,19997,7441,9404,1402,2210,6005,21064,6005,9225,2583,-388,10257,2390,1834,3143,3122,2605,1166,1850,4961,1495,7783,2712,23304,3148,9562,2564,3971,3143,16411
8/7/2024,2640,5278,-2341,2645,4775,4096,2338,1513,-5100,3680,6330,1801,620,426,-6491,1358,-3320,-5059,3753,-1280,-8259,6020,10333,-2910,746,-735,-904,7075,8562,-7135,2640,5840,-2333,2645,4775,2827,2860,1667,-1783,3200,5785,2902,620,1076,-4033,1673,-370,-9857,3753,3591,-5677,5009,8662,21410,1665,2751,-7892,7650,10138,10925,3007,-725,3165,2205,770,-3357,5040,2334,-2858,-7429,-3880,-6035,-2655,-7760,8925,-6652,405,955,8915,-6887
8/8/2024,1811,3267,2662,580,2865,1071,1009,175,-75,1380,3382,264,1427,5216,13625,1685,1966,7073,4740,5367,9990,2254,-3651,-2073,2530,4670,7773,991,160,3585,1935,2836,2691,830,2865,273,95,1435,-2824,775,190,-7372,1427,5216,13744,1685,1966,7073,4501,5851,9990,4792,-5016,-4730,2530,5451,10903,991,-3200,-5103,1976,1798,-505,-2716,999,-1306,950,299,10954,16699,4623,9041,12016,13938,-4259,-4315,429,3060,-4259,-1327
8/9/2024,545,-1754,-1244,-1135,-2560,-2421,-445,-2111,-3807,-150,709,-5619,1550,960,9918,1800,3061,8625,-267,-526,9985,1955,8540,2284,1406,594,571,2170,3553,1346,545,-3465,-11372,-364,-2560,-9090,-462,-2550,-8200,431,-3680,-11520,1550,1435,6646,1800,3061,6931,1460,1632,9985,1703,3672,13611,1940,1237,7153,2665,5034,13866,-3714,-2614,-2965,-3563,-2131,-3216,-351,-5085,1184,4054,7558,7510,-337,6420,9133,-2796,-1545,-2831,9133,-2113
8/12/2024,1600,1821,-3002,-839,1019,-3048,5013,4621,-1568,1510,1383,-6212,1270,2987,-330,610,5852,11732,3079,11449,-2489,4555,2767,6106,1175,2997,1425,1077,9639,-5821,1600,965,-2110,377,1019,-2650,1402,2280,-3210,475,-2330,-5780,1270,2440,-2240,610,5852,11030,-577,6160,13116,4114,6443,27555,1175,6490,6228,1655,6446,24787,762,-5543,-2145,-4133,157,-2569,-2275,-6159,4946,48,10072,9379,13925,-6046,-6330,-1312,935,-2843,-6330,1249
8/13/2024,1020,590,2501,1728,875,4950,-112,1402,1179,1953,2537,5977,170,-4215,-6950,-465,-3545,-6880,1542,-1535,-8915,4865,11523,6053,1378,-1950,-4690,7010,8337,20888,1100,1835,2066,2023,875,6317,1659,1606,2686,2095,3952,5975,220,-7655,-14840,5,-1701,4910,2955,-1675,-1924,4805,11097,60836,1490,-1925,-230,7075,12335,62568,-1716,4533,-366,7798,309,3982,-821,8663,-3895,-7785,-4440,-6931,-3772,-8497,13080,18849,-438,-3890,13080,13418
8/14/2024,712,6286,3781,1486,1343,1432,1002,6161,6967,2558,858,5081,5192,5949,15430,4467,3650,6761,3119,-939,7782,320,-2695,-2978,5421,95,825,-1225,-22,-3581,1380,2621,7064,1486,1343,3485,649,3707,8042,2559,3660,5737,5192,5949,15410,4192,3650,6761,3234,2232,9384,874,-4349,-4061,5122,1712,9028,-1167,-4728,-4283,6805,8666,5797,6768,4960,9824,1494,4163,4347,12718,3437,1911,3938,2638,-1771,-6782,164,758,-1771,-3457
8/15/2024,3696,9895,7975,4389,7531,6231,2841,7413,7897,2770,8236,6181,4230,-1591,1803,2185,6427,10892,5835,-53,-4817,8640,3053,-1840,6822,-1820,-4705,9886,2238,11110,4625,9895,8378,4389,7531,6231,4262,7843,9152,3755,9717,8892,4230,5241,2030,2185,6697,11125,5851,10333,9255,8968,2685,26172,7180,11321,9255,9886,3053,28801,7533,7270,6005,3174,6393,4520,6025,3204,-3945,-7890,2816,5820,-2585,-1261,8785,9894,-6795,-3940,8785,-2048
8/16/2024,1750,2579,5644,905,387,1720,3070,2209,1481,2235,2610,3720,2980,863,-6582,2445,-1381,-4210,420,-1504,-6798,-1010,-5933,-1742,1815,805,-4690,-1885,-3620,-6161,1750,1002,8514,1555,387,8013,770,687,8300,1688,2096,11183,2980,1194,1882,2445,-1175,-12040,909,-2330,-5899,545,-9391,-38145,1815,-2245,-11039,-2440,-12538,-38900,118,5941,-1746,6439,-1081,2380,-1309,557,-2415,-4511,-2915,-6464,-3507,-6405,-6628,-5754,135,-3905,-6628,-5271
8/19/2024,480,400,-2722,1010,415,-1978,-86,645,-1551,1325,973,450,-1550,-4300,-6825,-490,-2904,-6976,-1997,-1996,-8963,1750,8991,10251,-960,-2417,-3793,2465,5896,23582,480,798,5931,1300,415,2234,1305,1043,13,1428,2040,3829,-2520,-3009,-26910,-365,-2904,-6319,-2663,-5492,-19621,73,9195,38058,-2365,-6117,-21196,3025,10424,39540,659,430,1330,2141,819,199,1523,2141,-4350,-8978,-1422,-941,-2728,-8498,11062,35290,-4205,-4270,11062,33427
8/20/2024,3791,5640,15022,3215,5396,7760,2948,5486,7066,300,5337,10263,2600,6514,25073,3100,764,15050,1551,4411,12784,760,-3636,-325,1245,5900,9701,-245,-1015,-4668,3075,5480,15022,2875,5396,13160,2530,5407,14882,3905,5216,10654,2600,6514,25073,3100,3468,15728,1444,4697,13101,1845,-936,-16453,1245,4032,12171,-1345,-735,-13771,4331,9052,3680,3120,5296,11545,2645,2734,12236,23780,3799,6322,5348,10879,-4709,-5333,4481,2693,-4709,-6885
8/21/2024,3648,6615,17918,3228,4596,5013,3791,8504,18598,3528,5024,6402,3595,8796,19971,1760,3006,14882,7191,11349,23016,1915,9132,2669,4215,3437,2610,785,4242,4888,2270,5115,14005,3228,4596,7648,3383,6216,16792,2973,2656,6460,3595,8796,22819,2650,6741,15421,5906,10948,23321,5311,15671,4663,4215,11867,22013,4005,13294,-1455,8408,12282,5043,4413,7787,13457,5053,3554,7680,13462,6141,10424,12383,18019,11505,-1522,4582,1355,11505,18094
8/22/2024,1325,-13,-3184,2160,-872,766,1830,-459,-3893,1030,3683,-2106,-580,-3890,-6415,-1350,221,-924,-1790,-1755,-8975,5972,14323,-2895,-1035,-1129,-4305,8875,11178,19992,1325,1003,-3896,2160,-872,4369,2285,1581,1455,1715,3523,-771,-580,-7590,-19930,440,451,-924,1285,-3050,-8569,5604,14251,45822,950,-3235,-9359,9294,14693,49063,134,899,13,6878,-374,-2602,-15,7786,-3830,-8130,351,-2265,-5859,-8428,10817,39288,-5222,-4000,10807,35381
