,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
8/23/2024,-465,-1975,1765,23,-1082,2641,1704,-2246,5384,-165,-2400,3331,1655,4766,2580,2051,3518,-3898,-764,-1332,-2285,1831,-5637,-95,1140,1785,305,-624,-3447,-6131,-50,-968,2978,550,-1082,-2517,349,-1012,-1875,-975,-1437,-4542,1655,4766,-3997,2051,3518,-9590,-764,2238,-5920,1831,1383,-15493,1140,-562,-8600,-624,-3047,-20544,-2080,2981,-798,5905,-2443,6464,-705,63,1148,1557,1200,-2760,-980,-870,-1259,-2356,1206,2847,-1274,-3815
8/26/2024,2261,4522,2580,2335,5068,-1620,921,5811,3177,2166,3352,-5145,3515,5657,19281,4309,8128,10524,4543,4152,33581,3606,8103,-1346,3640,5771,-825,5284,5073,-5571,2261,4346,3049,1225,5068,-6482,486,5465,531,1701,4957,-2409,3515,5614,21858,4309,8128,10524,4692,6754,36062,3733,10332,11672,3640,8843,36342,5176,9395,11303,6928,-3686,4016,-915,5462,-2021,2672,-1625,9743,34346,809,10980,7262,28443,-5975,-6215,3364,3802,-5975,-6252
8/27/2024,1052,4648,2619,1241,8382,-312,1580,5837,3135,-580,2388,1034,1800,2158,12016,2165,-1683,1859,2451,8906,10504,-225,-2989,-1625,1152,2022,9563,4525,5999,-4375,1603,4961,8547,1841,8382,2218,2504,6919,7434,1540,4691,4342,1800,2216,15906,2455,-1790,-2487,2859,2513,10616,655,3544,-26831,1310,2083,7472,4525,2463,-28340,10305,4813,9935,2902,10425,4149,6723,2609,4630,15449,-2375,-3400,5909,12461,-3028,-4882,-1591,7461,-3028,-6285
8/28/2024,2044,8516,18696,4308,8255,20563,5235,9285,13317,1725,5920,20284,-1730,-4035,-6810,220,650,7871,4959,-1710,1007,3140,2303,-1710,-1240,-1940,-4475,3176,-2617,-1983,1700,8805,17474,4308,8255,21062,5235,10701,15412,1850,8701,18244,-1685,1420,8529,220,3601,23557,4352,3290,16179,2397,8302,55564,-390,3417,15019,3171,7930,54587,6059,17125,6560,23107,9174,13978,3125,21659,-4140,-8445,3345,9126,1011,-4424,850,9144,3517,-4140,570,9800
8/29/2024,1360,1222,-2830,1325,1346,-3115,945,476,-2316,967,225,-3028,500,-183,-5678,2020,1705,-6677,803,4463,-8109,10550,10845,-1765,1855,4755,740,6825,12554,-6378,1360,1190,-5425,1325,1346,-3040,1315,1260,-2426,1567,-345,-2899,500,384,-5315,2020,1705,-11009,218,4280,-7297,10550,10779,-10699,1665,3645,-18341,11660,11615,-6953,1633,-3871,-1137,-3886,66,-2149,-93,-2766,-920,-8702,-3171,-3755,-1901,-7971,1069,-6866,1363,1994,1054,5791
8/30/2024,-210,-498,6815,380,-65,2359,-1047,-153,-2560,-235,-278,1503,1746,412,440,2330,4359,3682,3160,4410,6404,1980,4749,5485,2296,2789,2144,2300,-510,8454,-210,-955,-1564,380,-65,1484,365,-341,-626,-380,-163,-2578,1746,772,-5207,2330,4359,-2967,2922,600,-4416,1980,6586,10502,2051,1513,-4500,2300,5944,12358,-1274,554,-125,5765,320,554,474,6371,-2784,-4981,170,-2489,1148,3530,2062,8972,1724,2144,1784,6109
9/2/2024,3241,994,-171,2040,135,175,2789,1559,247,-475,-395,-305,3035,1579,4443,770,133,4877,4010,205,3197,760,-1425,3215,2775,649,1634,670,-1512,512,2365,-765,1047,1910,135,-305,1910,-200,-305,1005,-815,-305,3035,1579,4704,1905,133,6123,4010,625,3266,4965,-731,-810,3470,625,3266,3430,-1610,-810,-1598,-6199,-3935,-5395,-1598,-5374,-2930,-4690,4880,2932,1965,586,2795,352,-5995,-1980,1170,4015,-5995,-1980
9/3/2024,1260,666,757,3482,79,5599,3508,585,1712,1923,1050,5225,-430,-3900,-6490,1705,1193,-6987,136,-1987,-8985,5458,5229,19286,1970,-1287,-1958,8246,4192,32077,1260,2248,2331,3482,79,8215,3508,962,4632,2656,2296,3537,-430,-8310,-33915,1705,1193,-4652,804,565,-18905,5458,6584,60086,1970,2138,-19565,8246,6546,58400,-855,4162,1265,11893,-3630,3826,575,9841,-3645,-8325,190,-6961,-1996,-8469,6557,66477,547,-3575,6547,59338
9/4/2024,1112,2854,8897,262,247,6931,2833,1149,12510,1700,1611,11328,2890,8720,5961,3460,6095,-2055,1178,6860,-561,2522,1017,-1615,3435,3730,1035,2191,3143,-6393,1112,4285,15557,262,247,18273,1477,1529,17517,1305,3171,18335,2890,9120,5829,3460,6095,-3154,1820,6607,321,2585,638,-44616,3435,6490,-1223,2191,-2153,-49002,6549,21204,5751,13495,7063,21204,5917,13495,1912,2795,-901,-803,548,3509,-3820,-5167,2572,1860,-3820,-6868
9/5/2024,3550,6351,11864,2225,3351,12107,5038,10191,15132,2865,4372,11554,1590,4111,9870,535,-425,632,1814,3098,7709,1570,-4395,-2840,1796,-1465,-1891,-530,-3830,-7390,3550,6435,11864,2225,3351,12107,4144,8591,17432,2840,3562,5088,1590,4111,11389,725,285,3212,995,2554,7867,1570,-1953,-14602,1135,2114,5557,-295,-2990,-12145,4688,8449,3703,13439,7048,13488,4255,11640,10567,8507,2394,2716,7581,3481,-3075,509,4877,3840,-3075,-3023
9/6/2024,4784,5407,2539,4779,4781,5766,4916,6728,5402,5109,4513,5533,4731,1200,-2047,3540,5426,-280,6690,-1140,16917,7445,5164,-2170,6858,-1080,-4250,7083,6083,9548,4784,5765,3467,4779,4781,5842,5054,7825,3839,5314,5380,6682,4731,7071,10266,3540,5426,8202,7007,11827,17381,7445,7155,37788,7022,10727,16948,7083,8753,34644,1124,-414,-780,3313,1114,1950,-1060,827,2726,1858,-1488,-6072,4465,6305,2895,-905,3492,-4140,2840,2170
9/9/2024,1279,2075,2238,-335,4397,-483,407,2215,-704,2028,5481,-2357,1304,7569,22213,565,916,12769,4248,7836,19839,1200,-1948,-1852,961,2749,4410,-450,3674,-365,2105,3132,2050,636,4397,-2408,-1019,2157,-120,1820,6876,1319,1304,9624,28632,1265,916,11369,4055,8171,19114,1038,-5992,-34319,1209,7376,19274,-1945,-9705,-32825,3981,383,3345,-280,2236,4698,4011,-2055,8945,19666,5837,7579,5839,14124,-1410,-4837,5314,7253,-1410,2221
9/10/2024,510,-31,5481,1245,66,6975,115,-2572,5329,120,1031,4527,715,-3013,-6185,-1175,-2442,-2214,-1605,-1927,-8711,169,-6093,-705,-1010,2455,-1599,-1420,-3445,-5689,510,651,2783,1245,66,5628,1135,-141,3149,-119,1306,2251,715,-3013,-16174,-1725,-3317,-5471,-1975,-5334,-11053,-4179,-10799,2279,-505,-5382,-8939,-5890,-8070,3814,153,4015,1568,8379,-825,6318,1955,7744,-2500,-8966,-3245,-1613,-5534,-7654,-3512,-1771,16,-1319,-3512,6207
9/11/2024,1535,1593,1432,2310,200,8249,2425,1779,2344,1165,1070,5059,-1995,-3702,-6325,-1035,-3235,-6434,-1991,-1780,-7053,1745,5465,-2980,-1440,-1815,-2176,4145,3375,-5990,1535,3180,1812,2310,200,6705,2425,2350,3174,2020,4653,6814,-1715,-11220,-26850,-2770,-6315,-17500,-2780,-9485,-24120,2191,1051,2514,-1200,-7140,-22680,3635,2830,4892,2304,4982,1890,12944,3338,7300,2285,10475,-4480,-8245,-4275,-6755,-6194,-7187,5095,3975,-2087,-4590,5080,-6501
9/12/2024,1296,428,-1221,1568,2292,-1813,1984,1427,-92,2300,-425,-2739,2465,5265,7250,2195,995,5833,2091,6810,10388,3450,1608,-1745,3855,-1899,1707,4510,3420,-1919,1930,974,-821,2300,2292,-137,2870,1604,0,1645,2736,405,2465,5890,18655,2195,995,5989,3316,5580,10858,3450,1329,2261,3855,4190,12115,4510,1608,3789,-1340,-620,-2380,-1584,-1220,-2063,-2930,-2061,12290,17540,3408,5955,11982,15143,-4420,-5276,-957,3178,-4420,-2687
9/13/2024,3397,1111,2570,1490,530,-1937,1359,2222,1411,2099,3531,-2857,2345,14181,16683,3021,6314,3814,1790,13602,23894,3551,7366,-1859,2730,5817,3471,4637,11030,-6509,2310,1285,3629,1490,530,-1733,1745,2080,1771,1161,1245,-711,2345,14181,20977,3021,6314,5858,1790,14181,25062,5754,11014,5233,2730,13691,24299,5192,11014,5374,1204,1229,959,-6641,2060,2243,1309,-5403,6463,10529,4832,3133,7322,15605,11864,-6527,-360,1344,11864,-5480
9/16/2024,129,1710,-129,-775,1882,-397,-913,-78,-1474,165,190,1467,2670,-1230,-2942,1005,1575,-5900,-201,704,-5246,270,829,2036,2840,2383,792,2240,-624,-1187,250,2308,1233,-775,1882,177,-795,640,-577,-650,907,343,2670,835,-6037,1005,1575,-2220,-1387,361,-3080,-157,7421,-8504,2840,996,-1144,2240,6609,-7321,2373,2212,2265,3688,2131,1142,3220,3227,-1305,-3954,949,-4504,-1903,-7185,-929,-6952,1834,1329,-929,-6870
9/17/2024,-775,311,-3518,-935,-1211,-4500,-1800,373,-3758,100,-532,674,695,354,-6359,1920,2685,-6676,-1578,-2000,-5060,5297,-1071,-1024,1743,-1355,2695,3691,622,-6763,-775,-391,3400,-935,-1211,-435,-1800,-464,1871,-380,-1151,3609,695,354,2595,1920,2685,-5232,-659,-27,2572,5297,6558,-22397,1039,-525,1767,5167,3646,-24616,2193,589,2030,-127,2193,1291,2030,-486,-3823,-7698,1839,-6852,436,-3652,6015,-6056,1515,54,6010,-6322
9/18/2024,1295,1229,8319,3958,3576,15947,2483,1839,7509,1130,1463,13713,1925,4281,7443,1990,4235,14314,8039,2167,5901,2055,2108,1682,2712,-384,4137,2738,973,9826,1295,2520,8076,3958,3576,15307,3401,3746,10105,1040,1405,8449,1925,4281,11839,1990,4235,19379,8039,3246,8997,1868,1310,26515,2712,3241,9284,2908,2424,29567,4480,13340,6743,16696,3644,13881,4971,16172,2520,13801,3915,24360,1441,9060,6173,16075,1373,4097,6153,10806
9/19/2024,1055,2635,2953,1286,2900,-198,1695,2554,1483,1554,2425,-1175,1565,742,-33,3150,4050,2291,3619,4992,-3181,3648,12527,4477,2955,3756,2629,2905,7567,-4193,1055,1550,5185,608,2900,5265,2532,1605,3812,330,-525,3043,1565,2500,5569,3150,4050,7269,3928,4735,1454,2305,14934,-25249,2955,4455,-6507,3105,12361,-25249,-81,2873,133,1648,1560,4537,213,-1598,2613,-2159,-718,-4464,4056,-3924,3411,-6058,3161,2765,3411,-6861
9/20/2024,2726,4787,3992,4529,5721,1894,2055,1974,4907,1695,3303,11700,4267,10312,17768,2480,4945,23536,9070,8079,13963,6580,5100,164,4575,4843,7057,4060,1190,11039,3820,6036,12078,4529,5721,10720,3000,3285,10404,3577,5675,4939,4775,10317,19265,3545,7265,19844,7126,9729,17516,3390,5547,12093,4620,8909,14501,2645,3205,10408,7404,20740,4206,18023,8068,18462,2492,11191,6637,14312,3021,14205,3787,1709,-261,-2065,1018,3967,-266,941
9/23/2024,2001,4950,6000,1776,5279,1687,690,5205,4079,1586,4830,4702,8701,15781,7631,8065,12356,5812,5537,7148,4002,5910,283,-1465,7832,4477,2428,8135,2160,-4688,2001,4092,4641,1460,5279,1532,690,5416,2846,785,3301,4368,8701,15781,19657,8065,12356,8546,3556,13743,7046,10051,8549,-21583,8121,11104,7046,7664,6518,-21585,2704,-3109,1213,-4819,4878,-4725,268,-5470,9808,4937,6183,466,11480,1044,-5520,-4741,11495,499,-5520,-6657
9/24/2024,1103,1665,5499,1228,146,4603,988,1647,9123,-175,1483,485,1080,5208,-2024,2095,250,-3750,284,7999,-7876,-290,-2540,-2027,1544,4945,1310,-1648,-1725,-4976,1103,-654,5499,1476,146,4296,1114,194,6973,1438,-55,4004,2485,6550,-2402,415,2010,-12738,-605,2880,-11894,1449,-3263,-59450,1295,2360,-12813,-2815,-3265,-58773,5832,9989,7171,8116,6447,11987,5565,4953,1784,811,1285,-5990,-110,-5426,-1325,-5473,1753,-464,-1325,-6775
9/25/2024,762,663,5833,622,2743,3813,787,4682,3410,-38,-130,3462,3567,1408,-2236,1935,2812,-4790,85,3883,-4671,5216,182,-1809,790,1274,541,4269,4402,-7132,873,663,5833,622,2743,6153,787,4682,7332,-212,-808,6770,4132,3419,-551,2970,5086,-3219,-89,3850,-5116,5165,27,-38018,3479,3850,-5116,2905,240,-40673,2847,10425,4268,5263,4383,12470,2914,2313,-659,-4249,9570,-3022,-1373,-3331,-6589,-5729,639,61,-6589,-4190
9/26/2024,1320,34,7592,4035,4410,1966,3897,2594,5212,1220,3655,3722,386,460,-1917,2505,4650,-2244,1874,-1265,-4418,1680,6846,-1507,1720,-5,-4425,1795,3373,-3543,1320,3559,6961,4035,4410,3536,3897,3469,6471,1485,2940,7444,1335,376,-3507,2505,7115,-1856,1601,1651,-5318,1680,10417,-14817,2420,1366,-4948,2300,5994,-16753,1334,4175,1640,4911,1912,4624,1555,3522,-1200,-4356,3818,-3802,-1926,-4828,4461,-588,655,-4415,5115,2833
9/27/2024,2775,3061,7418,1598,4185,6674,1611,4459,8536,2570,2335,7649,-1700,-2790,2289,-995,4324,3545,-1735,-1320,5354,5684,13802,524,-1025,2385,-4760,6086,14251,10236,2775,3290,7515,1598,4185,7568,2096,4459,8119,3025,3951,7898,105,1983,219,2573,3887,15771,1780,6304,18589,5759,13695,55310,1947,5907,21835,6241,13672,55727,4096,3064,3640,1523,4096,2388,2730,1575,-2883,-5886,6932,15956,13042,4651,18726,-1990,-2682,-4115,18726,4525
9/30/2024,445,-926,10522,1760,2640,4772,2521,267,4363,1040,2767,13372,1725,4391,10352,1350,582,9682,6242,2982,7581,1935,48,-1890,995,2452,1441,2730,-239,7477,445,825,5844,2375,2640,12260,2673,2087,6715,334,1146,6840,1725,5988,10740,1350,582,10361,5997,5298,8694,-618,-3606,9124,995,5088,8913,1265,-3301,8692,578,1684,-175,11700,1175,3566,-130,8348,3294,15423,378,11886,5178,16847,-654,919,917,1856,-654,3512
10/1/2024,4375,3596,6143,1875,2978,3225,2592,1050,1243,4984,5643,2384,2545,5917,7361,4465,4010,6684,5550,5211,2622,1590,-3023,-1207,3360,3844,1524,1335,-2590,-2921,4375,4461,3338,3125,2978,2114,2318,2420,5638,5114,4895,6130,2545,6477,10467,4465,4010,6684,3958,6225,3150,1590,-4530,-18521,3360,4015,-161,1335,-3178,-18181,2497,6463,663,1810,40,6621,1124,1181,1390,7529,554,-1866,-2539,369,-6598,-5698,2089,2792,-6598,-4353
10/2/2024,2215,743,-2791,-425,-2000,-898,-983,-348,-2786,55,421,-3772,3435,3627,8159,3005,11886,4186,2493,4670,13033,5020,6734,-1555,4545,2501,-3094,1560,16113,-3802,850,615,-8299,-740,-2000,-5579,-790,-394,-5250,945,380,-5052,3435,5292,17791,3005,10899,3097,2939,7306,7538,8011,7773,-21077,4545,6420,8279,4187,8843,-19103,11,2283,-875,-2753,516,-531,-833,-3156,3512,6654,11737,8256,6012,10422,2565,-4253,2295,-2370,2565,-2033
10/3/2024,1200,727,7401,-299,3387,3658,1373,2733,5060,525,470,4470,1695,4967,26212,95,3546,5424,2713,-238,6246,-970,-5963,739,2577,1373,9873,-2105,-2573,-1928,1200,455,7401,-844,3387,3658,1141,2764,5060,520,752,2285,1695,4967,26212,95,3546,13389,1413,-1139,7061,2093,-9521,-10533,755,-105,6945,-2464,-11720,-12844,2284,4899,1606,-288,1655,3912,2737,2386,9191,25996,6411,8457,3074,7851,-1599,-5218,8645,13242,-1599,-987
10/4/2024,715,2112,1624,710,1885,5086,360,1946,1074,1140,3905,2376,-885,-2160,-4536,-180,-384,-3146,80,-1775,-2401,260,1976,-2955,-1200,-464,462,355,1751,10374,715,2270,1425,530,1885,5086,597,2764,2716,205,2660,6570,-885,-2160,-8550,-180,-384,-2687,-1038,-3805,-8705,619,1767,-691,-1610,-1764,-8705,355,1976,-237,1188,-258,1034,-3118,1226,-594,329,-2048,-1761,-4212,708,-1067,-2479,-5158,3958,3798,-1416,-1165,3823,10863
10/7/2024,57,-407,-5000,486,-1990,-5864,1456,-566,-5311,387,-2064,-4378,-65,-4321,-6909,845,-3734,-6818,371,-1995,-8854,5745,-1842,-2764,610,-590,705,5575,10770,12935,57,-295,-3315,486,-1990,-4487,1456,-408,-538,212,-1580,-5938,-65,-4006,-22094,995,-411,-14075,-3715,-1556,-19175,5745,1915,-22275,610,-1882,-16608,5880,1890,-20385,-982,-7131,-720,-5085,-4446,-2644,605,-4929,-4199,-8614,1561,-6985,-6500,-8497,12863,3829,1586,789,12808,16111
10/8/2024,-1145,137,-2193,635,595,-5989,-607,-765,-3764,-580,-1342,-3422,-739,-4494,-6971,-1400,-3325,-6840,345,-1976,-7886,1065,3052,1862,-737,-1393,-3273,2155,3440,4679,65,705,-216,910,595,-4941,40,-680,-3239,240,-590,295,-739,-5503,-12872,-1090,-3055,-3411,582,-185,-9415,666,3648,27268,-1130,270,-10506,3420,5640,27268,32,-460,1676,-2311,139,-161,550,139,-4351,-8911,-2345,-2464,-1818,-3935,7089,16295,-1627,-5440,6909,17166
10/9/2024,665,-693,38,-278,-190,-928,-2471,-1650,93,-495,74,593,-285,-4235,-6620,-340,-2495,-4135,-1786,-1960,-6694,2480,10580,3651,-114,-2255,-4700,2895,6898,23035,665,-389,2279,-25,-190,20,-907,-1209,341,5,-21,237,545,-4064,-13104,630,30,-4816,104,-1307,-4239,2128,10053,50710,380,-1320,-5693,4034,10575,53846,183,2565,770,1449,729,1928,1350,2004,-4400,-8954,-1502,-3735,-4402,-5570,9797,19112,-2024,-5375,9782,16985
10/10/2024,2639,18,961,1530,1219,817,1978,1476,10950,3610,2880,-1999,3435,7457,-4359,3515,8137,-5079,2306,2078,-5907,4086,-2541,-1604,2122,6124,3824,3391,1054,-6028,2988,310,7616,1530,1219,-972,2585,2045,6322,2110,2698,-1749,3435,11998,11687,3515,8687,-14013,4080,11421,2497,3618,3496,-49581,3445,11321,-1871,2821,-1092,-55033,2230,3884,511,-1900,2686,3884,1095,-1900,4150,863,4561,3440,11500,-5644,-420,-6840,1399,2308,-440,-7186
10/11/2024,2532,5723,4428,2820,7808,5086,2237,5718,4053,2100,2311,6224,2367,5779,19672,4552,6236,16240,6224,-1700,18500,4167,-3858,-1450,2724,3429,390,2505,5434,-5872,3786,6375,7796,2820,7808,6686,2820,6810,5618,3060,6445,5868,2367,7178,27905,4552,6300,29432,6761,9937,27420,4167,22929,43787,2952,9492,25597,6246,21075,43987,3293,-2555,1786,-4325,3495,-2555,1913,-4325,6601,19771,8266,7586,15811,22349,-5543,-6815,2609,2152,-5543,-7005
10/14/2024,1110,3922,-586,215,3541,1660,1053,2801,-939,385,2648,2126,4178,8638,16824,3395,7260,11378,4835,11945,23632,1545,21847,-743,3965,1455,-64,4955,23972,-64,540,3922,6432,470,3533,10306,367,4137,7960,338,1822,8724,3655,8821,25314,3562,10401,29172,6147,18300,32231,5283,31143,91954,5515,15261,33428,6440,31143,93366,3812,4970,4801,-274,4682,-239,2758,-1535,5403,17265,5145,14442,11556,29623,5402,368,4435,1945,5402,2441
10/15/2024,1325,2503,5060,3442,1885,8886,3032,3608,5056,1557,1735,8342,595,-3885,-6238,980,-1844,-3845,-783,-1691,-6671,3709,2251,1160,1310,-503,-3543,4895,1429,4634,1325,2503,5616,3442,1885,9848,3032,3547,6945,1372,1735,7320,595,-3945,-19678,980,-1844,-2888,-1273,-2193,-6571,3709,1162,46981,1310,-3293,-6392,4895,671,47097,5200,17788,5275,21792,4868,16839,4865,20332,-3686,-7415,141,-3317,294,7020,11075,3024,-6465,-4050,10955,42011
10/16/2024,902,6192,-2690,14,5200,-747,72,4103,-3411,795,4145,1840,1800,-3198,-6213,-75,-3493,-3950,-1645,-1495,-8289,1751,1069,-2144,3071,-1835,-4355,1911,699,-4974,1325,5782,6159,985,5200,4199,1755,4605,5252,1058,5376,6986,1800,-1582,-6862,10,-2813,-10860,-3330,-912,-11426,1354,558,-25491,3071,-1022,-3660,2126,1069,-30629,76,2888,4034,1485,889,3379,1770,1485,-3882,-6576,-4080,-5455,-6318,-7856,-1376,-6965,-2912,-5310,-1376,-7145
10/17/2024,1790,246,1547,2609,-240,789,2105,1131,-11,1005,1787,-2695,930,1330,-3272,759,380,2873,2346,2100,4236,1425,794,3569,1330,586,3839,2273,-774,8972,1790,575,1391,2044,-240,-1584,2142,1131,1802,755,-1086,-648,930,1330,-4039,759,380,3415,2445,2541,2892,2290,1501,23348,1330,1114,2887,2618,1506,24880,1496,4600,3068,3715,2886,4283,150,3221,760,-888,215,2815,3873,4519,11096,10756,4069,3235,10891,8973
10/18/2024,9649,2497,8094,5261,6439,3037,5046,9377,6731,7151,3942,1577,2632,2640,16008,2210,8791,3346,1527,-1897,12859,3386,4744,-429,1132,5972,4678,6476,8295,-3008,8843,2497,5694,7121,6439,3653,7527,9377,5641,8813,2522,9610,2632,2640,24154,2210,8791,5897,1250,8390,21744,1196,5568,-24600,1630,8390,15667,4213,4689,-24029,3992,-5304,-6,-5473,4879,-5646,-830,-5303,11225,19142,13777,2113,15986,7736,9235,-5595,13200,7419,9235,-2500
10/21/2024,880,-1189,-3048,1433,320,-4906,-1034,1068,-1258,505,184,-909,1760,5228,8847,1880,8849,12047,4384,7357,16128,2150,9402,2730,2700,7304,9073,3335,14518,7451,880,-890,-6122,1433,320,-4906,-705,1068,-835,-180,-804,-6713,1760,6142,10695,1880,9649,13774,5306,9232,19464,4334,9145,46195,2200,8853,21870,5495,9590,48326,2715,1701,843,332,1663,2014,1180,-1513,4641,1666,5119,12150,7614,10579,7194,-1316,5595,3607,6324,8297
10/22/2024,770,-589,-6,-1335,-1827,-4834,-925,-2278,697,435,-686,-5422,440,6609,-1923,1695,3588,-6391,1253,-1940,566,1980,7931,-842,760,2691,-248,2715,2888,-1832,770,-992,-614,-1335,-1827,-8868,-2155,-2868,-3676,-1495,-3143,-3196,440,6881,4527,2245,4488,-3011,2347,10323,9795,2231,13072,16751,960,9983,9485,2950,13901,16814,-1066,-3143,-180,-3942,-1060,-3368,1627,-3942,1163,-485,1009,-2957,8011,1504,13741,-1462,408,-3920,13566,-5794
10/23/2024,-250,-202,-3893,-755,-3230,-2198,-26,-43,-3760,-675,-1557,-2924,-300,-4431,-6340,1100,-1868,-4779,426,-1940,-8132,2575,1821,-1514,710,-1521,-4485,3977,1671,6590,-250,-1695,-7483,-755,-3230,-3710,-103,-3520,-6260,-785,-2858,-8089,-260,-6250,-17920,1100,-1697,-8319,-722,-5214,-13572,2575,1436,10403,190,-5914,-12042,3977,1816,9455,-3227,-2067,-2950,549,-4187,-3537,-1660,-206,-4343,-8852,-445,-3365,-4121,-6622,-1015,13254,-1590,-4145,-1015,14959
10/24/2024,992,3582,2763,-679,3552,2258,-2047,2225,-182,1535,927,2632,1400,795,7911,2643,9615,6434,2875,3248,14673,1210,4127,-807,1520,1425,1174,1935,-747,-784,1151,3469,4358,-679,3552,2842,-1116,2225,4099,1224,1147,613,1400,802,10762,2643,9615,7146,2649,-1647,22036,2119,4127,-476,1520,-1352,20685,1935,4127,3557,741,10186,1233,2319,-574,8666,1233,1852,2357,246,1945,-3294,-891,1665,1865,-3195,604,-1430,1865,349
10/25/2024,-243,-2306,-4995,-1760,-2358,-5975,-520,-1490,-5474,-795,-2390,-8112,650,89,2909,-1115,-3920,-6790,1490,1393,-7205,-1455,-6305,-2162,1140,478,-509,-2360,55,-7042,-120,-2093,-7468,-185,-2358,-6875,-115,-3695,-8082,-355,-232,-8747,650,-710,-12864,-310,-2555,-15552,-1975,-835,-6448,-2178,1864,-23241,1140,-1150,-6099,-3285,-395,-22797,-1591,-7129,-605,-1247,-2156,-5893,515,-1247,119,-130,-2061,-6732,1485,-8494,-6800,-6727,-2034,-292,-6800,-7267
10/28/2024,265,-5402,-611,-720,-4065,-2168,-670,-4115,-3073,-180,-1170,-3706,565,-4473,-6145,739,-1482,-4064,356,-1697,-5410,3065,10365,6627,1257,866,-4060,4916,8843,17598,265,-5080,-5554,-720,-4065,-4810,-670,-5055,-6690,-1110,-3900,-5470,565,-5890,-17756,739,-1482,-5289,356,-1762,-6765,3065,10365,61593,1257,-2659,-7375,4916,10365,61593,-1850,-1025,-2685,-3678,-3115,-1025,-580,-1169,-3755,-7104,535,-295,77,2914,19441,19598,15,-3935,19441,23085
10/29/2024,1890,1370,-17,1965,366,764,492,23,305,2150,-149,320,2035,-4166,-6720,815,675,-6820,-1000,-1950,-4728,4115,14565,242,2803,-1950,-4440,6155,14565,19281,1890,1356,-2851,2052,366,2731,2420,2125,1176,1486,-974,-2477,2240,-9240,-24120,655,980,1165,-420,-5755,-1886,3382,14102,73460,3115,-4640,-3580,6315,16265,75704,-582,-147,569,3503,1265,1330,592,1766,-4430,-8950,-3555,-3805,-6446,-8495,12263,15603,-2584,-5000,12263,23989
10/30/2024,1841,-2433,1301,15,-3325,-396,1226,-2329,-1130,720,-1840,-2389,-60,-3831,-4734,-555,-3651,-2401,1527,-1554,-8408,4009,6511,5680,-1106,-1611,29,5082,5730,25490,20,-1490,-5124,15,-3325,-1577,425,-1575,-2295,465,-2305,-4615,-1575,-7868,-17684,295,-3342,-489,2694,-2607,-7385,4249,6480,41485,-531,-3252,-7995,6202,7406,40932,-744,-1298,-1170,1919,-89,-2381,-260,866,-2358,-6437,-3167,-501,-1131,1637,9856,37658,671,2507,9856,38012
10/31/2024,-320,2964,11945,1400,3676,16171,1296,4488,12239,495,1266,14551,690,8230,12321,2225,7786,24732,6586,18239,31418,1220,1402,-1261,2539,6457,7180,675,1302,-6939,-90,1380,12139,1400,3676,17184,360,4746,14727,-1910,-725,8570,690,9684,24112,2225,7786,25534,6613,18214,26156,1220,1005,10903,2675,19106,25796,675,1302,11507,5743,10330,4566,3479,4968,10721,4059,7319,11253,23890,7403,27835,16338,34380,2292,-1441,8220,2261,569,1438
11/1/2024,432,5782,-1693,1920,2196,-875,2752,5836,-1838,2445,2816,-5169,2825,7822,2255,2890,5121,-6338,7079,7471,608,1680,2650,-1337,4162,3741,1356,-840,10066,2858,890,3701,-2904,1920,2196,-6808,1315,3452,-2879,1885,1061,-289,2825,7787,2436,2890,5121,-268,1974,7250,8985,3106,12011,316,1760,6275,7533,1475,13785,1451,924,-4128,-1274,-3094,821,-4586,-239,-1807,5860,7442,2935,3261,7958,-4412,-3725,-3712,3538,2125,-3725,-598
11/4/2024,2654,4845,4378,2906,5642,3609,1286,3976,5675,2235,6386,4607,2605,2356,8115,1755,6713,6569,3514,3720,4735,6359,7572,1653,3042,3319,3721,6093,6321,9386,2322,6799,5594,1610,5642,-2702,877,5844,4558,3272,5805,3360,2605,4705,10117,1755,3520,8363,4808,2575,5656,6434,5305,3893,2935,2030,2621,7395,4335,1503,5974,9197,4072,6459,7235,10460,4106,6182,-2175,-1014,-2222,7886,-2505,6761,-6835,25093,1569,1002,-6835,26439
